    ID  brnum  order parent   time   bran   apic     x1     y1     z1     x2     y2     z2    rad length
     1      1      1     -1 1.000000e-01      1      0 0.030767 -0.669310 1.853600 0.030767 -0.669310 1.853600 1.864479 0.985500
     2      1      1     -1 1.500000e-01      0      0 0.030767 -0.669310 1.853600 0.046151 -1.004000 2.780400 1.833956 0.985500
     3      1      1     -1 2.000000e-01      0      0 0.046151 -1.004000 2.780400 0.061535 -1.338600 3.707300 1.803595 0.985500
     4      1      1     -1 2.500000e-01      0      0 0.061535 -1.338600 3.707300 0.076918 -1.673300 4.634100 1.773072 0.985500
     5      1      1     -1 3.000000e-01      0      0 0.076918 -1.673300 4.634100 0.092302 -2.007900 5.560900 1.742549 0.985500
     6      1      1     -1 3.500000e-01      0      0 0.092302 -2.007900 5.560900 0.107690 -2.342600 6.487700 1.712187 0.985500
     7      1      1     -1 4.000000e-01      0      0 0.107690 -2.342600 6.487700 0.123070 -2.677300 7.414500 1.681665 0.985500
     8      1      1     -1 4.500000e-01      0      0 0.123070 -2.677300 7.414500 0.138450 -3.011900 8.341300 1.651286 0.985510
     9      1      1     -1 5.000000e-01      0      0 0.138450 -3.011900 8.341300 0.165550 -3.593600 9.022100 1.635272 0.895830
    10      1      1     -1 5.500000e-01      0      0 0.165550 -3.593600 9.022100 0.192650 -4.175300 9.702800 1.635272 0.895830
    11      1      1     -1 5.900000e-01      0      0 0.192650 -4.175300 9.702800 0.219750 -4.757100 10.384000 1.635272 0.895830
    12      1      1     -1 6.400000e-01      0      0 0.219750 -4.757100 10.384000 0.246850 -5.338800 11.064000 1.635272 0.895830
    13      1      1     -1 6.800000e-01      0      0 0.246850 -5.338800 11.064000 0.273950 -5.920500 11.745000 1.635272 0.895830
    14      1      1     -1 7.300000e-01      0      0 0.273950 -5.920500 11.745000 0.301050 -6.502200 12.426000 1.635254 0.895840
    15      1      1     -1 7.800000e-01      0      0 0.301050 -6.502200 12.426000 0.113610 -7.291600 12.834000 1.635266 0.908330
    16      1      1     -1 8.200000e-01      0      0 0.113610 -7.291600 12.834000 -0.073822 -8.080900 13.243000 1.635266 0.908330
    17      1      1     -1 8.700000e-01      0      0 -0.073822 -8.080900 13.243000 -0.261260 -8.870300 13.651000 1.635266 0.908330
    18      1      1     -1 9.200000e-01      0      0 -0.261260 -8.870300 13.651000 -0.448690 -9.659700 14.060000 1.635266 0.908330
    19      1      1     -1 9.600000e-01      0      0 -0.448690 -9.659700 14.060000 -0.636130 -10.449000 14.468000 1.635266 0.908330
    20      1      1     -1 1.010000e+00      0      0 -0.636130 -10.449000 14.468000 -0.823560 -11.238000 14.876000 1.635266 0.908330
    21      1      1     -1 1.050000e+00      0      0 -0.823560 -11.238000 14.876000 -1.004600 -11.414000 15.699000 1.635253 0.860530
    22      1      1     -1 1.100000e+00      0      0 -1.004600 -11.414000 15.699000 -1.185700 -11.590000 16.522000 1.635253 0.860530
    23      1      1     -1 1.140000e+00      0      0 -1.185700 -11.590000 16.522000 -1.366700 -11.766000 17.345000 1.635253 0.860530
    24      1      1     -1 1.190000e+00      0      0 -1.366700 -11.766000 17.345000 -1.547800 -11.941000 18.167000 1.635253 0.860530
    25      1      1     -1 1.230000e+00      0      0 -1.547800 -11.941000 18.167000 -1.728800 -12.117000 18.990000 1.635253 0.860530
    26      1      1     -1 1.270000e+00      0      0 -1.728800 -12.117000 18.990000 -1.909900 -12.293000 19.813000 1.635253 0.860540
    27      1      1     -1 1.320000e+00      0      0 -1.909900 -12.293000 19.813000 -1.830700 -12.379000 20.771000 1.617317 0.965390
    28      1      1     -1 1.370000e+00      0      0 -1.830700 -12.379000 20.771000 -1.751600 -12.465000 21.729000 1.578872 0.965390
    29      1      1     -1 1.420000e+00      0      0 -1.751600 -12.465000 21.729000 -1.672400 -12.551000 22.688000 1.540393 0.965390
    30      1      1     -1 1.470000e+00      0      0 -1.672400 -12.551000 22.688000 -1.593300 -12.636000 23.646000 1.501931 0.965390
