,Qsv,nodeDv,MulimSucv,kaav,kssv,GrRatiov,CarbonCost
448,0.00045,7.0,0.9,5.0,0.4,6.0,6.0
449,0.00045,7.0,0.9,5.0,0.4,10.0,6.0
450,0.00045,7.0,1.4,5.0,0.4,3.0,6.0
451,0.00045,7.0,1.4,5.0,0.4,6.0,6.0
452,0.00045,7.0,1.4,5.0,0.4,10.0,6.0
453,0.00056,7.0,1.4,5.0,0.4,6.0,6.0
454,0.00056,7.0,1.4,5.0,0.4,10.0,6.0
455,0.00045,8.0,0.9,5.0,0.4,6.0,6.0
456,0.00045,8.0,0.9,5.0,0.4,10.0,6.0
457,0.00045,8.0,1.4,5.0,0.4,3.0,6.0
458,0.00045,8.0,1.4,5.0,0.4,6.0,6.0
459,0.00045,8.0,1.4,5.0,0.4,10.0,6.0
460,0.00056,8.0,1.4,5.0,0.4,6.0,6.0
461,0.00056,8.0,1.4,5.0,0.4,10.0,6.0
462,0.00045,3.0,0.9,5.0,0.6,6.0,6.0
463,0.00045,3.0,0.9,5.0,0.6,10.0,6.0
464,0.00045,3.0,1.4,5.0,0.6,3.0,6.0
465,0.00045,3.0,1.4,5.0,0.6,6.0,6.0
466,0.00045,3.0,1.4,5.0,0.6,10.0,6.0
467,0.00056,3.0,1.4,5.0,0.6,6.0,6.0
468,0.00056,3.0,1.4,5.0,0.6,10.0,6.0
469,0.00045,4.0,0.9,5.0,0.6,6.0,6.0
470,0.00045,4.0,0.9,5.0,0.6,10.0,6.0
471,0.00045,4.0,1.4,5.0,0.6,3.0,6.0
472,0.00045,4.0,1.4,5.0,0.6,6.0,6.0
473,0.00045,4.0,1.4,5.0,0.6,10.0,6.0
474,0.00056,4.0,1.4,5.0,0.6,6.0,6.0
475,0.00056,4.0,1.4,5.0,0.6,10.0,6.0
476,0.00045,5.0,0.9,5.0,0.6,6.0,6.0
477,0.00045,5.0,0.9,5.0,0.6,10.0,6.0
478,0.00045,5.0,1.4,5.0,0.6,3.0,6.0
479,0.00045,5.0,1.4,5.0,0.6,6.0,6.0
480,0.00045,5.0,1.4,5.0,0.6,10.0,6.0
481,0.00056,5.0,1.4,5.0,0.6,6.0,6.0
482,0.00056,5.0,1.4,5.0,0.6,10.0,6.0
483,0.00045,6.0,0.9,5.0,0.6,6.0,6.0
484,0.00045,6.0,0.9,5.0,0.6,10.0,6.0
485,0.00045,6.0,1.4,5.0,0.6,3.0,6.0
486,0.00045,6.0,1.4,5.0,0.6,6.0,6.0
487,0.00045,6.0,1.4,5.0,0.6,10.0,6.0
488,0.00056,6.0,1.4,5.0,0.6,6.0,6.0
489,0.00056,6.0,1.4,5.0,0.6,10.0,6.0
490,0.00045,7.0,0.9,5.0,0.6,6.0,6.0
491,0.00045,7.0,0.9,5.0,0.6,10.0,6.0
492,0.00045,7.0,1.4,5.0,0.6,3.0,6.0
493,0.00045,7.0,1.4,5.0,0.6,6.0,6.0
494,0.00045,7.0,1.4,5.0,0.6,10.0,6.0
495,0.00056,7.0,1.4,5.0,0.6,6.0,6.0
496,0.00056,7.0,1.4,5.0,0.6,10.0,6.0
497,0.00045,8.0,0.9,5.0,0.6,6.0,6.0
498,0.00045,8.0,0.9,5.0,0.6,10.0,6.0
499,0.00045,8.0,1.4,5.0,0.6,3.0,6.0
500,0.00045,8.0,1.4,5.0,0.6,6.0,6.0
501,0.00045,8.0,1.4,5.0,0.6,10.0,6.0
502,0.00056,8.0,1.4,5.0,0.6,6.0,6.0
503,0.00056,8.0,1.4,5.0,0.6,10.0,6.0
504,0.00045,3.0,0.9,7.0,0.01,6.0,6.0
505,0.00045,3.0,0.9,7.0,0.01,10.0,6.0
506,0.00045,3.0,1.4,7.0,0.01,3.0,6.0
507,0.00045,3.0,1.4,7.0,0.01,6.0,6.0
508,0.00045,3.0,1.4,7.0,0.01,10.0,6.0
509,0.00056,3.0,1.4,7.0,0.01,6.0,6.0
510,0.00056,3.0,1.4,7.0,0.01,10.0,6.0
511,0.00045,4.0,0.9,7.0,0.01,6.0,6.0
512,0.00045,4.0,0.9,7.0,0.01,10.0,6.0
513,0.00045,4.0,1.4,7.0,0.01,3.0,6.0
514,0.00045,4.0,1.4,7.0,0.01,6.0,6.0
515,0.00045,4.0,1.4,7.0,0.01,10.0,6.0
516,0.00056,4.0,1.4,7.0,0.01,6.0,6.0
517,0.00056,4.0,1.4,7.0,0.01,10.0,6.0
518,0.00045,5.0,0.9,7.0,0.01,6.0,6.0
519,0.00045,5.0,0.9,7.0,0.01,10.0,6.0
520,0.00045,5.0,1.4,7.0,0.01,3.0,6.0
521,0.00045,5.0,1.4,7.0,0.01,6.0,6.0
522,0.00045,5.0,1.4,7.0,0.01,10.0,6.0
523,0.00056,5.0,1.4,7.0,0.01,6.0,6.0
524,0.00056,5.0,1.4,7.0,0.01,10.0,6.0
525,0.00045,6.0,0.9,7.0,0.01,6.0,6.0
526,0.00045,6.0,0.9,7.0,0.01,10.0,6.0
527,0.00045,6.0,1.4,7.0,0.01,3.0,6.0
528,0.00045,6.0,1.4,7.0,0.01,6.0,6.0
529,0.00045,6.0,1.4,7.0,0.01,10.0,6.0
530,0.00056,6.0,1.4,7.0,0.01,6.0,6.0
531,0.00056,6.0,1.4,7.0,0.01,10.0,6.0
532,0.00045,7.0,0.9,7.0,0.01,6.0,6.0
533,0.00045,7.0,0.9,7.0,0.01,10.0,6.0
534,0.00045,7.0,1.4,7.0,0.01,3.0,6.0
535,0.00045,7.0,1.4,7.0,0.01,6.0,6.0
536,0.00045,7.0,1.4,7.0,0.01,10.0,6.0
537,0.00056,7.0,1.4,7.0,0.01,6.0,6.0
538,0.00056,7.0,1.4,7.0,0.01,10.0,6.0
539,0.00045,8.0,0.9,7.0,0.01,6.0,6.0
540,0.00045,8.0,0.9,7.0,0.01,10.0,6.0
541,0.00045,8.0,1.4,7.0,0.01,3.0,6.0
542,0.00045,8.0,1.4,7.0,0.01,6.0,6.0
543,0.00045,8.0,1.4,7.0,0.01,10.0,6.0
544,0.00056,8.0,1.4,7.0,0.01,6.0,6.0
545,0.00056,8.0,1.4,7.0,0.01,10.0,6.0
546,0.00045,3.0,0.9,7.0,0.1,6.0,6.0
547,0.00045,3.0,0.9,7.0,0.1,10.0,6.0
548,0.00045,3.0,1.4,7.0,0.1,3.0,6.0
549,0.00045,3.0,1.4,7.0,0.1,6.0,6.0
550,0.00045,3.0,1.4,7.0,0.1,10.0,6.0
551,0.00056,3.0,1.4,7.0,0.1,6.0,6.0
552,0.00056,3.0,1.4,7.0,0.1,10.0,6.0
553,0.00045,4.0,0.9,7.0,0.1,6.0,6.0
554,0.00045,4.0,0.9,7.0,0.1,10.0,6.0
555,0.00045,4.0,1.4,7.0,0.1,3.0,6.0
556,0.00045,4.0,1.4,7.0,0.1,6.0,6.0
557,0.00045,4.0,1.4,7.0,0.1,10.0,6.0
558,0.00056,4.0,1.4,7.0,0.1,6.0,6.0
559,0.00056,4.0,1.4,7.0,0.1,10.0,6.0
560,0.00045,5.0,0.9,7.0,0.1,6.0,6.0
561,0.00045,5.0,0.9,7.0,0.1,10.0,6.0
562,0.00045,5.0,1.4,7.0,0.1,3.0,6.0
563,0.00045,5.0,1.4,7.0,0.1,6.0,6.0
564,0.00045,5.0,1.4,7.0,0.1,10.0,6.0
565,0.00056,5.0,1.4,7.0,0.1,6.0,6.0
566,0.00056,5.0,1.4,7.0,0.1,10.0,6.0
567,0.00045,6.0,0.9,7.0,0.1,6.0,6.0
568,0.00045,6.0,0.9,7.0,0.1,10.0,6.0
569,0.00045,6.0,1.4,7.0,0.1,3.0,6.0
570,0.00045,6.0,1.4,7.0,0.1,6.0,6.0
571,0.00045,6.0,1.4,7.0,0.1,10.0,6.0
572,0.00056,6.0,1.4,7.0,0.1,6.0,6.0
573,0.00056,6.0,1.4,7.0,0.1,10.0,6.0
574,0.00045,7.0,0.9,7.0,0.1,6.0,6.0
575,0.00045,7.0,0.9,7.0,0.1,10.0,6.0
576,0.00045,7.0,1.4,7.0,0.1,3.0,6.0
577,0.00045,7.0,1.4,7.0,0.1,6.0,6.0
578,0.00045,7.0,1.4,7.0,0.1,10.0,6.0
579,0.00056,7.0,1.4,7.0,0.1,6.0,6.0
580,0.00056,7.0,1.4,7.0,0.1,10.0,6.0
581,0.00045,8.0,0.9,7.0,0.1,6.0,6.0
582,0.00045,8.0,0.9,7.0,0.1,10.0,6.0
583,0.00045,8.0,1.4,7.0,0.1,3.0,6.0
584,0.00045,8.0,1.4,7.0,0.1,6.0,6.0
585,0.00045,8.0,1.4,7.0,0.1,10.0,6.0
586,0.00056,8.0,1.4,7.0,0.1,6.0,6.0
587,0.00056,8.0,1.4,7.0,0.1,10.0,6.0
588,0.00045,3.0,0.9,7.0,0.4,6.0,6.0
589,0.00045,3.0,0.9,7.0,0.4,10.0,6.0
590,0.00045,3.0,1.4,7.0,0.4,3.0,6.0
591,0.00045,3.0,1.4,7.0,0.4,6.0,6.0
592,0.00045,3.0,1.4,7.0,0.4,10.0,6.0
593,0.00056,3.0,1.4,7.0,0.4,6.0,6.0
594,0.00056,3.0,1.4,7.0,0.4,10.0,6.0
595,0.00045,4.0,0.9,7.0,0.4,6.0,6.0
596,0.00045,4.0,0.9,7.0,0.4,10.0,6.0
597,0.00045,4.0,1.4,7.0,0.4,3.0,6.0
598,0.00045,4.0,1.4,7.0,0.4,6.0,6.0
599,0.00045,4.0,1.4,7.0,0.4,10.0,6.0
600,0.00056,4.0,1.4,7.0,0.4,6.0,6.0
601,0.00056,4.0,1.4,7.0,0.4,10.0,6.0
602,0.00045,5.0,0.9,7.0,0.4,6.0,6.0
603,0.00045,5.0,0.9,7.0,0.4,10.0,6.0
604,0.00045,5.0,1.4,7.0,0.4,3.0,6.0
605,0.00045,5.0,1.4,7.0,0.4,6.0,6.0
606,0.00045,5.0,1.4,7.0,0.4,10.0,6.0
607,0.00056,5.0,1.4,7.0,0.4,6.0,6.0
608,0.00056,5.0,1.4,7.0,0.4,10.0,6.0
609,0.00045,6.0,0.9,7.0,0.4,6.0,6.0
610,0.00045,6.0,0.9,7.0,0.4,10.0,6.0
611,0.00045,6.0,1.4,7.0,0.4,3.0,6.0
612,0.00045,6.0,1.4,7.0,0.4,6.0,6.0
613,0.00045,6.0,1.4,7.0,0.4,10.0,6.0
614,0.00056,6.0,1.4,7.0,0.4,6.0,6.0
615,0.00056,6.0,1.4,7.0,0.4,10.0,6.0
616,0.00045,7.0,0.9,7.0,0.4,6.0,6.0
617,0.00045,7.0,0.9,7.0,0.4,10.0,6.0
618,0.00045,7.0,1.4,7.0,0.4,3.0,6.0
619,0.00045,7.0,1.4,7.0,0.4,6.0,6.0
620,0.00045,7.0,1.4,7.0,0.4,10.0,6.0
621,0.00056,7.0,1.4,7.0,0.4,6.0,6.0
622,0.00056,7.0,1.4,7.0,0.4,10.0,6.0
623,0.00045,8.0,0.9,7.0,0.4,6.0,6.0
624,0.00045,8.0,0.9,7.0,0.4,10.0,6.0
625,0.00045,8.0,1.4,7.0,0.4,3.0,6.0
626,0.00045,8.0,1.4,7.0,0.4,6.0,6.0
627,0.00045,8.0,1.4,7.0,0.4,10.0,6.0
628,0.00056,8.0,1.4,7.0,0.4,6.0,6.0
629,0.00056,8.0,1.4,7.0,0.4,10.0,6.0
630,0.00045,3.0,0.9,7.0,0.6,6.0,6.0
631,0.00045,3.0,0.9,7.0,0.6,10.0,6.0
632,0.00045,3.0,1.4,7.0,0.6,3.0,6.0
633,0.00045,3.0,1.4,7.0,0.6,6.0,6.0
634,0.00045,3.0,1.4,7.0,0.6,10.0,6.0
635,0.00056,3.0,1.4,7.0,0.6,6.0,6.0
636,0.00056,3.0,1.4,7.0,0.6,10.0,6.0
637,0.00045,4.0,0.9,7.0,0.6,6.0,6.0
638,0.00045,4.0,0.9,7.0,0.6,10.0,6.0
639,0.00045,4.0,1.4,7.0,0.6,3.0,6.0
640,0.00045,4.0,1.4,7.0,0.6,6.0,6.0
641,0.00045,4.0,1.4,7.0,0.6,10.0,6.0
642,0.00056,4.0,1.4,7.0,0.6,6.0,6.0
643,0.00056,4.0,1.4,7.0,0.6,10.0,6.0
644,0.00045,5.0,0.9,7.0,0.6,6.0,6.0
645,0.00045,5.0,0.9,7.0,0.6,10.0,6.0
646,0.00045,5.0,1.4,7.0,0.6,3.0,6.0
647,0.00045,5.0,1.4,7.0,0.6,6.0,6.0
648,0.00045,5.0,1.4,7.0,0.6,10.0,6.0
649,0.00056,5.0,1.4,7.0,0.6,6.0,6.0
650,0.00056,5.0,1.4,7.0,0.6,10.0,6.0
651,0.00045,6.0,0.9,7.0,0.6,6.0,6.0
652,0.00045,6.0,0.9,7.0,0.6,10.0,6.0
653,0.00045,6.0,1.4,7.0,0.6,3.0,6.0
654,0.00045,6.0,1.4,7.0,0.6,6.0,6.0
655,0.00045,6.0,1.4,7.0,0.6,10.0,6.0
656,0.00056,6.0,1.4,7.0,0.6,6.0,6.0
657,0.00056,6.0,1.4,7.0,0.6,10.0,6.0
658,0.00045,7.0,0.9,7.0,0.6,6.0,6.0
659,0.00045,7.0,0.9,7.0,0.6,10.0,6.0
660,0.00045,7.0,1.4,7.0,0.6,3.0,6.0
661,0.00045,7.0,1.4,7.0,0.6,6.0,6.0
662,0.00045,7.0,1.4,7.0,0.6,10.0,6.0
663,0.00056,7.0,1.4,7.0,0.6,6.0,6.0
664,0.00056,7.0,1.4,7.0,0.6,10.0,6.0
665,0.00045,8.0,0.9,7.0,0.6,6.0,6.0
666,0.00045,8.0,0.9,7.0,0.6,10.0,6.0
667,0.00045,8.0,1.4,7.0,0.6,3.0,6.0
668,0.00045,8.0,1.4,7.0,0.6,6.0,6.0
669,0.00045,8.0,1.4,7.0,0.6,10.0,6.0
670,0.00056,8.0,1.4,7.0,0.6,6.0,6.0
671,0.00056,8.0,1.4,7.0,0.6,10.0,6.0
672,0.00045,3.0,0.9,9.0,0.01,6.0,6.0
673,0.00045,3.0,0.9,9.0,0.01,10.0,6.0
674,0.00045,3.0,1.4,9.0,0.01,3.0,6.0
675,0.00045,3.0,1.4,9.0,0.01,6.0,6.0
676,0.00045,3.0,1.4,9.0,0.01,10.0,6.0
677,0.00056,3.0,1.4,9.0,0.01,6.0,6.0
678,0.00056,3.0,1.4,9.0,0.01,10.0,6.0
679,0.00045,4.0,0.9,9.0,0.01,6.0,6.0
680,0.00045,4.0,0.9,9.0,0.01,10.0,6.0
681,0.00045,4.0,1.4,9.0,0.01,3.0,6.0
682,0.00045,4.0,1.4,9.0,0.01,6.0,6.0
683,0.00045,4.0,1.4,9.0,0.01,10.0,6.0
684,0.00056,4.0,1.4,9.0,0.01,6.0,6.0
685,0.00056,4.0,1.4,9.0,0.01,10.0,6.0
686,0.00045,5.0,0.9,9.0,0.01,6.0,6.0
687,0.00045,5.0,0.9,9.0,0.01,10.0,6.0
688,0.00045,5.0,1.4,9.0,0.01,3.0,6.0
689,0.00045,5.0,1.4,9.0,0.01,6.0,6.0
690,0.00045,5.0,1.4,9.0,0.01,10.0,6.0
691,0.00056,5.0,1.4,9.0,0.01,6.0,6.0
692,0.00056,5.0,1.4,9.0,0.01,10.0,6.0
693,0.00045,6.0,0.9,9.0,0.01,6.0,6.0
694,0.00045,6.0,0.9,9.0,0.01,10.0,6.0
695,0.00045,6.0,1.4,9.0,0.01,3.0,6.0
696,0.00045,6.0,1.4,9.0,0.01,6.0,6.0
697,0.00045,6.0,1.4,9.0,0.01,10.0,6.0
698,0.00056,6.0,1.4,9.0,0.01,6.0,6.0
699,0.00056,6.0,1.4,9.0,0.01,10.0,6.0
700,0.00045,7.0,0.9,9.0,0.01,6.0,6.0
701,0.00045,7.0,0.9,9.0,0.01,10.0,6.0
702,0.00045,7.0,1.4,9.0,0.01,3.0,6.0
703,0.00045,7.0,1.4,9.0,0.01,6.0,6.0
704,0.00045,7.0,1.4,9.0,0.01,10.0,6.0
705,0.00056,7.0,1.4,9.0,0.01,6.0,6.0
706,0.00056,7.0,1.4,9.0,0.01,10.0,6.0
707,0.00045,8.0,0.9,9.0,0.01,6.0,6.0
708,0.00045,8.0,0.9,9.0,0.01,10.0,6.0
709,0.00045,8.0,1.4,9.0,0.01,3.0,6.0
710,0.00045,8.0,1.4,9.0,0.01,6.0,6.0
711,0.00045,8.0,1.4,9.0,0.01,10.0,6.0
712,0.00056,8.0,1.4,9.0,0.01,6.0,6.0
713,0.00056,8.0,1.4,9.0,0.01,10.0,6.0
714,0.00045,3.0,0.9,9.0,0.1,6.0,6.0
715,0.00045,3.0,0.9,9.0,0.1,10.0,6.0
716,0.00045,3.0,1.4,9.0,0.1,3.0,6.0
717,0.00045,3.0,1.4,9.0,0.1,6.0,6.0
718,0.00045,3.0,1.4,9.0,0.1,10.0,6.0
719,0.00056,3.0,1.4,9.0,0.1,6.0,6.0
720,0.00056,3.0,1.4,9.0,0.1,10.0,6.0
721,0.00045,4.0,0.9,9.0,0.1,6.0,6.0
722,0.00045,4.0,0.9,9.0,0.1,10.0,6.0
723,0.00045,4.0,1.4,9.0,0.1,3.0,6.0
724,0.00045,4.0,1.4,9.0,0.1,6.0,6.0
725,0.00045,4.0,1.4,9.0,0.1,10.0,6.0
726,0.00056,4.0,1.4,9.0,0.1,6.0,6.0
727,0.00056,4.0,1.4,9.0,0.1,10.0,6.0
728,0.00045,5.0,0.9,9.0,0.1,6.0,6.0
729,0.00045,5.0,0.9,9.0,0.1,10.0,6.0
730,0.00045,5.0,1.4,9.0,0.1,3.0,6.0
731,0.00045,5.0,1.4,9.0,0.1,6.0,6.0
732,0.00045,5.0,1.4,9.0,0.1,10.0,6.0
733,0.00056,5.0,1.4,9.0,0.1,6.0,6.0
734,0.00056,5.0,1.4,9.0,0.1,10.0,6.0
735,0.00045,6.0,0.9,9.0,0.1,6.0,6.0
736,0.00045,6.0,0.9,9.0,0.1,10.0,6.0
737,0.00045,6.0,1.4,9.0,0.1,3.0,6.0
738,0.00045,6.0,1.4,9.0,0.1,6.0,6.0
739,0.00045,6.0,1.4,9.0,0.1,10.0,6.0
740,0.00056,6.0,1.4,9.0,0.1,6.0,6.0
741,0.00056,6.0,1.4,9.0,0.1,10.0,6.0
742,0.00045,7.0,0.9,9.0,0.1,6.0,6.0
743,0.00045,7.0,0.9,9.0,0.1,10.0,6.0
744,0.00045,7.0,1.4,9.0,0.1,3.0,6.0
745,0.00045,7.0,1.4,9.0,0.1,6.0,6.0
746,0.00045,7.0,1.4,9.0,0.1,10.0,6.0
747,0.00056,7.0,1.4,9.0,0.1,6.0,6.0
748,0.00056,7.0,1.4,9.0,0.1,10.0,6.0
749,0.00045,8.0,0.9,9.0,0.1,6.0,6.0
750,0.00045,8.0,0.9,9.0,0.1,10.0,6.0
751,0.00045,8.0,1.4,9.0,0.1,3.0,6.0
752,0.00045,8.0,1.4,9.0,0.1,6.0,6.0
753,0.00045,8.0,1.4,9.0,0.1,10.0,6.0
754,0.00056,8.0,1.4,9.0,0.1,6.0,6.0
755,0.00056,8.0,1.4,9.0,0.1,10.0,6.0
756,0.00045,3.0,0.9,9.0,0.4,6.0,6.0
757,0.00045,3.0,0.9,9.0,0.4,10.0,6.0
758,0.00045,3.0,1.4,9.0,0.4,3.0,6.0
759,0.00045,3.0,1.4,9.0,0.4,6.0,6.0
760,0.00045,3.0,1.4,9.0,0.4,10.0,6.0
761,0.00056,3.0,1.4,9.0,0.4,6.0,6.0
762,0.00056,3.0,1.4,9.0,0.4,10.0,6.0
763,0.00045,4.0,0.9,9.0,0.4,6.0,6.0
764,0.00045,4.0,0.9,9.0,0.4,10.0,6.0
765,0.00045,4.0,1.4,9.0,0.4,3.0,6.0
766,0.00045,4.0,1.4,9.0,0.4,6.0,6.0
767,0.00045,4.0,1.4,9.0,0.4,10.0,6.0
768,0.00056,4.0,1.4,9.0,0.4,6.0,6.0
769,0.00056,4.0,1.4,9.0,0.4,10.0,6.0
770,0.00045,5.0,0.9,9.0,0.4,6.0,6.0
771,0.00045,5.0,0.9,9.0,0.4,10.0,6.0
772,0.00045,5.0,1.4,9.0,0.4,3.0,6.0
773,0.00045,5.0,1.4,9.0,0.4,6.0,6.0
774,0.00045,5.0,1.4,9.0,0.4,10.0,6.0
775,0.00056,5.0,1.4,9.0,0.4,6.0,6.0
776,0.00056,5.0,1.4,9.0,0.4,10.0,6.0
777,0.00045,6.0,0.9,9.0,0.4,6.0,6.0
778,0.00045,6.0,0.9,9.0,0.4,10.0,6.0
779,0.00045,6.0,1.4,9.0,0.4,3.0,6.0
780,0.00045,6.0,1.4,9.0,0.4,6.0,6.0
781,0.00045,6.0,1.4,9.0,0.4,10.0,6.0
782,0.00056,6.0,1.4,9.0,0.4,6.0,6.0
783,0.00056,6.0,1.4,9.0,0.4,10.0,6.0
784,0.00045,7.0,0.9,9.0,0.4,6.0,6.0
785,0.00045,7.0,0.9,9.0,0.4,10.0,6.0
786,0.00045,7.0,1.4,9.0,0.4,3.0,6.0
787,0.00045,7.0,1.4,9.0,0.4,6.0,6.0
788,0.00045,7.0,1.4,9.0,0.4,10.0,6.0
789,0.00056,7.0,1.4,9.0,0.4,6.0,6.0
790,0.00056,7.0,1.4,9.0,0.4,10.0,6.0
791,0.00045,8.0,0.9,9.0,0.4,6.0,6.0
792,0.00045,8.0,0.9,9.0,0.4,10.0,6.0
793,0.00045,8.0,1.4,9.0,0.4,3.0,6.0
794,0.00045,8.0,1.4,9.0,0.4,6.0,6.0
795,0.00045,8.0,1.4,9.0,0.4,10.0,6.0
796,0.00056,8.0,1.4,9.0,0.4,6.0,6.0
797,0.00056,8.0,1.4,9.0,0.4,10.0,6.0
798,0.00045,3.0,0.9,9.0,0.6,6.0,6.0
799,0.00045,3.0,0.9,9.0,0.6,10.0,6.0
800,0.00045,3.0,1.4,9.0,0.6,3.0,6.0
801,0.00045,3.0,1.4,9.0,0.6,6.0,6.0
802,0.00045,3.0,1.4,9.0,0.6,10.0,6.0
803,0.00056,3.0,1.4,9.0,0.6,6.0,6.0
804,0.00056,3.0,1.4,9.0,0.6,10.0,6.0
805,0.00045,4.0,0.9,9.0,0.6,6.0,6.0
806,0.00045,4.0,0.9,9.0,0.6,10.0,6.0
807,0.00045,4.0,1.4,9.0,0.6,3.0,6.0
808,0.00045,4.0,1.4,9.0,0.6,6.0,6.0
809,0.00045,4.0,1.4,9.0,0.6,10.0,6.0
810,0.00056,4.0,1.4,9.0,0.6,6.0,6.0
811,0.00056,4.0,1.4,9.0,0.6,10.0,6.0
812,0.00045,5.0,0.9,9.0,0.6,6.0,6.0
813,0.00045,5.0,0.9,9.0,0.6,10.0,6.0
814,0.00045,5.0,1.4,9.0,0.6,3.0,6.0
815,0.00045,5.0,1.4,9.0,0.6,6.0,6.0
816,0.00045,5.0,1.4,9.0,0.6,10.0,6.0
817,0.00056,5.0,1.4,9.0,0.6,6.0,6.0
818,0.00056,5.0,1.4,9.0,0.6,10.0,6.0
819,0.00045,6.0,0.9,9.0,0.6,6.0,6.0
820,0.00045,6.0,0.9,9.0,0.6,10.0,6.0
821,0.00045,6.0,1.4,9.0,0.6,3.0,6.0
822,0.00045,6.0,1.4,9.0,0.6,6.0,6.0
823,0.00045,6.0,1.4,9.0,0.6,10.0,6.0
824,0.00056,6.0,1.4,9.0,0.6,6.0,6.0
825,0.00056,6.0,1.4,9.0,0.6,10.0,6.0
826,0.00045,7.0,0.9,9.0,0.6,6.0,6.0
827,0.00045,7.0,0.9,9.0,0.6,10.0,6.0
828,0.00045,7.0,1.4,9.0,0.6,3.0,6.0
829,0.00045,7.0,1.4,9.0,0.6,6.0,6.0
830,0.00045,7.0,1.4,9.0,0.6,10.0,6.0
831,0.00056,7.0,1.4,9.0,0.6,6.0,6.0
832,0.00056,7.0,1.4,9.0,0.6,10.0,6.0
833,0.00045,8.0,0.9,9.0,0.6,6.0,6.0
834,0.00045,8.0,0.9,9.0,0.6,10.0,6.0
835,0.00045,8.0,1.4,9.0,0.6,3.0,6.0
836,0.00045,8.0,1.4,9.0,0.6,6.0,6.0
837,0.00045,8.0,1.4,9.0,0.6,10.0,6.0
838,0.00056,8.0,1.4,9.0,0.6,6.0,6.0
839,0.00056,8.0,1.4,9.0,0.6,10.0,6.0
840,0.00045,3.0,0.9,11.0,0.01,6.0,6.0
841,0.00045,3.0,0.9,11.0,0.01,10.0,6.0
842,0.00045,3.0,1.4,11.0,0.01,3.0,6.0
843,0.00045,3.0,1.4,11.0,0.01,6.0,6.0
844,0.00045,3.0,1.4,11.0,0.01,10.0,6.0
845,0.00056,3.0,1.4,11.0,0.01,6.0,6.0
846,0.00056,3.0,1.4,11.0,0.01,10.0,6.0
847,0.00045,4.0,0.9,11.0,0.01,6.0,6.0
848,0.00045,4.0,0.9,11.0,0.01,10.0,6.0
849,0.00045,4.0,1.4,11.0,0.01,3.0,6.0
850,0.00045,4.0,1.4,11.0,0.01,6.0,6.0
851,0.00045,4.0,1.4,11.0,0.01,10.0,6.0
852,0.00056,4.0,1.4,11.0,0.01,6.0,6.0
853,0.00056,4.0,1.4,11.0,0.01,10.0,6.0
854,0.00045,5.0,0.9,11.0,0.01,6.0,6.0
855,0.00045,5.0,0.9,11.0,0.01,10.0,6.0
856,0.00045,5.0,1.4,11.0,0.01,3.0,6.0
857,0.00045,5.0,1.4,11.0,0.01,6.0,6.0
858,0.00045,5.0,1.4,11.0,0.01,10.0,6.0
859,0.00056,5.0,1.4,11.0,0.01,6.0,6.0
860,0.00056,5.0,1.4,11.0,0.01,10.0,6.0
861,0.00045,6.0,0.9,11.0,0.01,6.0,6.0
862,0.00045,6.0,0.9,11.0,0.01,10.0,6.0
863,0.00045,6.0,1.4,11.0,0.01,3.0,6.0
864,0.00045,6.0,1.4,11.0,0.01,6.0,6.0
865,0.00045,6.0,1.4,11.0,0.01,10.0,6.0
866,0.00056,6.0,1.4,11.0,0.01,6.0,6.0
867,0.00056,6.0,1.4,11.0,0.01,10.0,6.0
868,0.00045,7.0,0.9,11.0,0.01,6.0,6.0
869,0.00045,7.0,0.9,11.0,0.01,10.0,6.0
870,0.00045,7.0,1.4,11.0,0.01,3.0,6.0
871,0.00045,7.0,1.4,11.0,0.01,6.0,6.0
872,0.00045,7.0,1.4,11.0,0.01,10.0,6.0
873,0.00056,7.0,1.4,11.0,0.01,6.0,6.0
874,0.00056,7.0,1.4,11.0,0.01,10.0,6.0
875,0.00045,8.0,0.9,11.0,0.01,6.0,6.0
876,0.00045,8.0,0.9,11.0,0.01,10.0,6.0
877,0.00045,8.0,1.4,11.0,0.01,3.0,6.0
878,0.00045,8.0,1.4,11.0,0.01,6.0,6.0
879,0.00045,8.0,1.4,11.0,0.01,10.0,6.0
880,0.00056,8.0,1.4,11.0,0.01,6.0,6.0
881,0.00056,8.0,1.4,11.0,0.01,10.0,6.0
882,0.00045,3.0,0.9,11.0,0.1,6.0,6.0
883,0.00045,3.0,0.9,11.0,0.1,10.0,6.0
884,0.00045,3.0,1.4,11.0,0.1,3.0,6.0
885,0.00045,3.0,1.4,11.0,0.1,6.0,6.0
886,0.00045,3.0,1.4,11.0,0.1,10.0,6.0
887,0.00056,3.0,1.4,11.0,0.1,6.0,6.0
888,0.00056,3.0,1.4,11.0,0.1,10.0,6.0
889,0.00045,4.0,0.9,11.0,0.1,6.0,6.0
890,0.00045,4.0,0.9,11.0,0.1,10.0,6.0
891,0.00045,4.0,1.4,11.0,0.1,3.0,6.0
892,0.00045,4.0,1.4,11.0,0.1,6.0,6.0
893,0.00045,4.0,1.4,11.0,0.1,10.0,6.0
894,0.00056,4.0,1.4,11.0,0.1,6.0,6.0
895,0.00056,4.0,1.4,11.0,0.1,10.0,6.0
896,0.00045,5.0,0.9,11.0,0.1,6.0,6.0
897,0.00045,5.0,0.9,11.0,0.1,10.0,6.0
