Time;d10;d20;d40;d60;d80;d120
26.10.2015;0;0;0;0;0;0
26.10.2015 00:30;0;0;0;0;0;0
26.10.2015 01:00;0;0;0;0;0;0
26.10.2015 01:30;0;0;0;0;0;0
26.10.2015 02:00;0;0;0;0;0;0
26.10.2015 02:30;0;0;0;0;0;0
26.10.2015 03:00;0,000110731853762;0,000574056383083;0;0;0;0
26.10.2015 03:30;0,000129187162757;0,000669732447109;0;0;0;0
26.10.2015 04:00;0,000147642471649;0,0007654085106;0;0;0;0
26.10.2015 04:30;0,000166097780644;0,000861084574625;0;0;0;0
26.10.2015 05:00;0,000184553089639;0,000956760638651;0;0;0;0
26.10.2015 05:30;0,00020300839853;0,001052436702142;0;0;0;0
26.10.2015 06:00;0,000221463707525;0,001148112766167;0;0;0;0
26.10.2015 06:30;0,00023991901652;0,001243788830192;0;0;0;0
26.10.2015 07:00;0,000258374325411;0,001339464893683;0;0;0;0
26.10.2015 07:30;0,000276829634406;0,001435140957709;0;0;0;0
26.10.2015 08:00;0,000295284943401;0,001530817021734;0;0;0;0
26.10.2015 08:30;0,000313740252293;0,001626493085225;0;0;0;0
26.10.2015 09:00;0,000332195561287;0,00172216914925;0;0;0;0
26.10.2015 09:30;0,000350650870282;0,001817845213276;0;0;0;0
26.10.2015 10:00;0,000369106179174;0,001913521276767;0;0;0;0
26.10.2015 10:30;0,000387561488169;0,002009197340792;0;0;0;0
26.10.2015 11:00;0,000406016797164;0,002104873404818;0;0;0;0
26.10.2015 11:30;0,000424472106055;0,002200549468308;0;0;0;0
26.10.2015 12:00;0,00044292741505;0,002296225532334;0;0;0;0
26.10.2015 12:30;0,000461382724045;0,002391901596359;0;0;0;0
26.10.2015 13:00;0,000479838032936;0,00248757765985;0;0;0;0
26.10.2015 13:30;0,000498293341931;0,002583253723876;0;0;0;0
26.10.2015 14:00;0,000516748650926;0,002678929787901;0;0;0;0
26.10.2015 14:30;0,000535203959818;0,002774605851392;0;0;0;0
26.10.2015 15:00;0,000553659268812;0,002870281915417;0;0;0;0
26.10.2015 15:30;0,000572114577807;0,002965957979443;0;0;0;0
26.10.2015 16:00;0,000590569886699;0,003061634042934;0;0;0;0
26.10.2015 16:30;0,000609025195694;0,003157310106959;0;0;0;0
26.10.2015 17:00;0,000627480504689;0,003252986170985;0;0;0;0
26.10.2015 17:30;0,00064593581358;0,003348662234475;0;0;0;0
26.10.2015 18:00;0,000664391122575;0,003444338298501;0;0;0;0
26.10.2015 18:30;0,00068284643157;0,003540014362526;0;0;0;0
26.10.2015 19:00;0,000701301740461;0,003635690426017;0;0;0;0
26.10.2015 19:30;0,000719757049456;0,003731366490043;0;0;0;0
26.10.2015 20:00;0,000738212358451;0,003827042554068;0;0;0;0
26.10.2015 20:30;0,000756667667343;0,003922718617559;0;0;0;0
26.10.2015 21:00;0,000775122976337;0,004018394681584;0;0;0;0
26.10.2015 21:30;0,000793578285332;0,00411407074561;0;0;0;0
26.10.2015 22:00;0,000812033594224;0,004209746809101;0;0;0;0
26.10.2015 22:30;0,000830488903219;0,004305422873126;0;0;0;0
26.10.2015 23:00;0,000848944212213;0,004401098937152;0;0;0;0
26.10.2015 23:30;0,000867399521105;0,004496775000642;0;0;0;0
27.10.2015;0,0008858548301;0,004592451064668;0;0;0;0
27.10.2015 00:30;0,000904310139095;0,004688127128693;0;0;0;0
27.10.2015 01:00;0,000922765447986;0,004783803192184;0;0;0;0
27.10.2015 01:30;0,000941220756981;0,00487947925621;0;0;0;0
27.10.2015 02:00;0,000959676065976;0,004975155320235;0;0;0;0
27.10.2015 02:30;0,000978131374868;0,005070831383726;0;0;0;0
27.10.2015 03:00;0,000996586683862;0,005166507447751;0;0;0;0
27.10.2015 03:30;0,001015041992857;0,005262183511777;0;0;0;0
27.10.2015 04:00;0,001033497301749;0,005357859575268;0;0;0;0
27.10.2015 04:30;0,001051952610744;0,005453535639293;0;0;0;0
27.10.2015 05:00;0,001070407919738;0,005549211703319;0;0;0;0
27.10.2015 05:30;0,00108886322863;0,005644887766809;0;0;0;0
27.10.2015 06:00;0,001107318537625;0,005740563830835;0;0;0;0
27.10.2015 06:30;0,00112577384662;0,00583623989486;0;0;0;0
27.10.2015 07:00;0,001144229155511;0,005931915958351;0;0;0;0
27.10.2015 07:30;0,001162684464506;0,006027592022377;0;0;0;0
27.10.2015 08:00;0,001181139773501;0,006123268086402;0;0;0;0
27.10.2015 08:30;0,001199595082393;0,006218944149893;0;0;0;0
27.10.2015 09:00;0,001218050391387;0,006314620213918;0;0;0;0
27.10.2015 09:30;0,001236505700382;0,006410296277944;0;0;0;0
27.10.2015 10:00;0,001254961009274;0,006505972341435;0;0;0;0
27.10.2015 10:30;0,001273416318269;0,00660164840546;0;0;0;0
27.10.2015 11:00;0,001291871627263;0,006697324469485;0;0;0;0
27.10.2015 11:30;0,001310326936155;0,006793000532976;0;0;0;0
27.10.2015 12:00;0,00132878224515;0,006888676597002;0;0;0;0
27.10.2015 12:30;0,001347237554145;0,006984352661027;0;0;0;0
27.10.2015 13:00;0,001365692863036;0,007080028724518;0;0;0;0
27.10.2015 13:30;0,001384148172031;0,007175704788544;0;0;0;0
27.10.2015 14:00;0,001402603481026;0,007271380852569;0;0;0;0
27.10.2015 14:30;0,001421058789918;0,00736705691606;0;0;0;0
27.10.2015 15:00;0,001439514098912;0,007462732980085;0;0;0;0
27.10.2015 15:30;0,001457969407907;0,007558409044111;0;0;0;0
27.10.2015 16:00;0,001476424716799;0,007654085107602;0;0;0;0
27.10.2015 16:30;0,001494880025794;0,007749761171627;0;0;0;0
27.10.2015 17:00;0,001513335334788;0,007845437235652;0;0;0;0
27.10.2015 17:30;0,00153179064368;0,007941113299143;0;0;0;0
27.10.2015 18:00;0,001550245952675;0,008036789363169;0;0;0;0
27.10.2015 18:30;0,00156870126167;0,008132465427194;0;0;0;0
27.10.2015 19:00;0,001587156570561;0,008228141490685;0;0;0;0
27.10.2015 19:30;0,001605611879556;0,00832381755471;0;0;0;0
27.10.2015 20:00;0,001624067188551;0,008419493618736;0;0;0;0
27.10.2015 20:30;0,001642522497443;0,008515169682227;0;0;0;0
27.10.2015 21:00;0,001660977806437;0,008610845746252;0;0;0;0
27.10.2015 21:30;0,001679433115432;0,008706521810278;0;0;0;0
27.10.2015 22:00;0,001697888424324;0,008802197873768;0;0;0;0
27.10.2015 22:30;0,001716343733319;0,008897873937794;0;0;0;0
27.10.2015 23:00;0,001734799042313;0,008993550001819;0;0;0;0
27.10.2015 23:30;0,001753254351205;0,00908922606531;0;0;0;0
28.10.2015;0,0017717096602;0,009184902129336;0;0;0;0
28.10.2015 00:30;0,001790164969195;0,009280578193361;0;0;0;0
28.10.2015 01:00;0,001808620278086;0,009376254256852;0;0;0;0
28.10.2015 01:30;0,001827075587081;0,009471930320877;0;0;0;0
28.10.2015 02:00;0,001845530896076;0,009567606384903;0;0;0;0
28.10.2015 02:30;0,001863986204968;0,009663282448394;0;0;0;0
28.10.2015 03:00;0,001882441513962;0,009758958512419;0;0;0;0
28.10.2015 03:30;0,001900896822957;0,009854634576445;0;0;0;0
28.10.2015 04:00;0,001919352131849;0,009950310639935;0;0;0;0
28.10.2015 04:30;0,001937807440844;0,010045986703961;0;0;0;0
28.10.2015 05:00;0,001956262749838;0,010141662767986;0;0;0;0
28.10.2015 05:30;0,00197471805873;0,010237338831477;0;0;0;0
28.10.2015 06:00;0,001993173367725;0,010333014895503;0;0;0;0
28.10.2015 06:30;0,00201162867672;0,010428690959528;0;0;0;0
28.10.2015 07:00;0,002030083985611;0,010524367023019;0;0;0;0
28.10.2015 07:30;0,002048539294606;0,010620043087044;0;0;0;0
28.10.2015 08:00;0,002066994603601;0,01071571915107;0;0;0;0
28.10.2015 08:30;0,002085449912493;0,010811395214561;0;0;0;0
28.10.2015 09:00;0,002103905221487;0,010907071278586;0;0;0;0
28.10.2015 09:30;0,002122360530482;0,011002747342612;0;0;0;0
28.10.2015 10:00;0,002140815839374;0,011098423406102;0;0;0;0
28.10.2015 10:30;0,002159271148369;0,011194099470128;0;0;0;0
28.10.2015 11:00;0,002177726457363;0,011289775534153;0;0;0;0
28.10.2015 11:30;0,002196181766255;0,011385451597644;0;0;0;0
28.10.2015 12:00;0,00221463707525;0,01148112766167;0;0;0;0
28.10.2015 12:30;0,002233092384245;0,011576803725695;0;0;0;0
28.10.2015 13:00;0,002251547693136;0,011672479789186;0;0;0;0
28.10.2015 13:30;0,002270003002131;0,011768155853211;0;0;0;0
28.10.2015 14:00;0,002288458311126;0,011863831917237;0;0;0;0
28.10.2015 14:30;0,002306913620018;0,011959507980728;0;0;0;0
28.10.2015 15:00;0,002325368929012;0,012055184044753;0;0;0;0
28.10.2015 15:30;0,002343824238007;0,012150860108779;0;0;0;0
28.10.2015 16:00;0,002362279546899;0,012246536172269;0;0;0;0
28.10.2015 16:30;0,002380734855894;0,012342212236295;0;0;0;0
28.10.2015 17:00;0,002399190164888;0,01243788830032;0;0;0;0
28.10.2015 17:30;0,00241764547378;0,012533564363811;0;0;0;0
28.10.2015 18:00;0,002436100782775;0,012629240427837;0;0;0;0
28.10.2015 18:30;0,00245455609177;0,012724916491862;0;0;0;0
28.10.2015 19:00;0,002473011400661;0,012820592555353;0;0;0;0
28.10.2015 19:30;0,002491466709656;0,012916268619378;0;0;0;0
28.10.2015 20:00;0,002509922018651;0,013011944683404;0;0;0;0
28.10.2015 20:30;0,002528377327543;0,013107620746895;0;0;0;0
28.10.2015 21:00;0,002546832636537;0,01320329681092;0;0;0;0
28.10.2015 21:30;0,002565287945532;0,013298972874946;0;0;0;0
28.10.2015 22:00;0,002583743254424;0,013394648938436;0;0;0;0
28.10.2015 22:30;0,002602198563419;0,013490325002462;0;0;0;0
28.10.2015 23:00;0,002620653872413;0,013586001066487;0;0;0;0
28.10.2015 23:30;0,002639109181305;0,013681677129978;0;0;0;0
