CURRENT.DATE;SRF;RootSystem_Age_days;TotalRootLen_cm;SubType1_Len_cm;SubType2_Len_cm;SubType3_Len_cm;SubType4_Len_cm;SubType5_Len_cm;TotalRootAng_rad;SubType1_Ang_rad;SubType2_Ang_rad;SubType3_Ang_rad;SubType4_Ang_rad;SubType5_Ang_rad;TotalRootNumber;SubType1_Number;SubType2_Number;SubType3_Number;SubType4_Number;SubType5_Number;RootTipDepthMean_cm;RootTipDepthMax_cm
99;0,5594933698551464;149,0;127772,35440340795;277,6031664683704;4,990165096752997;0,0;174,89358563679022;271,97816017850016;1,224730060393331;0,0;1,2217300000000002;0,0;1,5708000000000002;1,5707999999999998;19373;1;19202;0;150;20;-47,616331574615934;-280,58296346682226
