############## DOWNLOAD HANDLE #############
# 20.500.11952/TERENO.SE_EC_001.1614449807556
############# PROCESSINGSTATUS ##############
# unevaluated = 1
# upload waiting for approval = 2
# visual inspected = 3
# approved upload = 4
# derived product = 5
# checked automatically = 6
################## QUALIFIER ################
# baddata_autosampler = 4010
# baddata_backwater = 4043
# baddata_badquality = 4024
# baddata_changeflow/positionsensor = 4035
# baddata_change sensor MPS = 4028
# baddata_controlaffected = 4041
# baddata_data not plausible = 4022
# baddata_data transfer disturbed = 4021
# baddata_deadsignal = 4050
# baddata_frozen = 4023
# baddata_irregular = 4013
# baddata_isolatedspike = 4019
# baddata_liquidapplication = 4040
# baddata_maintenancedisturbance = 4037
# baddata_manual deactivation = 4054
# baddata_max = 4012
# baddata_max preciptiation 12h = 4056
# baddata_max preciptiation 24h = 4057
# baddata_max preciptiation 2d = 4058
# baddata_max preciptiation 5d = 4059
# baddata_max preciptiation 6h = 4055
# baddata_min = 4011
# baddata_missing = 4017
# baddata_noisydata = 4033
# baddata_noprecipitation = 4051
# baddata_outoforder = 4018
# baddata_ppleaking = 4047
# baddata_pumpfailure = 4038
# baddata_removablematter = 4039
# baddata_sealinglip = 4069
# baddata_tankrelease = 4042
# baddata_technicaldisturbance = 4036
# baddata_temperature effects = 4034
# baddata_unplausiblevariation = 4020
# baddata_unplausiblevariation = 4020
# baddata_waterwithdrawal = 4052
# gapfilled_extrapolated = 5016
# gapfilled_interpolated = 5015
# goodquality_linreg time = 25066
# interpolated_linreg DWD station = 15063
# interpolated_linreg other station = 15061
# interpolated_linreg time = 15066
# interpolated_replacedby DWD station = 15064
# interpolated_replacedby other station = 15062
# interpolated_spline time = 15065
# interpolated_unknown = 15014
# modified_data not plausible = 7022
# modified_drift corrected = 7060
# ok_above detection limit = 2068
# ok_autosampler = 2010
# ok_below detection limit = 2067
# ok_goodquality = 2025
# ok_moderatequality = 2026
# ok_ok = 2002
# ok_qualityunknown = 2027
# suspicious_autosampler = 3010
# suspicious_backwater = 3043
# suspicious_changeflow/positionsensor = 3035
# suspicious_change sensor MPS = 3028
# suspicious_check for sensor drift = 3046
# suspicious_frozen = 3023
# suspicious_inconsistent time period = 3048
# suspicious_leaking tank = 3045
# suspicious_maintenancedisturbance = 3037
# suspicious_max = 3012
# suspicious_min = 3011
# suspicious_missing = 3017
# suspicious_nodatachange = 3044
# suspicious_noisydata = 3033
# suspicious_Rewetting = 3070
# suspicious_sensor reports malfunction = 3053
# suspicious_technicaldisturbance = 3036
# suspicious_tillage = 3049
# suspicious_unknown = 3014
# suspicious_unplausiblevariation = 3020
# unevaluated_autosampler = 1010
# unevaluated_change sensor MPS = 1028
# unevaluated_unevaluated = 1001
############ Quality Flag Syntax ############
# PROCESSINGSTATUS_QUALIFIER
#############################################
# Time,feature,Radiation_PhotoActive_Avg10min [umol*m-2*s-1],Radiation_PhotoActive_Avg10minQualityFlag,AirConcentration_CO2_2m_Avg30min [mmol*m-3],AirConcentration_CO2_2m_Avg30minQualityFlag
2019-08-31T23:20:00+02:00,SE_EC_001,-0.099078189999999997,4_2002,noData,noData
2019-08-31T23:30:00+02:00,SE_EC_001,-0.09927619,4_2002,15.866547600000001,4_2025
2019-08-31T23:40:00+02:00,SE_EC_001,-0.1020823,4_2002,noData,noData
2019-08-31T23:50:00+02:00,SE_EC_001,-0.1006861,4_2002,noData,noData
2019-09-01T00:00:00+02:00,SE_EC_001,-0.1041873,4_2002,16.0473766,4_2025
2019-09-01T00:10:00+02:00,SE_EC_001,-0.1008956,4_2002,noData,noData
2019-09-01T00:20:00+02:00,SE_EC_001,-0.100413,4_2002,noData,noData
2019-09-01T00:30:00+02:00,SE_EC_001,-0.099302810000000005,4_2002,16.1922283,4_2025
2019-09-01T00:40:00+02:00,SE_EC_001,-0.10217329999999999,4_2002,noData,noData
2019-09-01T00:50:00+02:00,SE_EC_001,-0.1051424,4_2002,noData,noData
2019-09-01T01:00:00+02:00,SE_EC_001,-0.1042633,4_2002,16.3273926,4_2025
2019-09-01T01:10:00+02:00,SE_EC_001,-0.1101994,4_2002,noData,noData
2019-09-01T01:20:00+02:00,SE_EC_001,-0.1085544,4_2002,noData,noData
2019-09-01T01:30:00+02:00,SE_EC_001,-0.10451820000000001,4_2002,16.198360399999999,4_2025
2019-09-01T01:40:00+02:00,SE_EC_001,-0.10697810000000001,4_2002,noData,noData
2019-09-01T01:50:00+02:00,SE_EC_001,-0.1026031,4_2002,noData,noData
2019-09-01T02:00:00+02:00,SE_EC_001,-0.1029661,4_2002,16.2417145,4_2025
2019-09-01T02:10:00+02:00,SE_EC_001,-0.1028616,4_2002,noData,noData
2019-09-01T02:20:00+02:00,SE_EC_001,-0.1057994,4_2002,noData,noData
2019-09-01T02:30:00+02:00,SE_EC_001,-0.10024370000000001,4_2002,16.208534199999999,4_2025
2019-09-01T02:40:00+02:00,SE_EC_001,-0.099723699999999998,4_2002,noData,noData
2019-09-01T02:50:00+02:00,SE_EC_001,-0.1019337,4_2002,noData,noData
2019-09-01T03:00:00+02:00,SE_EC_001,-0.095978279999999999,4_2002,16.123714400000001,4_2025
2019-09-01T03:10:00+02:00,SE_EC_001,-0.096638669999999996,4_2002,noData,noData
2019-09-01T03:20:00+02:00,SE_EC_001,-0.095284830000000001,4_2002,noData,noData
2019-09-01T03:30:00+02:00,SE_EC_001,-0.099765350000000003,4_2002,16.071618999999998,4_2025
2019-09-01T03:40:00+02:00,SE_EC_001,-0.1079445,4_2002,noData,noData
2019-09-01T03:50:00+02:00,SE_EC_001,-0.114304,4_2002,noData,noData
2019-09-01T04:00:00+02:00,SE_EC_001,-0.10144690000000001,4_2002,16.162898999999999,4_2025
2019-09-01T04:10:00+02:00,SE_EC_001,-0.104009,4_2002,noData,noData
2019-09-01T04:20:00+02:00,SE_EC_001,-0.10475420000000001,4_2002,noData,noData
2019-09-01T04:30:00+02:00,SE_EC_001,-0.110093,4_2002,16.183952300000001,4_2025
2019-09-01T04:40:00+02:00,SE_EC_001,-0.1055657,4_2002,noData,noData
2019-09-01T04:50:00+02:00,SE_EC_001,-0.10133590000000001,4_2002,noData,noData
2019-09-01T05:00:00+02:00,SE_EC_001,-0.1065366,4_2002,16.171035799999999,4_2025
2019-09-01T05:10:00+02:00,SE_EC_001,-0.1004555,4_2002,noData,noData
2019-09-01T05:20:00+02:00,SE_EC_001,-0.10810400000000001,4_2002,noData,noData
2019-09-01T05:30:00+02:00,SE_EC_001,-0.1113572,4_2002,16.211770999999999,4_2025
2019-09-01T05:40:00+02:00,SE_EC_001,-0.1166687,4_2002,noData,noData
2019-09-01T05:50:00+02:00,SE_EC_001,-0.11661340000000001,4_2002,noData,noData
2019-09-01T06:00:00+02:00,SE_EC_001,-0.1146229,4_2002,16.198133500000001,4_2025
2019-09-01T06:10:00+02:00,SE_EC_001,-0.1135116,4_2002,noData,noData
2019-09-01T06:20:00+02:00,SE_EC_001,-0.095912490000000003,4_2002,noData,noData
2019-09-01T06:30:00+02:00,SE_EC_001,-0.00086103890000000004,4_2002,16.1872787,4_2025
2019-09-01T06:40:00+02:00,SE_EC_001,0.25759979999999999,4_2002,noData,noData
2019-09-01T06:50:00+02:00,SE_EC_001,2.028937,4_2002,noData,noData
2019-09-01T07:00:00+02:00,SE_EC_001,6.4844730000000004,4_2002,16.219444299999999,4_2025
2019-09-01T07:10:00+02:00,SE_EC_001,17.260090000000002,4_2002,noData,noData
2019-09-01T07:20:00+02:00,SE_EC_001,18.38082,4_2002,noData,noData
2019-09-01T07:30:00+02:00,SE_EC_001,12.10472,4_2002,16.247385000000001,4_2025
2019-09-01T07:40:00+02:00,SE_EC_001,7.6171569999999997,4_2002,noData,noData
2019-09-01T07:50:00+02:00,SE_EC_001,13.9497,4_2002,noData,noData
2019-09-01T08:00:00+02:00,SE_EC_001,12.191560000000001,4_2002,noData,noData
2019-09-01T08:10:00+02:00,SE_EC_001,6.9362599999999999,4_2002,noData,noData
2019-09-01T08:20:00+02:00,SE_EC_001,6.7498519999999997,4_2002,noData,noData
2019-09-01T08:30:00+02:00,SE_EC_001,10.07382,4_2002,noData,noData
2019-09-01T08:40:00+02:00,SE_EC_001,28.74971,4_2002,noData,noData
2019-09-01T08:50:00+02:00,SE_EC_001,54.601410000000001,4_2002,noData,noData
2019-09-01T09:00:00+02:00,SE_EC_001,97.059330000000003,4_2002,noData,noData
2019-09-01T09:10:00+02:00,SE_EC_001,137.1345,4_2002,noData,noData
2019-09-01T09:20:00+02:00,SE_EC_001,132.84829999999999,4_2002,noData,noData
2019-09-01T09:30:00+02:00,SE_EC_001,97.969179999999994,4_2002,noData,noData
2019-09-01T09:40:00+02:00,SE_EC_001,137.5924,4_2002,noData,noData
2019-09-01T09:50:00+02:00,SE_EC_001,161.42080000000001,4_2002,noData,noData
2019-09-01T10:00:00+02:00,SE_EC_001,166.5703,4_2002,noData,noData
2019-09-01T10:10:00+02:00,SE_EC_001,105.8455,4_2002,noData,noData
2019-09-01T10:20:00+02:00,SE_EC_001,59.789319999999996,4_2002,noData,noData
2019-09-01T10:30:00+02:00,SE_EC_001,56.124310000000001,4_2002,noData,noData
2019-09-01T10:40:00+02:00,SE_EC_001,104.8642,4_2002,noData,noData
2019-09-01T10:50:00+02:00,SE_EC_001,439.15910000000002,4_2002,noData,noData
