0,1,2,3,4,5,6,7,8,9,10,11,12
1e-06,0.000101,0.000201,0.00030100000000000005,0.00040100000000000004,0.000501,0.0006010000000000001,0.000701,0.0008010000000000001,0.0009010000000000001,,,
-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0
0.0,5e-05,0.0001,0.00015000000000000001,0.0002,0.00025,0.00030000000000000003,0.00035,0.0004,0.00045000000000000004,,,
