"file"	"plant"	"root"	"order"	"parentroot"	"time"	"bran"	"apic"	"x1"	"y1"	"z1"	"x2"	"y2"	"z2"	"diameter1"	"diameter2"	"length"	"blength"	"surface"	"volume"	"orientation"	"growth"	"geodesic"
"1"	"DAP19"	1	1	1	0	1	"true"	"false"	0.45739	-0.24326	-1.5491	0.68609	-0.36489	-2.3237	2.23355530244546	2.11850635369622	0.816763556300108	0.816763556300108	5.59739212294927	3.03820780743212	161.50968550498	11.7551479141086	0.816763556300108
"2"	"DAP19"	1	1	1	0	1	"false"	"false"	0.68609	-0.36489	-2.3237	0.91478	-0.48653	-3.0983	2.11850635369622	2.00345740494698	0.816762245515793	1.6335258018159	5.30144387922022	2.72550287698652	161.509960475099	11.7551479141086	1.6335258018159
"3"	"DAP19"	1	1	1	0	1	"false"	"false"	0.91478	-0.48653	-3.0983	1.1435	-0.60816	-3.8729	2.00345740494698	1.88840845619774	0.816769156677699	2.4502949584936	5.00554671994066	2.4298050697689	161.508510738706	11.7551479141086	2.4502949584936
"4"	"DAP19"	1	1	1	0	1	"false"	"false"	1.1435	-0.60816	-3.8729	1.28335204809442	-0.789904093409977	-4.04962213350113	1.88840845619774	1.85443126904543	0.289517224556348	2.73981218304995	1.70506883976156	0.796376960236756	127.61863597307	11.7551479141086	2.73981218304995
"5"	"DAP19"	1	1	1	0	1	"false"	"false"	1.28335204809442	-0.789904093409977	-4.04962213350113	1.4955	-1.0656	-4.3177	1.85443126904543	1.80288972379035	0.43918188591381	3.17899406896376	2.52739882228068	1.15353085846636	127.61863597307	11.7551479141086	3.17899406896376
"6"	"DAP19"	1	1	1	0	1	"false"	"false"	1.4955	-1.0656	-4.3177	1.8475	-1.5231	-4.7625	1.80288972379035	1.75383833412525	0.728736776895471	3.90773084585923	4.07368122283238	1.81021196950614	127.616353839465	11.7551479141086	3.90773084585923
"7"	"DAP19"	1	1	1	0	1	"false"	"false"	1.8475	-1.5231	-4.7625	2.15934268378356	-1.9284068972471	-5.15664434663439	1.75383833412525	1.71034419225678	0.645654169326933	4.55338501518616	3.51533579092382	1.5214378038565	127.622581200689	11.7551479141086	4.55338501518616
"8"	"DAP19"	1	1	1	0	1	"false"	"false"	2.15934268378356	-1.9284068972471	-5.15664434663439	2.1995	-1.9806	-5.2074	1.71034419225678	1.70474326557354	0.0831436490013057	4.63652866418747	0.446269288329986	0.190398279886159	127.622581200689	11.7551479141086	4.63652866418747
"9"	"DAP19"	1	1	1	0	1	"false"	"false"	2.1995	-1.9806	-5.2074	2.5451	-2.737	-5.2305	1.70474326557354	1.67927805047945	0.831933849533724	5.46846251372119	4.42275233364302	1.87065225928952	91.5911152519123	11.7551479141086	5.46846251372119
"10"	"DAP19"	1	1	1	0	1	"false"	"false"	2.5451	-2.737	-5.2305	2.8908	-3.4935	-5.2536	1.67927805047945	1.67927805047945	0.832066313463056	6.30052882718425	4.38965535596053	1.84286297210852	91.5908618832104	11.7551479141086	6.30052882718425
"11"	"DAP19"	1	1	1	0	1	"false"	"false"	2.8908	-3.4935	-5.2536	3.2364	-4.2499	-5.2767	1.67927805047945	1.67927805047945	0.831933849533724	7.13246267671797	4.38895652824998	1.84256959059967	91.5911152519123	11.7551479141086	7.13246267671797
"12"	"DAP19"	1	1	1	0	1	"false"	"false"	3.2364	-4.2499	-5.2767	3.5821	-5.0063	-5.2998	1.67927805047945	1.67927805047945	0.831975396270827	7.9644380729888	4.38917571253145	1.84266160843789	91.59103577523	11.7551479141086	7.9644380729888
"13"	"DAP19"	1	1	1	0	1	"false"	"false"	3.5821	-5.0063	-5.2998	3.59181504441184	-5.02756290391526	-5.30044935626711	1.67927805047945	1.67927805047945	0.023386210347017	7.98782428333582	0.123376468731372	0.0517958489715644	91.5911152519114	11.7551479141086	7.98782428333582
