time,cm0,cm10,cm20,cm40,cm60,cm75
1.000000000000000000e+00,-1.388330148309028687e+02,-1.388330148309028687e+02,-1.485195759587417967e+02,-1.045249339399491646e+02,-5.091395807060226275e+01,-5.091395807060226275e+01
2.000000000000000000e+00,-1.529374355908201153e+02,-1.529374355908201153e+02,-1.470145850474511633e+02,-1.049843425289788001e+02,-4.996504474802960516e+01,-4.996504474802960516e+01
3.000000000000000000e+00,-1.168838231211786507e+02,-1.168838231211786507e+02,-1.466655346111915037e+02,-1.059258575409339187e+02,-4.983507871468048478e+01,-4.983507871468048478e+01
4.000000000000000000e+00,-1.564062349593548333e+02,-1.564062349593548333e+02,-1.374747844860917780e+02,-1.059126348661442023e+02,-4.925778140932791160e+01,-4.925778140932791160e+01
5.000000000000000000e+00,-1.804114809160492143e+02,-1.804114809160492143e+02,-1.436339157949593073e+02,-1.081069623799485271e+02,-5.069783836045968428e+01,-5.069783836045968428e+01
6.000000000000000000e+00,-1.887858921212961434e+02,-1.887858921212961434e+02,-1.396965691832955088e+02,-1.037583129196848830e+02,-4.840832566534587755e+01,-4.840832566534587755e+01
7.000000000000000000e+00,-1.200044975777090741e+02,-1.200044975777090741e+02,-1.301613190517606427e+02,-1.025809497513430131e+02,-4.795083069863660796e+01,-4.795083069863660796e+01
8.000000000000000000e+00,-9.613592780915288927e+01,-9.613592780915288927e+01,-8.536960418214655988e+01,-8.180468071100045790e+01,-4.519123660614206983e+01,-4.519123660614206983e+01
9.000000000000000000e+00,-1.255328717116868802e+02,-1.255328717116868802e+02,-9.666927773176729488e+01,-7.885777127771247308e+01,-4.054954048042286274e+01,-4.054954048042286274e+01
1.000000000000000000e+01,-1.593736944215347648e+02,-1.593736944215347648e+02,-1.097573192556750286e+02,-8.534446071903077780e+01,-4.297769953281936495e+01,-4.297769953281936495e+01
1.100000000000000000e+01,-1.703277486261194156e+02,-1.703277486261194156e+02,-1.119939866578995691e+02,-8.246537206908165274e+01,-4.047489323097445180e+01,-4.047489323097445180e+01
1.200000000000000000e+01,-1.899276896185065766e+02,-1.899276896185065766e+02,-1.201882526450613256e+02,-8.749302277364424185e+01,-4.473303366582619844e+01,-4.473303366582619844e+01
1.300000000000000000e+01,-1.883875143695954364e+02,-1.883875143695954364e+02,-1.184889256051158810e+02,-8.660397787297401351e+01,-4.434768857465466851e+01,-4.434768857465466851e+01
1.400000000000000000e+01,-2.013684289527564886e+02,-2.013684289527564886e+02,-1.197693026840333346e+02,-8.678339255436483768e+01,-4.470314148816726885e+01,-4.470314148816726885e+01
1.500000000000000000e+01,-9.578584578403977901e+01,-9.578584578403977901e+01,-9.799220182181370831e+01,-8.918066424861449093e+01,-4.253279333982290211e+01,-4.253279333982290211e+01
