time,cm0,cm10,cm20,cm40,cm60,cm75
1,0.143191133333333,0.143191133333333,0.1627362,0.1886226,0.188123166666667,0.188123166666667
2,0.1408624,0.1408624,0.161988133333333,0.1941847,0.1971057,0.1971057
3,0.1477951,0.1477951,0.165825333333333,0.195777233333333,0.198009533333333,0.198009533333333
4,0.1442001,0.1442001,0.1661734,0.198965533333333,0.2007873,0.2007873
5,0.1399265,0.1399265,0.162612966666667,0.200910066666667,0.2064713,0.2064713
6,0.135495833333333,0.135495833333333,0.158212233333333,0.199064833333333,0.2103096,0.2103096
7,0.154146433333333,0.154146433333333,0.168135033333333,0.1924002,0.204748366666667,0.204748366666667
8,0.1701897,0.1701897,0.1776449,0.2055897,0.214869533333333,0.214869533333333
9,0.1548311,0.1548311,0.165146866666667,0.2035328,0.219708033333333,0.219708033333333
10,0.142108333333333,0.142108333333333,0.153652066666667,0.1956468,0.213793666666667,0.213793666666667
11,0.133235633333333,0.133235633333333,0.1456466,0.1902303,0.208984466666667,0.208984466666667
12,0.131214033333333,0.131214033333333,0.144282833333333,0.190130333333333,0.208919766666667,0.208919766666667
13,0.147089766666667,0.147089766666667,0.1608572,0.189741833333333,0.208545566666667,0.208545566666667
14,0.151714133333333,0.151714133333333,0.165264333333333,0.1914977,0.209995466666667,0.209995466666667
15,0.188451033333333,0.188451033333333,0.186358833333333,0.200375966666667,0.207735533333333,0.207735533333333
16,0.152483466666667,0.152483466666667,0.171345933333333,0.1991957,0.213343266666667,0.213343266666667
17,0.139808766666667,0.139808766666667,0.151680933333333,0.192798766666667,0.207765133333333,0.207765133333333
18,0.128037,0.128037,0.1414683,0.184283,0.1989152,0.1989152
19,0.1161473,0.1161473,0.128056166666667,0.1738105,0.191737966666667,0.191737966666667
20,0.119519866666667,0.119519866666667,0.1294045,0.1787395,0.196340133333333,0.196340133333333
21,0.117390533333333,0.117390533333333,0.1313589,0.1809472,0.194535766666667,0.194535766666667
22,0.112394666666667,0.112394666666667,0.125946933333333,0.1791572,0.191139833333333,0.191139833333333
23,0.1127701,0.1127701,0.1275198,0.210391266666667,0.2263229,0.2263229
24,0.1287483,0.1287483,0.131223066666667,0.201132966666667,0.216324033333333,0.216324033333333
25,0.131721166666667,0.131721166666667,0.140639366666667,0.1988504,0.2131523,0.2131523
26,0.126673433333333,0.126673433333333,0.1381539,0.200764733333333,0.213311633333333,0.213311633333333
27,0.131310766666667,0.131310766666667,0.144434233333333,0.209204066666667,0.222047066666667,0.222047066666667
28,0.118464533333333,0.118464533333333,0.133115933333333,0.198915633333333,0.211554966666667,0.211554966666667
29,0.115547733333333,0.115547733333333,0.131043966666667,0.198816166666667,0.2120244,0.2120244
30,0.116082,0.116082,0.132353366666667,0.200939333333333,0.214576266666667,0.214576266666667
31,0.1129216,0.1129216,0.129699966666667,0.197487233333333,0.211550233333333,0.211550233333333
32,0.1333217,0.1333217,0.144404333333333,0.200756733333333,0.215360766666667,0.215360766666667
33,0.1568415,0.1568415,0.162593766666667,0.203533666666667,0.214743533333333,0.214743533333333
34,0.136363566666667,0.136363566666667,0.146015733333333,0.208467533333333,0.217285966666667,0.217285966666667
35,0.1435591,0.1435591,0.155109633333333,0.200368133333333,0.2101364,0.2101364
36,0.128866766666667,0.128866766666667,0.141864566666667,0.2027958,0.214404133333333,0.214404133333333
37,0.1293842,0.1293842,0.1434198,0.2060312,0.219227866666667,0.219227866666667
38,0.142801733333333,0.142801733333333,0.1431829,0.198639166666667,0.211602966666667,0.211602966666667
39,0.1289418,0.1289418,0.137603566666667,0.200398033333333,0.2127338,0.2127338
40,0.134436566666667,0.134436566666667,0.145715266666667,0.210066066666667,0.2244846,0.2244846
41,0.1295503,0.1295503,0.140971066666667,0.2089465,0.224306433333333,0.224306433333333
42,0.127420966666667,0.127420966666667,0.1397704,0.205173833333333,0.221516833333333,0.221516833333333
43,0.1212745,0.1212745,0.134386366666667,0.199197766666667,0.2159061,0.2159061
44,0.118100033333333,0.118100033333333,0.1326785,0.196001166666667,0.213307666666667,0.213307666666667
45,0.1216917,0.1216917,0.1370907,0.2012805,0.219766533333333,0.219766533333333
46,0.113141466666667,0.113141466666667,0.129771433333333,0.197487933333333,0.2153234,0.2153234
47,0.148493933333333,0.148493933333333,0.1490278,0.189830733333333,0.204640166666667,0.204640166666667
48,0.131764933333333,0.131764933333333,0.140727533333333,0.1953434,0.203340333333333,0.203340333333333
49,0.125851333333333,0.125851333333333,0.137399033333333,0.199530266666667,0.2105431,0.2105431
50,0.125564366666667,0.125564366666667,0.139006366666667,0.199745366666667,0.214473666666667,0.214473666666667
51,0.114488566666667,0.114488566666667,0.129008066666667,0.190016233333333,0.2059397,0.2059397
52,0,0,0,0,0,0
53,0.1185862,0.1185862,0.137370166666667,0.199003066666667,0.217698866666667,0.217698866666667
54,0.100299133333333,0.100299133333333,0.119892066666667,0.1863304,0.205588866666667,0.205588866666667
55,0.110867566666667,0.110867566666667,0.120722766666667,0.197159433333333,0.2166341,0.2166341
56,0.146248366666667,0.146248366666667,0.1434551,0.1949421,0.211109166666667,0.211109166666667
57,0.133757566666667,0.133757566666667,0.1405474,0.192107033333333,0.207965533333333,0.207965533333333
58,0.118303366666667,0.118303366666667,0.129951166666667,0.184801466666667,0.202554466666667,0.202554466666667
59,0.111683033333333,0.111683033333333,0.1264962,0.1851483,0.204249333333333,0.204249333333333
60,0.109085933333333,0.109085933333333,0.126066666666667,0.189834433333333,0.211329433333333,0.211329433333333
61,0.0929148666666667,0.0929148666666667,0.115558166666667,0.180316933333333,0.2040521,0.2040521
62,0.0827491333333333,0.0827491333333333,0.100436666666667,0.171033533333333,0.195844966666667,0.195844966666667
63,0.0788278,0.0788278,0.0964771666666667,0.165755666666667,0.191562666666667,0.191562666666667
64,0.0827752,0.0827752,0.0997218,0.171308433333333,0.199536133333333,0.199536133333333
65,0.0721775,0.0721775,0.0877458333333333,0.168956466666667,0.201892566666667,0.201892566666667
66,0.0707432,0.0707432,0.0854541666666667,0.166772633333333,0.202513933333333,0.202513933333333
67,0.0612397,0.0612397,0.0753827,0.136287666666667,0.1751148,0.1751148
68,0.0573285333333333,0.0573285333333333,0.0707430666666667,0.134111766666667,0.1751858,0.1751858
69,0.0628734666666667,0.0628734666666667,0.07453,0.145165266666667,0.187733766666667,0.187733766666667
70,0.0530391,0.0530391,0.0637703666666667,0.1322882,0.1778642,0.1778642
71,0.0537319333333333,0.0537319333333333,0.0628568333333333,0.1270892,0.1754117,0.1754117
72,0.0505273666666667,0.0505273666666667,0.0589011,0.123410066666667,0.1730702,0.1730702
73,0.0517202666666667,0.0517202666666667,0.0584466333333333,0.133436766666667,0.1817872,0.1817872
74,0.0467405333333333,0.0467405333333333,0.0528908333333333,0.127552566666667,0.1757442,0.1757442
75,0.0475622333333333,0.0475622333333333,0.0529208,0.113962166666667,0.1610468,0.1610468
76,0.0455577333333333,0.0455577333333333,0.0512359,0.113042,0.1574588,0.1574588
77,0.0446434666666667,0.0446434666666667,0.0497979333333333,0.111074833333333,0.152324633333333,0.152324633333333
