time,cm0,cm10,cm20,cm40,cm60,cm75
98,-31037.4268933065,-31037.4268933065,-28582.1786900069,-32450.6429702278,-41054.0183479108,-41054.0183479108
99,-31815.7041779403,-31815.7041779403,-29411.6401242477,-35905.7890374059,-41214.6332597693,-41214.6332597693
100,-31424.7379917026,-31424.7379917026,-29671.9570919247,-35298.8063028625,-41819.1342110239,-41819.1342110239
101,-31973.724012227,-31973.724012227,-30178.4120970046,-35728.5173176551,-42114.2242012006,-42114.2242012006
102,-31273.514992589,-31273.514992589,-29238.7925858245,-34808.8352967408,-42258.5735293453,-42258.5735293453
103,-33465.9288534544,-33465.9288534544,-30955.6720549083,-37125.3804867781,-42300.1644156062,-42300.1644156062
104,-31989.1928522533,-31989.1928522533,-29675.7127538891,-36785.1250831962,-41798.5010943202,-41798.5010943202
105,-30548.7230459827,-30548.7230459827,-29973.8091930001,-36538.2830851377,-42401.7297831854,-42401.7297831854
106,-32990.0264832399,-32990.0264832399,-31176.294527011,-37341.8876449899,-42456.8542324373,-42456.8542324373
107,-29103.8441198933,-29103.8441198933,-29473.4400827061,-35167.8146657826,-42287.2622694107,-42287.2622694107
108,-32021.1775933666,-32021.1775933666,-31748.7758296082,-35817.4612601962,-42381.7259877007,-42381.7259877007
109,-32959.3028602317,-32959.3028602317,-31472.6322693326,-36589.4392794698,-42510.0037921176,-42510.0037921176
110,-33296.7085685078,-33296.7085685078,-31022.0919665889,-37136.1690803294,-43128.7348719644,-43128.7348719644
111,-33875.5383141937,-33875.5383141937,-32245.548866506,-39785.5004772523,-45617.4773939411,-45617.4773939411
112,-34766.0501971905,-34766.0501971905,-32396.8553108946,-40045.7965623642,-45544.6638812522,-45544.6638812522
113,-33275.3030421405,-33275.3030421405,-31423.5932020765,-40200.867620637,-44985.6290672409,-44985.6290672409
114,-31825.0469626999,-31825.0469626999,-31037.6217932905,-37392.1247776825,-45526.6073210527,-45526.6073210527
115,-11508.7196095681,-11508.7196095681,-31823.6841218395,-39206.6237641207,-45175.1120597174,-45175.1120597174
116,-9384.61532934036,-9384.61532934036,-31335.7847931342,-39863.5360237883,-44652.6742811927,-44652.6742811927
117,-8224.02869583154,-8224.02869583154,-30520.0763074555,-39777.016400019,-45552.5926677056,-45552.5926677056
118,-607.665855563431,-607.665855563431,-28883.1884524722,-38942.6275627938,-44735.1899818613,-44735.1899818613
119,-296.21499293543,-296.21499293543,-15440.4774746252,-40500.2818153085,-44903.8918056949,-44903.8918056949
120,-261.479938762891,-261.479938762891,-10632.9926661586,-38110.9164161437,-44826.1120412391,-44826.1120412391
121,-306.414354592975,-306.414354592975,-8442.18219745579,-35539.421475524,-41474.1764047481,-41474.1764047481
122,-429.788340104623,-429.788340104623,-7861.07207263874,-33959.9876500192,-41320.1139140904,-41320.1139140904
123,-610.850451782308,-610.850451782308,-7477.62763776864,-33745.7389835551,-41747.7937033691,-41747.7937033691
124,-876.250796170755,-876.250796170755,-8823.24466181473,-33669.3323413741,-41853.7221495836,-41853.7221495836
125,-1396.42115221574,-1396.42115221574,-9473.26511974221,-33479.9873769106,-41097.5400951549,-41097.5400951549
126,-2508.83337828799,-2508.83337828799,-9565.75054370368,-33331.116322886,-41133.7963007182,-41133.7963007182
127,-4763.60858950057,-4763.60858950057,-9990.35256672578,-33627.9881014807,-40703.5725162906,-40703.5725162906
128,-7647.37656102868,-7647.37656102868,-12792.5646793435,-33351.1218027451,-40146.878934873,-40146.878934873
129,-10773.9164908421,-10773.9164908421,-16246.9973966257,-33187.4784964809,-40623.9492726647,-40623.9492726647
130,-13888.2426981244,-13888.2426981244,-18384.6284125626,-35364.2537135758,-40255.2018836187,-40255.2018836187
131,-17556.5268122017,-17556.5268122017,-19718.1575591183,-35041.4990576557,-40786.9423375156,-40786.9423375156
132,-13598.2824439392,-13598.2824439392,-10775.0679614615,-35470.2338093734,-41091.9829309577,-41091.9829309577
133,-13444.4884499254,-13444.4884499254,-11106.2222538068,-17147.876255133,-42921.2077443454,-42921.2077443454
134,-13397.5461388457,-13397.5461388457,-11344.4596277606,-17346.638226855,-43806.4797193031,-43806.4797193031
135,-13540.7975212738,-13540.7975212738,-11275.3057475399,-17415.8985503807,-43723.2520990851,-43723.2520990851
136,-136.453355112045,-136.453355112045,-154.696153880145,-7511.58785998933,-36685.008020425,-36685.008020425
137,-127.034810558986,-127.034810558986,-142.44209040207,-136.678346223348,-33849.9270112409,-33849.9270112409
138,-126.921042851462,-126.921042851462,-136.753940163467,-111.184068384396,-23236.9350257139,-23236.9350257139
139,-127.73667657016,-127.73667657016,-135.311325783727,-110.287864877166,-22033.2293092334,-22033.2293092334
140,-128.037724898853,-128.037724898853,-133.983455895852,-109.975604009824,-19812.4519035193,-19812.4519035193
141,-128.184803425996,-128.184803425996,-132.194906362439,-109.614584143801,-19374.2157374887,-19374.2157374887
142,-131.419752569727,-131.419752569727,-132.060750631495,-109.974734540317,-19577.3453557034,-19577.3453557034
143,-131.653678414247,-131.653678414247,-130.401602371106,-109.532020673793,-20464.6818459821,-20464.6818459821
144,-133.134650927926,-133.134650927926,-128.97853454116,-109.135340455101,-22213.4739295938,-22213.4739295938
145,-135.687649165681,-135.687649165681,-128.589801024118,-108.750181733936,-22438.6110620652,-22438.6110620652
146,0,0,0,0,0,0
