PaNr;Reihe;Blickrichtung;Tiefe;Bonitur;Datum;TK;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBE;N-DÜNGUNG
29;2;2;5;0.5;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;10;0.5;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;15;1;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;20;2.5;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;25;1.5;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;30;1;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;35;0.5;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;40;2.5;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;45;;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;50;1;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;55;2;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;60;0.5;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;65;2;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;70;0;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;75;2;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;80;3;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;85;1;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;90;0;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;95;0;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;100;0.5;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;105;0;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;110;0.5;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;115;2.5;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;2;120;0;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
33;1;1;5;0;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;10;0.5;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;15;0.5;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;20;1;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;25;0;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;30;1;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;35;0;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;40;0.5;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;45;0.5;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;50;1;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;55;5;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;60;3.5;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;65;1;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;70;1;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;75;1.5;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;80;1;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;85;2.5;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;90;1.5;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;95;1;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;100;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;105;0.5;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;110;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;115;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;1;120;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;5;0;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;10;0;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;15;0;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;20;1;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;25;1.5;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;30;1;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;35;1.5;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;40;1;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;45;0.5;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;50;4;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;55;5;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;60;3.5;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;65;3;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;70;2;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;75;2;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;80;1;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;85;2.5;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;90;1;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;95;1;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;100;1;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;105;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;110;1;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;115;3;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;120;1;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;5;0;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;10;1;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;15;2;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;20;0.5;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;25;0;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;30;0;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;35;1;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;40;1;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;45;2.5;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;50;1;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;55;1;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;60;0;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;65;0;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;70;0;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;75;0;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;80;0;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;85;0;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;90;1;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;95;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;100;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;105;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;110;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;115;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;120;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;5;1;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;10;1;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;15;1;15.05.1995;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;20;0.5;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;25;0.8;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;30;1;15.05.1995;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;35;0;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;40;2;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;45;0;15.05.1995;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;50;0;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;55;0;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;60;0;15.05.1995;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;65;1;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;70;1;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;75;;15.05.1995;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;80;0;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;85;1;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;90;0;15.05.1995;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;95;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;100;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;105;0;15.05.1995;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;110;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;115;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;120;0;15.05.1995;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
34;1;1;5;2.5;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;10;1;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;15;2;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;20;3;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;25;1;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;30;;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;35;1;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;40;1;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;45;1;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;50;0.5;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;55;1;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;60;1;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;65;1;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;70;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;75;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;80;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;85;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;90;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;95;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;100;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;105;3;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;110;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;115;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;120;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;5;1;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;10;1;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;15;0;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;20;2;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;25;1;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;30;0;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;35;3;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;40;2;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;45;1;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;50;0;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;55;1.5;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;60;0;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;65;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;70;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;75;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;80;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;85;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;90;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;95;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;100;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;105;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;110;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;115;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;120;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;5;4;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;10;0;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;15;1;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;20;0;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;25;1;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;30;1;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;35;0;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;40;1;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;45;0.5;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;50;0;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;55;0;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;60;0;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;65;1;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;70;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;75;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;80;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;85;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;90;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;95;;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;100;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;105;;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;110;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;115;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;120;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;5;5;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;10;1;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;15;0;16.05.1995;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;20;1;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;25;0;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;30;1;16.05.1995;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;35;2;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;40;0;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;45;1;16.05.1995;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;50;0;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;55;0;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;60;;16.05.1995;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;65;;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;70;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;75;0;16.05.1995;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;80;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;85;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;90;0;16.05.1995;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;95;;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;100;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;105;0;16.05.1995;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;110;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;115;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;120;0;16.05.1995;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;5;3;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;10;2;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;15;1;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;20;1.5;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;25;2.5;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;30;2;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;35;1.5;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;40;0;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;45;1;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;50;1;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;55;0;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;60;0;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;65;0;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;70;0;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;75;0;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;80;;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;85;;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;90;;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;95;;16.05.1995;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;100;0;16.05.1995;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;105;0;16.05.1995;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;110;1;16.05.1995;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;115;0;16.05.1995;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;120;0;16.05.1995;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;5;2;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;10;0;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;15;1;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;20;1;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;25;1.5;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;30;1;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;35;1;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;40;1.5;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;45;0.5;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;50;0;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;55;;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;60;0;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;65;0;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;70;0;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;75;1;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;80;1.5;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;85;0;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;90;1;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;95;0;16.05.1995;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;100;0;16.05.1995;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;105;0;16.05.1995;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;110;0;16.05.1995;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;115;0;16.05.1995;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;120;0;16.05.1995;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;5;1;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;10;0;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;15;0.5;16.05.1995;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;20;1;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;25;;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;30;1.5;16.05.1995;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;35;1;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;40;2.5;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;45;1;16.05.1995;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;50;2;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;55;0;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;60;1;16.05.1995;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;65;1;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;70;0.5;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;75;;16.05.1995;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;80;0;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;85;1;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;90;0;16.05.1995;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;95;1;16.05.1995;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
