PaNr;Reihe;Blickrichtung;Tiefe;Bonitur;Datum;TK;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBE;N-DÜNGUNG
20;2;2;20;1;15.05.1995;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;25;2;15.05.1995;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;30;2;15.05.1995;30;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;35;0;15.05.1995;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;40;1;15.05.1995;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;45;2;15.05.1995;45;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;50;1.5;15.05.1995;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;55;3.5;15.05.1995;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;60;2;15.05.1995;60;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;65;1;15.05.1995;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;70;1;15.05.1995;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;75;1;15.05.1995;75;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;80;0;15.05.1995;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;85;0;15.05.1995;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;90;0;15.05.1995;90;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;95;0;15.05.1995;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;100;0;15.05.1995;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;105;0;15.05.1995;105;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;110;0;15.05.1995;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;115;0;15.05.1995;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal
20;2;2;120;0;15.05.1995;120;20;1;Agrar;WWeizen;Senf;Pflug;N normal
23;1;1;5;2;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;10;0.5;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;15;0.5;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;15;0.5;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;20;1;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;25;1.5;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;30;1.5;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;35;4;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;40;4.5;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;50;0;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;55;0;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;60;0;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;65;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;70;1;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;75;1;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;80;1;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;85;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;90;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;95;1;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;100;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;105;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;110;0.5;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;115;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;1;120;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;5;0.5;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;10;0.5;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;15;1;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;20;2;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;25;3.5;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;30;3;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;35;3.5;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;40;4;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;45;2;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;50;1;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;55;1;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;60;0;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;65;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;70;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;75;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;80;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;85;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;90;1;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;95;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;100;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;105;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;110;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;115;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;1;2;120;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;5;0.5;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;10;2;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;15;2.5;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;20;1;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;25;3;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;30;1;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;35;1;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;40;2.5;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;45;1.5;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;50;0;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;55;1;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;60;2;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;65;1;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;70;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;75;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;80;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;85;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;90;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;95;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;100;1;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;105;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;110;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;115;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;1;120;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;5;5;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;10;1;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;15;0;15.05.1995;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;20;1;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;25;2.5;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;30;1.5;15.05.1995;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;35;3;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;40;1;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;45;1;15.05.1995;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;50;3;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;55;2;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;60;2;15.05.1995;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;65;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;70;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;75;0;15.05.1995;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;80;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;85;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;90;0;15.05.1995;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;95;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;100;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;105;0;15.05.1995;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;110;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;115;0.5;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
23;2;2;120;0;15.05.1995;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert
28;1;1;5;1;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;10;2.5;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;15;2;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;20;3;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;25;0;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;30;0;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;35;0;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;40;0;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;45;1;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;50;1;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;55;1;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;60;5;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;65;2;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;70;0;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;75;0;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;80;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;85;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;90;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;95;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;100;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;105;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;110;1;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;115;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;1;120;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;5;0;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;10;1.5;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;15;1.5;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;20;1;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;25;5;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;30;0;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;35;1;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;40;1;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;45;0;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;50;0;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;55;1;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;60;2.5;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;65;2;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;70;2;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;75;1;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;80;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;85;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;90;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;95;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;100;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;105;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;110;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;115;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;1;2;120;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;5;1;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;10;0;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;15;0;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;20;1;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;25;1;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;30;1;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;35;0;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;40;0;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;45;0;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;50;0;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;55;2;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;60;1;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;65;2;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;70;0;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;75;0.5;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;80;1;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;85;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;90;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;95;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;100;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;105;;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;110;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;115;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;1;120;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;5;2.5;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;10;1;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;15;2.5;15.05.1995;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;20;1.5;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;25;2.5;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;30;1.5;15.05.1995;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;35;2;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;40;1;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;45;1;15.05.1995;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;50;0;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;55;1;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;60;1;15.05.1995;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;65;0;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;70;0;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;75;1.5;15.05.1995;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;80;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;85;1;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;90;0;15.05.1995;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;95;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;100;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;105;0;15.05.1995;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;110;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;115;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
28;2;2;120;0;15.05.1995;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal
29;1;1;5;0;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;10;2;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;15;0.5;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
28;1;1;20;3;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;25;1.5;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;30;2.5;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;35;5;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;40;4.5;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;45;;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;50;5;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;55;0;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;60;0;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;65;0.5;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;70;0.5;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;75;0;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;80;0.5;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;85;;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;90;0;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;95;0;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;100;0;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;105;2;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;110;0;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;115;0;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;1;120;0;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;5;1.5;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;10;1;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;15;2;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;20;3;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;25;3.5;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;30;3.5;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;35;2.5;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;40;3;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;45;2;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;50;1;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;55;3;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;60;4;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;65;2;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;70;5;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;75;3;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;80;1;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;85;0;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;90;0;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;95;0;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;100;0;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;105;0;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;110;2;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;115;0.5;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;1;2;120;0;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;5;1.5;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;10;1.5;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;15;2;15.05.1995;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;20;1;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;25;2;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;30;0.5;15.05.1995;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;35;2;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;40;2;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;45;1;15.05.1995;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;50;1;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;55;1;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;60;0.5;15.05.1995;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;65;1;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;70;0;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;75;0;15.05.1995;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;80;0;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;85;2;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;90;1;15.05.1995;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;95;1;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;100;1;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;105;1;15.05.1995;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;110;0.5;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;115;1;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
29;2;1;120;0;15.05.1995;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert
