Datum;Variante;Rohr;Blickrichtung;Tiefe;Bonitur;TK;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG
26.04.1995;55;2;2;55;0;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;60;0;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;65;0;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;70;0;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;75;0;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;80;0;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;85;0;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;90;0;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;95;0;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;100;0;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;105;0;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;110;0;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;115;0;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;55;2;2;120;0;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;5;0.5;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;10;1;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;15;0.5;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;20;0;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;25;1;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;30;0;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;35;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;40;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;45;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;50;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;55;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;60;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;65;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;70;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;75;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;80;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;85;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;90;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;95;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;100;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;105;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;110;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;115;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;1;120;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;5;0;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;10;1;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;15;0;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;20;0.5;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;25;1;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;30;0;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;35;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;40;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;45;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;50;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;55;1.5;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;60;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;65;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;70;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;75;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;80;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;85;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;90;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;95;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;100;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;105;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;110;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;115;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;1;2;120;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;5;0.5;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;10;0;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;15;0;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;20;0;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;25;1;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;30;1;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;35;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;40;0.5;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;45;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;50;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;55;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;60;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;65;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;70;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;75;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;80;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;85;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;90;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;95;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;100;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;105;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;110;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;115;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;1;120;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;5;1.5;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;10;0;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;15;0;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;20;0.5;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;25;0.5;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;30;3;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;35;1;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;40;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;45;0;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;50;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;55;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;60;0;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;65;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;70;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;75;0;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;80;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;85;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;90;0;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;95;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;100;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;105;0;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;110;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;115;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;34;2;2;120;0;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;33;1;1;5;0;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;10;0;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;15;0;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;20;0;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;25;0.5;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;30;0;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;35;3;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;40;0;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;45;0;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;50;1;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;55;1.5;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;60;1.5;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;65;2;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;70;1;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;75;1;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;80;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;85;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;90;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;95;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;100;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;105;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;110;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;115;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;1;120;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;5;0.5;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;10;0;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;15;1;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;20;1;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;25;0;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;30;1;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;35;2.5;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;40;0.5;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;45;3;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;50;1;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;55;2;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;60;1;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;65;0.5;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;70;1;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;75;0;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;80;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;85;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;90;1;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;95;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;100;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;105;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;110;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;115;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;1;2;120;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;5;0;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;10;0.5;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;15;0.5;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;20;1.5;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;25;1;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;30;4;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;35;2;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;40;0;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;45;1;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;50;0.5;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;55;2;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;60;1;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;65;0;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;70;1;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;75;0;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;80;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;85;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;90;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;95;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;100;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;105;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;110;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;115;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;1;120;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;5;0;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;10;0.5;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;15;0;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;20;0.5;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;25;0;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;30;1;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;35;0;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;40;1;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;45;0;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;50;1;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;55;1;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;60;0;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;65;0;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;70;1;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;75;0;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;80;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;85;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;90;0;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;95;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;100;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;105;0;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;110;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;115;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;33;2;2;120;0;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;29;1;1;5;0.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;10;0.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;15;1;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;20;1.5;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;25;3;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;30;2.5;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;35;2;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;40;1;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;45;4;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;50;2;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;55;0;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;60;0.5;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;65;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;70;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;75;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;80;1;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;85;0.5;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;90;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;95;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;100;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;105;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;110;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;115;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;1;120;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;5;1.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;10;0;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;15;1.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;20;2;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;25;3.5;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;30;2;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;35;2;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;40;1;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;45;2;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;50;2;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;55;1;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;60;0;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;65;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;70;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;75;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;80;1;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;85;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
