Datum;Variante;Rohr;Blickrichtung;Tiefe;Bonitur;TK;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG
26.04.1995;29;1;2;90;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;95;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;100;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;105;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;110;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;115;0.5;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;1;2;120;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;5;1.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;10;0.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;15;1.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;20;2;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;25;2;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;30;0;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;35;0.5;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;40;1;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;45;0;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;50;0;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;55;1;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;60;1;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;65;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;70;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;75;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;80;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;85;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;90;1;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;95;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;100;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;105;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;110;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;115;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;1;120;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;5;0;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;10;0;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;15;1.5;15;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;20;0.5;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;25;1.5;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;30;5;30;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;35;0.5;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;40;2;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;45;1;45;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;50;0;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;55;0;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;60;1;60;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;65;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;70;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;75;0;75;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;80;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;85;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;90;0;90;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;95;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;100;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;105;0;105;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;110;0.5;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;115;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;29;2;2;120;0;120;29;2;Gemüse;Weizen;Spinat;Pflug;N reduziert;;;;;;;
26.04.1995;28;1;1;5;0;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;10;1;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;15;0.5;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;20;1;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;25;3.5;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;30;0.5;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;35;0;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;40;1;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;45;1;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;50;1;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;55;0;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;60;1;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;65;0.5;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;70;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;75;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;80;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;85;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;90;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;95;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;100;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;105;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;110;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;115;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;1;120;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;5;0.5;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;10;1;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;15;1;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;20;0.5;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;25;0;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;30;0.5;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;35;1;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;40;0;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;45;0;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;50;0;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;55;1;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;60;0;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;65;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;70;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;75;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;80;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;85;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;90;0.5;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;95;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;100;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;105;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;110;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;115;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;1;2;120;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;5;1.5;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;10;1;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;15;0;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;20;0;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;25;0;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;30;1;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;35;0;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;40;2;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;45;0;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;50;1;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;55;0;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;60;0;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;65;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;70;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;75;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;80;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;85;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;90;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;95;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;100;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;105;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;110;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;115;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;1;120;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;5;1.5;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;10;0.5;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;15;0.5;15;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;20;3;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;25;0.5;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;30;0;30;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;35;1;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;40;1;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;45;0;45;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;50;0.5;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;55;0;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;60;0;60;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;65;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;70;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;75;0;75;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;80;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;85;0;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;90;1;90;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;95;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;100;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;105;0;105;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;110;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;115;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;28;2;2;120;0;120;28;2;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
26.04.1995;23;1;1;5;0;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;10;1.5;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;15;3;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;20;0.5;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;25;2;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;30;1;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;35;1;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;40;0.5;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;45;0;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;50;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;55;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;60;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;65;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;70;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;75;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;80;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;85;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;90;1;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;95;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;100;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;105;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;110;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;115;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;1;120;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;5;0.5;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;10;1.5;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;15;3.5;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;20;0.5;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;25;0.5;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;30;1;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;35;1;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;40;0;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;45;0;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;50;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;55;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;60;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;65;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;70;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;75;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;80;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;85;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;90;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;95;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;100;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;105;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;110;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;115;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;1;2;120;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;5;1.5;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;10;2;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;15;3.5;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;20;1.5;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;25;1.5;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;30;1;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;35;5;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;40;1;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;45;0.5;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;50;0.5;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;55;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;60;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;65;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;70;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;75;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;80;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;85;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;90;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;95;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;100;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;105;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;110;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;115;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;1;120;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;5;2;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;10;1;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;15;2;15;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;20;3;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;25;3;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;30;0;30;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;35;0.5;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;40;1.5;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;45;1;45;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;50;3;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;55;3;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;60;0;60;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;65;2;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;70;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;75;0;75;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;80;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;85;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;90;0;90;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;95;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;100;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;105;0;105;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;110;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;115;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;23;2;2;120;0;120;23;1;Agrar;WWeizen;Senf;Pflug;N reduziert;;;;;;;
26.04.1995;20;1;1;5;0.5;15;20;1;Agrar;WWeizen;Senf;Pflug;N normal;;;;;;;
