,0,2,4,6,8,10,12,14,16
0,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
2,0,#N/A,#N/A,1,1,1,1,1,1
3,0,#N/A,#N/A,1,1,1,1,1,1
4,0,#N/A,#N/A,#N/A,1,1,1,1,1
5,0,0,#N/A,#N/A,1,1,1,1,1
6,0,0,#N/A,#N/A,#N/A,1,1,1,1
7,0,0,#N/A,#N/A,#N/A,1,1,1,1
8,0,0,0,#N/A,#N/A,#N/A,1,1,1
9,0,0,0,#N/A,#N/A,#N/A,1,1,1
10,0,0,0,#N/A,#N/A,#N/A,#N/A,1,1
