"file"	"plant"	"root"	"order"	"parentroot"	"time"	"bran"	"apic"	"x1"	"y1"	"z1"	"x2"	"y2"	"z2"	"diameter1"	"diameter2"	"length"	"blength"	"surface"	"volume"	"orientation"	"growth"	"geodesic"
"1"	"DAP19"	1	1	1	0	1	"true"	"false"	0.0016004	-0.81072	-1.1858	0.0024001	-1.2161	-1.7786	1.9586732445951	1.87357905466835	0.718154178376823	0.718154178376823	4.33064425596851	2.07122433076717	145.634089165469	11.2010674437678	0.718154178376823
"2"	"DAP19"	1	1	1	0	1	"false"	"false"	0.0024001	-1.2161	-1.7786	0.08568	-0.91068	-2.6469	1.87357905466835	1.7754414498697	0.924208747060971	1.64236292543779	5.3049036203154	2.41689213153608	159.968821346979	11.2010674437678	1.64236292543779
"3"	"DAP19"	1	1	1	0	1	"false"	"false"	0.08568	-0.91068	-2.6469	0.16896	-0.60528	-3.5151	1.7754414498697	1.66408672103139	0.924108196262754	2.56647112170055	5.00182388942812	2.14734666106626	159.967820051842	11.2010674437678	2.56647112170055
"4"	"DAP19"	1	1	1	0	1	"false"	"false"	0.16896	-0.60528	-3.5151	0.25224	-0.29988	-4.3834	1.66408672103139	1.55269754903537	0.924202146935399	3.49067326863595	4.67838479123732	1.87851333973904	159.969943672411	11.2010674437678	3.49067326863595
"5"	"DAP19"	1	1	1	0	1	"false"	"false"	0.25224	-0.29988	-4.3834	0.33552	0.00552	-5.2517	1.55269754903537	1.44129278133319	0.924202146935398	4.41487541557134	4.35436285042404	1.62741395933348	159.969943672411	11.2010674437678	4.41487541557134
"6"	"DAP19"	1	1	1	0	1	"false"	"false"	0.33552	0.00552	-5.2517	0.44286907777536	0.442510609164052	-5.86504164245453	1.44129278133319	1.36617465806824	0.760705322293472	5.17558073786482	3.35876621005579	1.1775501920304	143.734073225307	11.2010674437678	5.17558073786482
"7"	"DAP19"	1	1	1	0	1	"false"	"false"	0.44286907777536	0.442510609164052	-5.86504164245453	0.46698	0.54066	-6.0028	1.36617465806824	1.34930290411156	0.170856678434338	5.34643741629915	0.729670469503871	0.247377316904055	143.734073225307	11.2010674437678	5.34643741629915
"8"	"DAP19"	1	1	1	0	1	"false"	"false"	0.46698	0.54066	-6.0028	0.59844	1.0758	-6.754	1.34930290411156	1.27977234246797	0.931642630626143	6.2780800469253	3.8501212942922	1.26469708273708	143.737711142777	11.2010674437678	6.2780800469253
"9"	"DAP19"	1	1	1	0	1	"false"	"false"	0.59844	1.0758	-6.754	0.7299	1.6109	-7.5052	1.27977234246797	1.21024178082438	0.93161965500949	7.20969970193479	3.6463849085577	1.13444910590434	143.739637449189	11.2010674437678	7.20969970193479
"10"	"DAP19"	1	1	1	0	1	"false"	"false"	0.7299	1.6109	-7.5052	0.86136	2.1461	-8.2563	1.21024178082438	1.14071121918079	0.931596469293438	8.14129617122823	3.4426577779508	1.01128188136769	143.731183813	11.2010674437678	8.14129617122823
"11"	"DAP19"	1	1	1	0	1	"false"	"false"	0.86136	2.1461	-8.2563	1.0948	2.7742	-8.0492	1.14071121918079	1.07614647835627	0.70135173315534	8.84264790438356	2.44485518553876	0.676961817376159	72.8252562685118	11.2010674437678	8.84264790438356
"12"	"DAP19"	1	1	1	0	1	"false"	"false"	1.0948	2.7742	-8.0492	1.25660273034998	3.20936965593056	-7.90569102588659	1.07614647835627	1.03444379473104	0.485950181235191	9.32859808561876	1.61255667214168	0.425095019725134	72.8234992999772	11.2010674437678	9.32859808561876
"13"	"DAP19"	1	1	1	0	1	"false"	"false"	1.25660273034998	3.20936965593056	-7.90569102588659	1.3283	3.4022	-7.8421	1.03444379473104	1.01596469647021	0.215331973107838	9.54393005872659	0.694173798716605	0.17775873518032	72.8234992999773	11.2010674437678	9.54393005872659
"14"	"DAP19"	1	1	1	0	1	"false"	"false"	1.3283	3.4022	-7.8421	1.2039	3.976	-8.4268	1.01596469647021	0.984976870116957	0.828610819383865	10.3725408781105	2.60483844439891	0.651454397984346	134.881180302378	11.2010674437678	10.3725408781105
"15"	"DAP19"	1	1	1	0	1	"false"	"false"	1.2039	3.976	-8.4268	1.0796	4.5497	-9.0115	0.984976870116957	0.984976870116957	0.828526565657372	11.2010674437678	2.56378937278357	0.631318308010869	134.886982946477	11.2010674437678	11.2010674437678
"16"	"DAP19"	1	1	1	0	2	"false"	"false"	1.0796	4.5497	-9.0115	0.9552	5.1234	-9.5961	0.984976870116957	0.984964982014148	0.828471007338217	12.029538451106	2.56360198271134	0.631268354735085	134.881049203988	13.3273545747184	12.029538451106
"17"	"DAP19"	1	1	1	0	2	"false"	"false"	0.9552	5.1234	-9.5961	0.36268	5.6813	-9.6074	0.984964982014148	0.984968337992819	0.813916488590814	12.8434549396969	2.51855390010687	0.620172905756035	90.7954908379381	13.3273545747184	12.8434549396969
"18"	"DAP19"	1	1	1	0	2	"false"	"false"	0.36268	5.6813	-9.6074	-0.22984	6.2392	-9.6186	0.984968337992819	0.984968337992819	0.813915106383952	13.6573700460808	2.51855391365181	0.620173965618735	90.7884519886742	13.3273545747184	13.6573700460808
"19"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.22984	6.2392	-9.6186	-0.82236	6.7971	-9.6299	0.984968337992819	0.984968337992819	0.813916488590814	14.4712865346716	2.51855819071029	0.620175018810528	90.795490837938	13.3273545747184	14.4712865346716
"20"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.82236	6.7971	-9.6299	-0.740080577625373	7.08321746055364	-9.90797197835881	0.984968337992819	1.14890814483864	0.407378361880388	14.878664896552	1.39285333702564	0.364938788105354	133.046287428553	13.3273545747184	14.878664896552
"21"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.740080577625373	7.08321746055364	-9.90797197835881	-0.70782	7.1954	-10.017	1.14890814483864	1.21318658423455	0.159727194078994	15.038392090631	0.604525085830039	0.175029221599869	133.046287428553	13.3273545747184	15.038392090631
"22"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.70782	7.1954	-10.017	-0.59328	7.5936	-10.404	1.21318658423455	1.5784675874292	0.566967063946399	15.6053591545774	2.6120346456138	0.872534159188798	133.045531463791	13.3273545747184	15.6053591545774
"23"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.59328	7.5936	-10.404	-0.47694	8.2799	-10.823	1.5784675874292	1.64618725372804	0.81246765203299	16.4178268066104	4.1189451844946	1.65907599804309	121.045114094619	13.3273545747184	16.4178268066104
"24"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.47694	8.2799	-10.823	-0.3606	8.9661	-11.242	1.64618725372804	1.56853062783517	0.812383182740757	17.2302099893512	4.10694754826217	1.64877355980624	121.04870014797	13.3273545747184	17.2302099893512
"25"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.3606	8.9661	-11.242	-0.24426	9.6524	-11.66	1.56853062783517	1.4908740019423	0.811952391215149	18.0421623805663	3.9064599480976	1.49254541694015	120.98465632935	13.3273545747184	18.0421623805663
"26"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.24426	9.6524	-11.66	-0.228823320942433	9.74350214750667	-11.7155953973278	1.4908740019423	1.48056486291686	0.107836638229746	18.149999018796	0.503904913854732	0.186952626853186	121.03436031983	13.3273545747184	18.149999018796
"27"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.228823320942433	9.74350214750667	-11.7155953973278	-0.12792	10.339	-12.079	1.48056486291686	1.41317819510801	0.704884442830663	18.8548834616267	3.20769705694179	1.1591676314211	121.03436031983	13.3273545747184	18.8548834616267
"28"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.12792	10.339	-12.079	-0.0942414968614894	10.3714123741444	-12.1192019060162	1.41317819510801	1.41051279635534	0.0616522247665592	18.9165356863933	0.273518836779165	0.0965190655542905	130.698269961492	13.3273545747184	18.9165356863933
"29"	"DAP19"	1	1	1	0	2	"false"	"false"	-0.0942414968614894	10.3714123741444	-12.1192019060162	0.0604234646273149	10.5202627722216	-12.3038249048533	1.41051279635534	1.39827223466118	0.283131317624248	19.1996670040175	1.24947546172819	0.438588816358229	130.698269961492	13.3273545747184	19.1996670040175
"30"	"DAP19"	1	1	1	0	2	"false"	"false"	0.0604234646273149	10.5202627722216	-12.3038249048533	0.0829835191406891	10.5419746910857	-12.3307547594117	1.39827223466118	1.39648677700848	0.0412986748812466	19.2409656788988	0.181343419900043	0.0633366073549275	130.698269961492	13.3273545747184	19.2409656788988
