    ID  brnum  order parent   time   bran   apic     x1     y1     z1     x2     y2     z2    rad length
     1      1      1     -1 3.200000e-01      1      0 -1.265800 1.041100 0.119420 -1.265800 1.041100 0.119420 0.960009 0.821630
     2      1      1     -1 4.800000e-01      0      0 -1.265800 1.041100 0.119420 -1.898600 1.561700 0.179130 0.960009 0.821630
     3      1      1     -1 6.300000e-01      0      0 -1.898600 1.561700 0.179130 -2.531500 2.082200 0.238840 0.960009 0.821630
     4      1      1     -1 7.900000e-01      0      0 -2.531500 2.082200 0.238840 -3.164400 2.602800 0.298550 0.960009 0.821630
     5      1      1     -1 9.500000e-01      0      0 -3.164400 2.602800 0.298550 -3.395900 2.040800 0.859440 0.919934 0.827060
     6      1      1     -1 1.110000e+00      0      0 -3.395900 2.040800 0.859440 -3.627400 1.478800 1.420300 0.828181 0.827060
     7      1      1     -1 1.270000e+00      0      0 -3.627400 1.478800 1.420300 -3.859000 0.916800 1.981200 0.736428 0.827060
     8      1      1     -1 1.440000e+00      0      0 -3.859000 0.916800 1.981200 -4.478700 0.787340 2.596500 0.673615 0.882870
     9      1      1     -1 1.610000e+00      0      0 -4.478700 0.787340 2.596500 -5.098500 0.657890 3.211700 0.647440 0.882870
    10      1      1     -1 1.780000e+00      0      0 -5.098500 0.657890 3.211700 -5.718300 0.528430 3.827000 0.621264 0.882870
    11      1      1     -1 1.960000e+00      0      0 -5.718300 0.528430 3.827000 -6.338100 0.398980 4.442200 0.595089 0.882870
    12      1      1     -1 2.130000e+00      0      0 -6.338100 0.398980 4.442200 -6.957900 0.269520 5.057500 0.568932 0.882870
    13      1      1     -1 2.320000e+00      0      0 -6.957900 0.269520 5.057500 -7.781600 0.245900 5.606700 0.555605 0.990240
    14      1      1     -1 2.510000e+00      0      0 -7.781600 0.245900 5.606700 -8.605300 0.222270 6.155900 0.555605 0.990240
    15      1      1     -1 2.700000e+00      0      0 -8.605300 0.222270 6.155900 -9.428900 0.198650 6.705100 0.555605 0.990240
    16      1      1     -1 2.890000e+00      0      0 -9.428900 0.198650 6.705100 -10.253000 0.175030 7.254300 0.555605 0.990240
    17      1      1     -1 3.080000e+00      0      0 -10.253000 0.175030 7.254300 -11.076000 0.151410 7.803400 0.555605 0.990240
    18      1      1     -1 3.270000e+00      0      0 -11.076000 0.151410 7.803400 -11.900000 0.127780 8.352600 0.555605 0.990240
    19      1      1     -1 3.470000e+00      0      0 -11.900000 0.127780 8.352600 -12.724000 0.104160 8.901800 0.555600 0.990250
    20      1      1     -1 3.640000e+00      0      0 -12.724000 0.104160 8.901800 -13.549000 0.225150 9.275300 0.555598 0.914170
    21      1      1     -1 3.820000e+00      0      0 -13.549000 0.225150 9.275300 -14.375000 0.346150 9.648700 0.555598 0.914170
    22      1      1     -1      4      0      0 -14.375000 0.346150 9.648700 -15.200000 0.467140 10.022000 0.555598 0.914170
    23      1      1     -1 4.170000e+00      0      0 -15.200000 0.467140 10.022000 -16.026000 0.588140 10.396000 0.555598 0.914170
    24      1      1     -1 4.350000e+00      0      0 -16.026000 0.588140 10.396000 -16.852000 0.709130 10.769000 0.555598 0.914170
    25      1      1     -1 4.520000e+00      0      0 -16.852000 0.709130 10.769000 -17.677000 0.830120 11.142000 0.555598 0.914170
    26      1      1     -1 4.700000e+00      0      0 -17.677000 0.830120 11.142000 -18.503000 0.951120 11.516000 0.555598 0.914170
    27      1      1     -1 4.880000e+00      0      0 -18.503000 0.951120 11.516000 -19.282000 0.996680 11.970000 0.555599 0.903340
    28      1      1     -1 5.050000e+00      0      0 -19.282000 0.996680 11.970000 -20.062000 1.042200 12.424000 0.555599 0.903340
    29      1      1     -1 5.230000e+00      0      0 -20.062000 1.042200 12.424000 -20.841000 1.087800 12.879000 0.555599 0.903340
    30      1      1     -1 5.400000e+00      0      0 -20.841000 1.087800 12.879000 -21.621000 1.133400 13.333000 0.555599 0.903340
    31      1      1     -1 5.570000e+00      0      0 -21.621000 1.133400 13.333000 -22.400000 1.178900 13.787000 0.555599 0.903340
    32      1      1     -1 5.750000e+00      0      0 -22.400000 1.178900 13.787000 -23.180000 1.224500 14.241000 0.555599 0.903340
    33      1      1     -1 5.920000e+00      0      0 -23.180000 1.224500 14.241000 -23.959000 1.270100 14.696000 0.555599 0.903340
    34      1      1     -1 6.100000e+00      0      0 -23.959000 1.270100 14.696000 -23.936000 1.426400 15.575000 0.540572 0.893740
    35      1      1     -1 6.270000e+00      0      0 -23.936000 1.426400 15.575000 -23.913000 1.582700 16.455000 0.509871 0.893740
    36      1      1     -1 6.440000e+00      0      0 -23.913000 1.582700 16.455000 -23.890000 1.739000 17.335000 0.479171 0.893740
    37      1      1     -1 6.610000e+00      0      0 -23.890000 1.739000 17.335000 -23.867000 1.895200 18.214000 0.448470 0.893740
    38      1      1     -1 6.790000e+00      0      0 -23.867000 1.895200 18.214000 -23.844000 2.051500 19.094000 0.417752 0.893740
    39      1      1     -1 6.960000e+00      0      0 -23.844000 2.051500 19.094000 -23.821000 2.207800 19.974000 0.387051 0.893740
    40      1      1     -1 7.130000e+00      0      0 -23.821000 2.207800 19.974000 -23.798000 2.364100 20.853000 0.356351 0.893740
    41      1      1     -1 7.320000e+00      0      0 -23.798000 2.364100 20.853000 -23.813000 2.471100 21.821000 0.340800 0.974310
    42      1      1     -1 7.510000e+00      0      0 -23.813000 2.471100 21.821000 -23.828000 2.578100 22.790000 0.340800 0.974310
