0.352333506603233,0.1409285066728397
0.3523330765759231,0.14092845102696666
0.352332624990461,0.1409283869176548
0.3523323894591818,0.14092831768590258
0.3522387101216208,0.14089087519885346,0.04595108647717366
0.35223871033348675,0.14089079431843926,0.04595106357066754
0.35223871054358136,0.14089070728756872,0.04595104738468012
0.35223871074654295,0.14089061364360875,0.04595104150253638
0.35223871095563014,0.14089051290062848,0.04595103982388445
0.35223871117745864,0.14089040453877819,0.04595103951080213
0.35223871141509333,0.14089028800616685,0.04595103950181664
0.35223871167053533,0.14089016272347885,0.04595103952550186
0.35223871194518025,0.14089002809010356,0.04595103955832705
0.3522387122401516,0.1408898835140932,0.045951039595597425
0.3522387125563642,0.14088972843269135,0.0459510396361371
0.3522387128939928,0.14088956244738765,0.045951039679691684
0.3522387129610878,0.14088952959904055,0.045951039688051004
0.054028467646265024,0.021611249615461483,0.00704838023232194,0.00857153360846482
0.05402846764626925,0.021611249615463183,0.007048380232241731,0.008571533047890273
0.054028467646287534,0.021611249615470486,0.007048380232223803,0.008571532734838629
0.0540284676462969,0.021611249615474268,0.007048380232218242,0.00857153263646469
0.05402846764628721,0.02161124961547037,0.007048380232213438,0.00857153261155159
0.05402846764628472,0.02161124961546941,0.007048380232210529,0.00857153260564461
0.054028467646287534,0.021611249615470486,0.007048380232208731,0.008571532604279135
0.054028467646287534,0.021611249615470486,0.007048380232206846,0.00857153260396386
0.35212445535846293,0.1408435424986192,0.04593612600653897,0.05586088838755889
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.3521244553584409,0.14084354249860956,0.045936126006536286,0.05586088838755499
0.054028467646287534,0.021611249615470493,0.00704838023220511,0.008571532603888135
0.05402846764628748,0.021611249615470476,0.007048380232196467,0.008571532603849779
0.0540284676462848,0.021611249615469442,0.007048380232193732,0.008571532603840717
0.05402846764628748,0.021611249615470476,0.007048380232193063,0.008571532603838824
0.05402846764627672,0.021611249615466226,0.007048380232191005,0.008571532603836298
0.05402846764628748,0.02161124961547052,0.007048380232191792,0.00857153260383741
0.05402846764626332,0.021611249615460803,0.007048380232188122,0.008571532603833093
0.05402846764625525,0.02161124961545758,0.007048380232186547,0.00857153260383139
0.3521244553577669,0.14084354249833816,0.045936126005737016,0.055860888384913265
0.3521244553577669,0.14084354249833816,0.045936126005737016,0.055860888384913265
0.3521244553577669,0.14084354249833816,0.045936126005737016,0.055860888384913265
0.3521244553577669,0.14084354249833816,0.045936126005737016,0.055860888384913265
0.3521244553577669,0.14084354249833816,0.045936126005737016,0.055860888384913265
0.3521244553577669,0.14084354249833816,0.045936126005737016,0.055860888384913265
