    ID  brnum  order parent   time   bran   apic     x1     y1     z1     x2     y2     z2    rad length
     1      1      1     -1 9.000000e-01      1      0 -1.258100 0.005372 1.500600 -1.258100 0.005372 1.500600 0.945674 0.979140
     2      1      1     -1 1.350000e+00      0      0 -1.258100 0.005372 1.500600 -1.887200 0.008059 2.250900 0.936100 0.979140
     3      1      1     -1 1.800000e+00      0      0 -1.887200 0.008059 2.250900 -2.516300 0.010745 3.001300 0.926543 0.979140
     4      1      1     -1 2.250000e+00      0      0 -2.516300 0.010745 3.001300 -3.145300 0.013431 3.751600 0.916969 0.979140
     5      1      1     -1 2.700000e+00      0      0 -3.145300 0.013431 3.751600 -3.774400 0.016117 4.501900 0.907395 0.979140
     6      1      1     -1 3.150000e+00      0      0 -3.774400 0.016117 4.501900 -4.403500 0.018804 5.252200 0.897821 0.979140
     7      1      1     -1 3.600000e+00      0      0 -4.403500 0.018804 5.252200 -5.032500 0.021490 6.002500 0.888256 0.979130
     8      1      1     -1 4.050000e+00      0      0 -5.032500 0.021490 6.002500 -5.661600 0.024176 6.752800 0.878682 0.979130
     9      1      1     -1 4.500000e+00      0      0 -5.661600 0.024176 6.752800 -6.290700 0.026862 7.503100 0.869108 0.979130
    10      1      1     -1 4.960000e+00      0      0 -6.290700 0.026862 7.503100 -6.919700 0.029548 8.253500 0.859534 0.979130
    11      1      1     -1 5.410000e+00      0      0 -6.919700 0.029548 8.253500 -7.548800 0.032235 9.003800 0.849960 0.979130
    12      1      1     -1 5.860000e+00      0      0 -7.548800 0.032235 9.003800 -8.177900 0.034920 9.754100 0.840387 0.979110
    13      1      1     -1 6.290000e+00      0      0 -8.177900 0.034920 9.754100 -8.773100 0.008424 10.487000 0.835561 0.944250
    14      1      1     -1 6.730000e+00      0      0 -8.773100 0.008424 10.487000 -9.368400 -0.018072 11.219000 0.835561 0.944250
    15      1      1     -1 7.160000e+00      0      0 -9.368400 -0.018072 11.219000 -9.963600 -0.044567 11.952000 0.835561 0.944250
    16      1      1     -1 7.590000e+00      0      0 -9.963600 -0.044567 11.952000 -10.559000 -0.071063 12.684000 0.835561 0.944250
    17      1      1     -1 8.030000e+00      0      0 -10.559000 -0.071063 12.684000 -11.154000 -0.097559 13.417000 0.835561 0.944250
    18      1      1     -1 8.460000e+00      0      0 -11.154000 -0.097559 13.417000 -11.749000 -0.124050 14.149000 0.835561 0.944250
    19      1      1     -1 8.900000e+00      0      0 -11.749000 -0.124050 14.149000 -12.345000 -0.150550 14.882000 0.835561 0.944250
    20      1      1     -1 9.330000e+00      0      0 -12.345000 -0.150550 14.882000 -12.940000 -0.177050 15.614000 0.835561 0.944250
    21      1      1     -1 9.770000e+00      0      0 -12.940000 -0.177050 15.614000 -13.535000 -0.203540 16.347000 0.835561 0.944250
    22      1      1     -1 1.020000e+01      0      0 -13.535000 -0.203540 16.347000 -14.130000 -0.230040 17.079000 0.835552 0.944260
    23      1      1     -1 1.064000e+01      0      0 -14.130000 -0.230040 17.079000 -14.709000 -0.407370 17.816000 0.835552 0.953670
    24      1      1     -1 1.108000e+01      0      0 -14.709000 -0.407370 17.816000 -15.287000 -0.584710 18.554000 0.835552 0.953670
    25      1      1     -1 1.152000e+01      0      0 -15.287000 -0.584710 18.554000 -15.866000 -0.762040 19.291000 0.835552 0.953670
    26      1      1     -1 1.196000e+01      0      0 -15.866000 -0.762040 19.291000 -16.444000 -0.939370 20.028000 0.835552 0.953670
    27      1      1     -1 1.239000e+01      0      0 -16.444000 -0.939370 20.028000 -17.022000 -1.116700 20.765000 0.835552 0.953670
    28      1      1     -1 1.283000e+01      0      0 -17.022000 -1.116700 20.765000 -17.601000 -1.294000 21.503000 0.835552 0.953670
    29      1      1     -1 1.327000e+01      0      0 -17.601000 -1.294000 21.503000 -18.179000 -1.471400 22.240000 0.835552 0.953670
    30      1      1     -1 1.371000e+01      0      0 -18.179000 -1.471400 22.240000 -18.758000 -1.648700 22.977000 0.835552 0.953670
    31      1      1     -1 1.415000e+01      0      0 -18.758000 -1.648700 22.977000 -19.336000 -1.826000 23.714000 0.835552 0.953670
    32      1      1     -1 1.459000e+01      0      0 -19.336000 -1.826000 23.714000 -19.914000 -2.003400 24.451000 0.835552 0.953670
    33      1      1     -1 1.503000e+01      0      0 -19.914000 -2.003400 24.451000 -20.493000 -2.180700 25.189000 0.835552 0.953670
    34      1      1     -1 1.547000e+01      0      0 -20.493000 -2.180700 25.189000 -21.071000 -2.358000 25.926000 0.835552 0.953670
    35      1      1     -1 1.590000e+01      0      0 -21.071000 -2.358000 25.926000 -21.650000 -2.535400 26.663000 0.835552 0.953670
    36      1      1     -1 1.634000e+01      0      0 -21.650000 -2.535400 26.663000 -22.228000 -2.712700 27.400000 0.835553 0.953650
    37      1      1     -1 1.679000e+01      0      0 -22.228000 -2.712700 27.400000 -22.789000 -3.001200 28.127000 0.820473 0.962390
    38      1      1     -1 1.723000e+01      0      0 -22.789000 -3.001200 28.127000 -23.349000 -3.289700 28.854000 0.789433 0.962390
    39      1      1     -1 1.767000e+01      0      0 -23.349000 -3.289700 28.854000 -23.910000 -3.578200 29.581000 0.758408 0.962390
    40      1      1     -1 1.811000e+01      0      0 -23.910000 -3.578200 29.581000 -24.471000 -3.866600 30.309000 0.727367 0.962390
    41      1      1     -1 1.856000e+01      0      0 -24.471000 -3.866600 30.309000 -25.031000 -4.155100 31.036000 0.696327 0.962390
    42      1      1     -1     19      0      1 -25.031000 -4.155100 31.036000 -25.592000 -4.443600 31.763000 0.665295 0.962400
    43      2      1      2 1.200000e-01      1      0 -1.258100 0.005372 1.500600 -0.343920 -0.347320 0.801160 0.931442 0.938500
    44      2      1      2 2.500000e-01      0      0 -0.343920 -0.347320 0.801160 -0.687840 -0.694650 1.602300 0.870307 0.938500
    45      2      1      2 3.700000e-01      0      0 -0.687840 -0.694650 1.602300 -1.031800 -1.042000 2.403500 0.809155 0.938500
    46      2      1      2 4.900000e-01      0      0 -1.031800 -1.042000 2.403500 -1.375700 -1.389300 3.204700 0.748003 0.938500
    47      2      1      2 6.100000e-01      0      0 -1.375700 -1.389300 3.204700 -1.719600 -1.736600 4.005800 0.686851 0.938500
    48      2      1      2 7.400000e-01      0      0 -1.719600 -1.736600 4.005800 -2.063500 -2.083900 4.807000 0.625699 0.938500
    49      2      1      2 8.600000e-01      0      0 -2.063500 -2.083900 4.807000 -2.407400 -2.431300 5.608100 0.564563 0.938500
    50      2      1      2 9.800000e-01      0      0 -2.407400 -2.431300 5.608100 -2.751400 -2.778600 6.409300 0.503411 0.938500
    51      2      1      2 1.110000e+00      0      0 -2.751400 -2.778600 6.409300 -3.293700 -3.400800 6.920900 0.471838 0.971110
    52      2      1      2 1.240000e+00      0      0 -3.293700 -3.400800 6.920900 -3.836100 -4.023000 7.432600 0.471838 0.971110
    53      2      1      2 1.360000e+00      0      0 -3.836100 -4.023000 7.432600 -4.378500 -4.645200 7.944200 0.471838 0.971110
    54      2      1      2 1.490000e+00      0      0 -4.378500 -4.645200 7.944200 -4.920800 -5.267400 8.455800 0.471838 0.971110
    55      2      1      2 1.620000e+00      0      0 -4.920800 -5.267400 8.455800 -5.463200 -5.889600 8.967400 0.471838 0.971110
    56      2      1      2 1.750000e+00      0      0 -5.463200 -5.889600 8.967400 -6.005600 -6.511800 9.479100 0.471838 0.971110
