222.04	137.53	141.22
158.79	157.49	143.29
173.02	169.77	137.71
207.65	162.26	154.15
163.97	146.30	146.91
176.45	172.04	166.45
167.40	180.02	169.18
174.98	127.71	149.56
196.21	146.07	158.83
236.82	152.91	213.68
193.36	158.83	180.61
473.72	154.38	132.53
135.91	132.95	189.26
0.00	0.00	160.55
0.00	0.00	189.22
