Settings file : case_01_0.075cm_lateral_radius.xml1.ini 

time	C_ApoUpflow (mmol / ml)[ 1]	C_ApoUpflow (mmol / ml)[ 2]	C_ApoUpflow (mmol / ml)[ 3]	C_ApoUpflow (mmol / ml)[ 4]	C_ApoUpflow (mmol / ml)[ 5]	C_ApoUpflow (mmol / ml)[ 6]	C_ApoUpflow (mmol / ml)[ 7]	C_ApoUpflow (mmol / ml)[ 8]	C_ApoUpflow (mmol / ml)[ 9]	C_ApoUpflow (mmol / ml)[10]	C_ApoUpflow (mmol / ml)[11]	C_ApoUpflow (mmol / ml)[12]	C_ApoUpflow (mmol / ml)[13]	C_ParApo (mmol / ml)[ 1]	C_ParApo (mmol / ml)[ 2]	C_ParApo (mmol / ml)[ 3]	C_ParApo (mmol / ml)[ 4]	C_ParApo (mmol / ml)[ 5]	C_ParApo (mmol / ml)[ 6]	C_ParApo (mmol / ml)[ 7]	C_ParApo (mmol / ml)[ 8]	C_ParApo (mmol / ml)[ 9]	C_ParApo (mmol / ml)[10]	C_ParApo (mmol / ml)[11]	C_ParApo (mmol / ml)[12]	C_ParApo (mmol / ml)[13]	C_PhlApo (mmol / ml)[ 1]	C_PhlApo (mmol / ml)[ 2]	C_PhlApo (mmol / ml)[ 3]	C_PhlApo (mmol / ml)[ 4]	C_PhlApo (mmol / ml)[ 5]	C_PhlApo (mmol / ml)[ 6]	C_PhlApo (mmol / ml)[ 7]	C_PhlApo (mmol / ml)[ 8]	C_PhlApo (mmol / ml)[ 9]	C_PhlApo (mmol / ml)[10]	C_PhlApo (mmol / ml)[11]	C_PhlApo (mmol / ml)[12]	C_PhlApo (mmol / ml)[13]	C_ST (mmol / ml)[ 1]	C_ST (mmol / ml)[ 2]	C_ST (mmol / ml)[ 3]	C_ST (mmol / ml)[ 4]	C_ST (mmol / ml)[ 5]	C_ST (mmol / ml)[ 6]	C_ST (mmol / ml)[ 7]	C_ST (mmol / ml)[ 8]	C_ST (mmol / ml)[ 9]	C_ST (mmol / ml)[10]	C_ST (mmol / ml)[11]	C_ST (mmol / ml)[12]	C_ST (mmol / ml)[13]	C_Sympl (mmol / ml)[ 1]	C_Sympl (mmol / ml)[ 2]	C_Sympl (mmol / ml)[ 3]	C_Sympl (mmol / ml)[ 4]	C_Sympl (mmol / ml)[ 5]	C_Sympl (mmol / ml)[ 6]	C_Sympl (mmol / ml)[ 7]	C_Sympl (mmol / ml)[ 8]	C_Sympl (mmol / ml)[ 9]	C_Sympl (mmol / ml)[10]	C_Sympl (mmol / ml)[11]	C_Sympl (mmol / ml)[12]	C_Sympl (mmol / ml)[13]	C_SymplUpflow (mmol / ml)[ 1]	C_SymplUpflow (mmol / ml)[ 2]	C_SymplUpflow (mmol / ml)[ 3]	C_SymplUpflow (mmol / ml)[ 4]	C_SymplUpflow (mmol / ml)[ 5]	C_SymplUpflow (mmol / ml)[ 6]	C_SymplUpflow (mmol / ml)[ 7]	C_SymplUpflow (mmol / ml)[ 8]	C_SymplUpflow (mmol / ml)[ 9]	C_SymplUpflow (mmol / ml)[10]	C_SymplUpflow (mmol / ml)[11]	C_SymplUpflow (mmol / ml)[12]	C_SymplUpflow (mmol / ml)[13]	JS_Apo (mmol / h)[ 1]	JS_Apo (mmol / h)[ 2]	JS_Apo (mmol / h)[ 3]	JS_Apo (mmol / h)[ 4]	JS_Apo (mmol / h)[ 5]	JS_Apo (mmol / h)[ 6]	JS_Apo (mmol / h)[ 7]	JS_Apo (mmol / h)[ 8]	JS_Apo (mmol / h)[ 9]	JS_Apo (mmol / h)[10]	JS_Apo (mmol / h)[11]	JS_Apo (mmol / h)[12]	JS_Apo (mmol / h)[13]	JS_ParMb (mmol / h)[ 1]	JS_ParMb (mmol / h)[ 2]	JS_ParMb (mmol / h)[ 3]	JS_ParMb (mmol / h)[ 4]	JS_ParMb (mmol / h)[ 5]	JS_ParMb (mmol / h)[ 6]	JS_ParMb (mmol / h)[ 7]	JS_ParMb (mmol / h)[ 8]	JS_ParMb (mmol / h)[ 9]	JS_ParMb (mmol / h)[10]	JS_ParMb (mmol / h)[11]	JS_ParMb (mmol / h)[12]	JS_ParMb (mmol / h)[13]	JS_PhlMb (mmol / h)[ 1]	JS_PhlMb (mmol / h)[ 2]	JS_PhlMb (mmol / h)[ 3]	JS_PhlMb (mmol / h)[ 4]	JS_PhlMb (mmol / h)[ 5]	JS_PhlMb (mmol / h)[ 6]	JS_PhlMb (mmol / h)[ 7]	JS_PhlMb (mmol / h)[ 8]	JS_PhlMb (mmol / h)[ 9]	JS_PhlMb (mmol / h)[10]	JS_PhlMb (mmol / h)[11]	JS_PhlMb (mmol / h)[12]	JS_PhlMb (mmol / h)[13]	JS_Sympl (mmol / h)[ 1]	JS_Sympl (mmol / h)[ 2]	JS_Sympl (mmol / h)[ 3]	JS_Sympl (mmol / h)[ 4]	JS_Sympl (mmol / h)[ 5]	JS_Sympl (mmol / h)[ 6]	JS_Sympl (mmol / h)[ 7]	JS_Sympl (mmol / h)[ 8]	JS_Sympl (mmol / h)[ 9]	JS_Sympl (mmol / h)[10]	JS_Sympl (mmol / h)[11]	JS_Sympl (mmol / h)[12]	JS_Sympl (mmol / h)[13]	JW_Apo (ml / h)[ 1]	JW_Apo (ml / h)[ 2]	JW_Apo (ml / h)[ 3]	JW_Apo (ml / h)[ 4]	JW_Apo (ml / h)[ 5]	JW_Apo (ml / h)[ 6]	JW_Apo (ml / h)[ 7]	JW_Apo (ml / h)[ 8]	JW_Apo (ml / h)[ 9]	JW_Apo (ml / h)[10]	JW_Apo (ml / h)[11]	JW_Apo (ml / h)[12]	JW_Apo (ml / h)[13]	JW_ParMb (ml / h)[ 1]	JW_ParMb (ml / h)[ 2]	JW_ParMb (ml / h)[ 3]	JW_ParMb (ml / h)[ 4]	JW_ParMb (ml / h)[ 5]	JW_ParMb (ml / h)[ 6]	JW_ParMb (ml / h)[ 7]	JW_ParMb (ml / h)[ 8]	JW_ParMb (ml / h)[ 9]	JW_ParMb (ml / h)[10]	JW_ParMb (ml / h)[11]	JW_ParMb (ml / h)[12]	JW_ParMb (ml / h)[13]	JW_Sympl (ml / h)[ 1]	JW_Sympl (ml / h)[ 2]	JW_Sympl (ml / h)[ 3]	JW_Sympl (ml / h)[ 4]	JW_Sympl (ml / h)[ 5]	JW_Sympl (ml / h)[ 6]	JW_Sympl (ml / h)[ 7]	JW_Sympl (ml / h)[ 8]	JW_Sympl (ml / h)[ 9]	JW_Sympl (ml / h)[10]	JW_Sympl (ml / h)[11]	JW_Sympl (ml / h)[12]	JW_Sympl (ml / h)[13]	JW_Trsv (ml / h)[ 1]	JW_Trsv (ml / h)[ 2]	JW_Trsv (ml / h)[ 3]	JW_Trsv (ml / h)[ 4]	JW_Trsv (ml / h)[ 5]	JW_Trsv (ml / h)[ 6]	JW_Trsv (ml / h)[ 7]	JW_Trsv (ml / h)[ 8]	JW_Trsv (ml / h)[ 9]	JW_Trsv (ml / h)[10]	JW_Trsv (ml / h)[11]	JW_Trsv (ml / h)[12]	JW_Trsv (ml / h)[13]	P_PhlApo (MPa)[ 1]	P_PhlApo (MPa)[ 2]	P_PhlApo (MPa)[ 3]	P_PhlApo (MPa)[ 4]	P_PhlApo (MPa)[ 5]	P_PhlApo (MPa)[ 6]	P_PhlApo (MPa)[ 7]	P_PhlApo (MPa)[ 8]	P_PhlApo (MPa)[ 9]	P_PhlApo (MPa)[10]	P_PhlApo (MPa)[11]	P_PhlApo (MPa)[12]	P_PhlApo (MPa)[13]	P_ST (MPa)[ 1]	P_ST (MPa)[ 2]	P_ST (MPa)[ 3]	P_ST (MPa)[ 4]	P_ST (MPa)[ 5]	P_ST (MPa)[ 6]	P_ST (MPa)[ 7]	P_ST (MPa)[ 8]	P_ST (MPa)[ 9]	P_ST (MPa)[10]	P_ST (MPa)[11]	P_ST (MPa)[12]	P_ST (MPa)[13]	P_ST_dot (MPa / h)[ 1]	P_ST_dot (MPa / h)[ 2]	P_ST_dot (MPa / h)[ 3]	P_ST_dot (MPa / h)[ 4]	P_ST_dot (MPa / h)[ 5]	P_ST_dot (MPa / h)[ 6]	P_ST_dot (MPa / h)[ 7]	P_ST_dot (MPa / h)[ 8]	P_ST_dot (MPa / h)[ 9]	P_ST_dot (MPa / h)[10]	P_ST_dot (MPa / h)[11]	P_ST_dot (MPa / h)[12]	P_ST_dot (MPa / h)[13]	P_Sympl (MPa)[ 1]	P_Sympl (MPa)[ 2]	P_Sympl (MPa)[ 3]	P_Sympl (MPa)[ 4]	P_Sympl (MPa)[ 5]	P_Sympl (MPa)[ 6]	P_Sympl (MPa)[ 7]	P_Sympl (MPa)[ 8]	P_Sympl (MPa)[ 9]	P_Sympl (MPa)[10]	P_Sympl (MPa)[11]	P_Sympl (MPa)[12]	P_Sympl (MPa)[13]	P_Sympl_dot (MPa / h)[ 1]	P_Sympl_dot (MPa / h)[ 2]	P_Sympl_dot (MPa / h)[ 3]	P_Sympl_dot (MPa / h)[ 4]	P_Sympl_dot (MPa / h)[ 5]	P_Sympl_dot (MPa / h)[ 6]	P_Sympl_dot (MPa / h)[ 7]	P_Sympl_dot (MPa / h)[ 8]	P_Sympl_dot (MPa / h)[ 9]	P_Sympl_dot (MPa / h)[10]	P_Sympl_dot (MPa / h)[11]	P_Sympl_dot (MPa / h)[12]	P_Sympl_dot (MPa / h)[13]	P_Xyl (MPa)[ 1]	P_Xyl (MPa)[ 2]	P_Xyl (MPa)[ 3]	P_Xyl (MPa)[ 4]	P_Xyl (MPa)[ 5]	P_Xyl (MPa)[ 6]	P_Xyl (MPa)[ 7]	P_Xyl (MPa)[ 8]	P_Xyl (MPa)[ 9]	P_Xyl (MPa)[10]	P_Xyl (MPa)[11]	P_Xyl (MPa)[12]	P_Xyl (MPa)[13]	PsiSoil (MPa)[ 1]	PsiSoil (MPa)[ 2]	PsiSoil (MPa)[ 3]	PsiSoil (MPa)[ 4]	PsiSoil (MPa)[ 5]	PsiSoil (MPa)[ 6]	PsiSoil (MPa)[ 7]	PsiSoil (MPa)[ 8]	PsiSoil (MPa)[ 9]	PsiSoil (MPa)[10]	PsiSoil (MPa)[11]	PsiSoil (MPa)[12]	PsiSoil (MPa)[13]	Psi_ParApo (MPa)[ 1]	Psi_ParApo (MPa)[ 2]	Psi_ParApo (MPa)[ 3]	Psi_ParApo (MPa)[ 4]	Psi_ParApo (MPa)[ 5]	Psi_ParApo (MPa)[ 6]	Psi_ParApo (MPa)[ 7]	Psi_ParApo (MPa)[ 8]	Psi_ParApo (MPa)[ 9]	Psi_ParApo (MPa)[10]	Psi_ParApo (MPa)[11]	Psi_ParApo (MPa)[12]	Psi_ParApo (MPa)[13]	Psi_PhlApo (MPa)[ 1]	Psi_PhlApo (MPa)[ 2]	Psi_PhlApo (MPa)[ 3]	Psi_PhlApo (MPa)[ 4]	Psi_PhlApo (MPa)[ 5]	Psi_PhlApo (MPa)[ 6]	Psi_PhlApo (MPa)[ 7]	Psi_PhlApo (MPa)[ 8]	Psi_PhlApo (MPa)[ 9]	Psi_PhlApo (MPa)[10]	Psi_PhlApo (MPa)[11]	Psi_PhlApo (MPa)[12]	Psi_PhlApo (MPa)[13]	Psi_ST (MPa)[ 1]	Psi_ST (MPa)[ 2]	Psi_ST (MPa)[ 3]	Psi_ST (MPa)[ 4]	Psi_ST (MPa)[ 5]	Psi_ST (MPa)[ 6]	Psi_ST (MPa)[ 7]	Psi_ST (MPa)[ 8]	Psi_ST (MPa)[ 9]	Psi_ST (MPa)[10]	Psi_ST (MPa)[11]	Psi_ST (MPa)[12]	Psi_ST (MPa)[13]	Q_PhlApo (mmol)[ 1]	Q_PhlApo (mmol)[ 2]	Q_PhlApo (mmol)[ 3]	Q_PhlApo (mmol)[ 4]	Q_PhlApo (mmol)[ 5]	Q_PhlApo (mmol)[ 6]	Q_PhlApo (mmol)[ 7]	Q_PhlApo (mmol)[ 8]	Q_PhlApo (mmol)[ 9]	Q_PhlApo (mmol)[10]	Q_PhlApo (mmol)[11]	Q_PhlApo (mmol)[12]	Q_PhlApo (mmol)[13]	Q_PhlApo_dot (mmol / h)[ 1]	Q_PhlApo_dot (mmol / h)[ 2]	Q_PhlApo_dot (mmol / h)[ 3]	Q_PhlApo_dot (mmol / h)[ 4]	Q_PhlApo_dot (mmol / h)[ 5]	Q_PhlApo_dot (mmol / h)[ 6]	Q_PhlApo_dot (mmol / h)[ 7]	Q_PhlApo_dot (mmol / h)[ 8]	Q_PhlApo_dot (mmol / h)[ 9]	Q_PhlApo_dot (mmol / h)[10]	Q_PhlApo_dot (mmol / h)[11]	Q_PhlApo_dot (mmol / h)[12]	Q_PhlApo_dot (mmol / h)[13]	Q_Sympl_dot (mmol / h)[ 1]	Q_Sympl_dot (mmol / h)[ 2]	Q_Sympl_dot (mmol / h)[ 3]	Q_Sympl_dot (mmol / h)[ 4]	Q_Sympl_dot (mmol / h)[ 5]	Q_Sympl_dot (mmol / h)[ 6]	Q_Sympl_dot (mmol / h)[ 7]	Q_Sympl_dot (mmol / h)[ 8]	Q_Sympl_dot (mmol / h)[ 9]	Q_Sympl_dot (mmol / h)[10]	Q_Sympl_dot (mmol / h)[11]	Q_Sympl_dot (mmol / h)[12]	Q_Sympl_dot (mmol / h)[13]	Transpirat (ml / h)[ 1]	Transpirat (ml / h)[ 2]	Transpirat (ml / h)[ 3]	Transpirat (ml / h)[ 4]	Transpirat (ml / h)[ 5]	Transpirat (ml / h)[ 6]	Transpirat (ml / h)[ 7]	Transpirat (ml / h)[ 8]	Transpirat (ml / h)[ 9]	Transpirat (ml / h)[10]	Transpirat (ml / h)[11]	Transpirat (ml / h)[12]	Transpirat (ml / h)[13]	vol_Sympl (ml)[ 1]	vol_Sympl (ml)[ 2]	vol_Sympl (ml)[ 3]	vol_Sympl (ml)[ 4]	vol_Sympl (ml)[ 5]	vol_Sympl (ml)[ 6]	vol_Sympl (ml)[ 7]	vol_Sympl (ml)[ 8]	vol_Sympl (ml)[ 9]	vol_Sympl (ml)[10]	vol_Sympl (ml)[11]	vol_Sympl (ml)[12]	vol_Sympl (ml)[13]	vol_Sympl_dot (ml / h)[ 1]	vol_Sympl_dot (ml / h)[ 2]	vol_Sympl_dot (ml / h)[ 3]	vol_Sympl_dot (ml / h)[ 4]	vol_Sympl_dot (ml / h)[ 5]	vol_Sympl_dot (ml / h)[ 6]	vol_Sympl_dot (ml / h)[ 7]	vol_Sympl_dot (ml / h)[ 8]	vol_Sympl_dot (ml / h)[ 9]	vol_Sympl_dot (ml / h)[10]	vol_Sympl_dot (ml / h)[11]	vol_Sympl_dot (ml / h)[12]	vol_Sympl_dot (ml / h)[13]	StarchSyn (mmol eq. Glu / h)[ 1]	StarchSyn (mmol eq. Glu / h)[ 2]	StarchSyn (mmol eq. Glu / h)[ 3]	StarchSyn (mmol eq. Glu / h)[ 4]	StarchSyn (mmol eq. Glu / h)[ 5]	StarchSyn (mmol eq. Glu / h)[ 6]	StarchSyn (mmol eq. Glu / h)[ 7]	StarchSyn (mmol eq. Glu / h)[ 8]	StarchSyn (mmol eq. Glu / h)[ 9]	StarchSyn (mmol eq. Glu / h)[10]	StarchSyn (mmol eq. Glu / h)[11]	StarchSyn (mmol eq. Glu / h)[12]	StarchSyn (mmol eq. Glu / h)[13]	Starch (mmol eq. Glu)[ 1]	Starch (mmol eq. Glu)[ 2]	Starch (mmol eq. Glu)[ 3]	Starch (mmol eq. Glu)[ 4]	Starch (mmol eq. Glu)[ 5]	Starch (mmol eq. Glu)[ 6]	Starch (mmol eq. Glu)[ 7]	Starch (mmol eq. Glu)[ 8]	Starch (mmol eq. Glu)[ 9]	Starch (mmol eq. Glu)[10]	Starch (mmol eq. Glu)[11]	Starch (mmol eq. Glu)[12]	Starch (mmol eq. Glu)[13]	Q_ST (mmol)[ 1]	Q_ST (mmol)[ 2]	Q_ST (mmol)[ 3]	Q_ST (mmol)[ 4]	Q_ST (mmol)[ 5]	Q_ST (mmol)[ 6]	Q_ST (mmol)[ 7]	Q_ST (mmol)[ 8]	Q_ST (mmol)[ 9]	Q_ST (mmol)[10]	Q_ST (mmol)[11]	Q_ST (mmol)[12]	Q_ST (mmol)[13]	JS_ST (mmol / h)[ 1]	JS_ST (mmol / h)[ 2]	JS_ST (mmol / h)[ 3]	JS_ST (mmol / h)[ 4]	JS_ST (mmol / h)[ 5]	JS_ST (mmol / h)[ 6]	JS_ST (mmol / h)[ 7]	JS_ST (mmol / h)[ 8]	JS_ST (mmol / h)[ 9]	JS_ST (mmol / h)[10]	JS_ST (mmol / h)[11]	JS_ST (mmol / h)[12]	JW_ST (ml / h)[ 1]	JW_ST (ml / h)[ 2]	JW_ST (ml / h)[ 3]	JW_ST (ml / h)[ 4]	JW_ST (ml / h)[ 5]	JW_ST (ml / h)[ 6]	JW_ST (ml / h)[ 7]	JW_ST (ml / h)[ 8]	JW_ST (ml / h)[ 9]	JW_ST (ml / h)[10]	JW_ST (ml / h)[11]	JW_ST (ml / h)[12]	C_Upflow (mmol / ml)[ 1]	C_Upflow (mmol / ml)[ 2]	C_Upflow (mmol / ml)[ 3]	C_Upflow (mmol / ml)[ 4]	C_Upflow (mmol / ml)[ 5]	C_Upflow (mmol / ml)[ 6]	C_Upflow (mmol / ml)[ 7]	C_Upflow (mmol / ml)[ 8]	C_Upflow (mmol / ml)[ 9]	C_Upflow (mmol / ml)[10]	C_Upflow (mmol / ml)[11]	C_Upflow (mmol / ml)[12]	JW_Xyl (ml / h)[ 1]	JW_Xyl (ml / h)[ 2]	JW_Xyl (ml / h)[ 3]	JW_Xyl (ml / h)[ 4]	JW_Xyl (ml / h)[ 5]	JW_Xyl (ml / h)[ 6]	JW_Xyl (ml / h)[ 7]	JW_Xyl (ml / h)[ 8]	JW_Xyl (ml / h)[ 9]	JW_Xyl (ml / h)[10]	JW_Xyl (ml / h)[11]	JW_Xyl (ml / h)[12] 
0	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00318728	-0.00318449	-0.00318204	-0.00317995	-0.0031782	-0.0031768	-0.00317574	-0.00317503	-0.0031747	-0.00319042	-0.00319043	-0.00319045	-0.00319048	0.218716	0.218439	0.218196	0.217988	0.217814	0.217675	0.217571	0.217502	0.21747	0.219029	0.219031	0.219033	0.219035	0.21908	0.218802	0.218559	0.21835	0.218177	0.218038	0.217933	0.217864	0.217832	0.219393	0.219395	0.219397	0.219399	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218716	0.218438	0.218196	0.217987	0.217814	0.217675	0.217571	0.217502	0.21747	0.219029	0.21903	0.219033	0.219035	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.100011	-0.10001	-0.100009	-0.100007	-0.100006	-0.100004	-0.100003	-0.100001	-0.1	-0.100013	-0.100013	-0.100013	-0.100013	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	-0.1	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	0.218634	0.218356	0.218113	0.217905	0.217732	0.217593	0.217489	0.21742	0.217388	0.218946	0.218948	0.21895	0.218952	0.218634	0.218356	0.218113	0.217905	0.217732	0.217593	0.217489	0.21742	0.217388	0.218946	0.218948	0.21895	0.218952	0.21908	0.218802	0.218559	0.21835	0.218177	0.218038	0.217933	0.217864	0.217832	0.219393	0.219395	0.219397	0.219399	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	10	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254269	0.0222425	0.0190604	0.0158805	0.0127023	0.00952548	0.00634973	0.0031747	0.0286142	0.0318046	0.0349951	0.0381855	0	0	0	0	0	0	0	0	0	0	0	0	10.1499	10.1369	10.1366	10.1322	10.128	10.1243	10.121	10.1178	10.1404	10.4135	10.0409	10.0083 
0.166667	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	9.25738e-009	5.47266e-011	2.41512e-013	7.90978e-016	1.88544e-018	3.15605e-021	3.48726e-024	2.26183e-027	6.40721e-031	1.15904e-006	0.000104504	0.00641243	0.239636	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	3.38462e-005	9.25738e-009	5.47266e-011	2.41512e-013	7.90978e-016	1.88544e-018	3.15605e-021	3.48726e-024	2.26183e-027	6.40721e-031	1.15904e-006	0.000104504	0.00641243	0.239636	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	-6.40721e-032	0	0	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00368272	-0.0036795	-0.00367668	-0.00367426	-0.00367224	-0.00367063	-0.00366941	-0.0036686	-0.00366821	-0.00368632	-0.00368383	-0.00353041	0.00258683	0.268261	0.26794	0.26766	0.267419	0.267219	0.267059	0.266938	0.266858	0.266821	0.26862	0.268371	0.253028	-0.358695	0.268694	0.268373	0.268092	0.267851	0.26765	0.26749	0.26737	0.267289	0.267252	0.269056	0.269058	0.26906	0.269064	0.320922	0.320642	0.320398	0.320188	0.320013	0.319874	0.319769	0.319699	0.319667	0.321236	0.321238	0.321241	0.321248	0.268261	0.26794	0.26766	0.267419	0.267219	0.267058	0.266938	0.266858	0.266821	0.268619	0.268371	0.253028	-0.358695	0.320472	0.320194	0.31995	0.319741	0.319566	0.319427	0.319322	0.319252	0.31922	0.320706	0.315565	0.119192	-3.63168	-0.100011	-0.10001	-0.100008	-0.100007	-0.100006	-0.100004	-0.100003	-0.100001	-0.1	-0.100013	-0.100013	-0.100013	-0.100013	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	-0.1	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	0.268179	0.267858	0.267577	0.267337	0.267136	0.266976	0.266856	0.266776	0.266739	0.268537	0.268288	0.252946	-0.358778	0.268179	0.267858	0.267577	0.267337	0.267136	0.266976	0.266856	0.266776	0.266739	0.268537	0.268288	0.252946	-0.358778	0.268694	0.268373	0.268092	0.267851	0.26765	0.26749	0.26737	0.267289	0.267252	0.269053	0.268804	0.25344	-0.35914	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	4.4e-006	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	xxxxxxxx	10	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1.20346e-009	7.11446e-012	3.13965e-014	1.02827e-016	2.45107e-019	4.10287e-022	4.53344e-025	2.94038e-028	8.32937e-032	1.50676e-007	1.35855e-005	0.000833616	0.0311527	2.71978e-010	1.40648e-012	5.3189e-015	1.45137e-017	2.76723e-020	3.47362e-023	2.55853e-026	8.29687e-030	3.83206e-008	3.84036e-006	0.00025927	0.0105351	0.0293795	0.0257	0.0220234	0.0183491	0.0146768	0.0110062	0.00733681	0.00366821	0.0330623	0.0367486	0.0404324	0.0439628	9.25738e-009	5.47266e-011	2.41512e-013	7.90978e-016	1.88544e-018	3.15605e-021	3.48726e-024	2.26183e-027	1.15904e-006	0.000104504	0.00641243	0.239636	10.0514	10.0431	10.0418	10.0377	10.0335	10.0299	10.0261	10.0224	10.0512	10.3955	9.44498	9.94872 
