concentration,decay rate
0.40645161290322585, 2.9375
0.4161290322580645, 2.53125
0.42580645161290326, 2.28125
0.13548387096774195, 1
0.06774193548387097, 1.0625
0.12580645161290324, 0.78125
1.5774193548387097, 1.96875
1.567741935483871, 2.21875
