time,id,organ_type,sub_type,connect_no,organ_id,organ_id2,parent_organ,length,res_main,carbon_q,c_satis,rw_satis,c_demand_2,growth_rate,exudation,order,organ_length,coor_x,coor_y,coor_z,connection_1,connection_2,radius,r_xyl_node,radial_water,r_xyl,r_st,connection_belong,JW_Trsv,Q_ST,C_ST,P_Xyl,P_ST,JW_Xyl,JW_ST,JS_ST
7,147,2,1,2,0,1,0,0.10749999999999998,3.9666573232323055e-09,,,,,,,1,,-0.008906149165691048,0.005303380147529536,-0.12562559176123383,140,180,0.1,,,264.152692956853,0.014780100178152015,,-0.10969300000000001,0.041674,0.0320569,-0.135005,-0.442696,0.000252352,0.38719499999999996,0.0176845
7,148,4,2,2,13,13,2,0.04750000000000001,1.5866629292929308e-08,,,,,,,2,,-0.014157797401561579,3.4676602541598197e-18,0.020286241915118283,180,181,0.2,,,292.99243665560624,0.014780100178152015,,0.249596,0.307863,0.23681799999999997,-0.35549000000000003,-0.206355,9.23009e-05,0.387035,0.006718399999999999
7,149,3,1,2,11,2,0,0.0475,3.966657323232327e-09,,,,,,,1,,0.0,0.0,0.0275,181,182,0.1,,,367.9553429379124,0.014780100178152015,,-0.023570400000000002,0.278254,0.21404099999999998,-0.355491,-0.205711,1.6062899999999998e-05,0.386959,0.00190761
7,150,3,1,3,11,2,0,0.05,3.966657323232327e-09,,,,,,,1,,0.0,0.0,0.03,182,183,0.1,,,405.581147710176,0.00534372420292974,,-0.0179042,0.278971,0.21459299999999998,-0.355491,-0.20551399999999997,-0.000221007,0.38672199999999995,0.000428696
7,151,4,2,2,14,18,2,0.052500000000000005,1.5866629292929308e-08,,,,,,,2,,0.0020225424859373685,-7.430700544628186e-19,0.031469463130731186,108,141,0.2,,,295.5183088358141,0.014780100178152015,,-0.0180162,0.279005,0.214619,-0.355491,-0.20541500000000001,0.000295941,0.33967800000000004,0.0232393
7,152,4,2,2,14,18,2,0.05500000000000001,1.5866629292929308e-08,,,,,,,2,,0.004045084971874738,-1.486140108925637e-18,0.032938926261462366,141,184,0.2,,,371.1429335137417,0.014780100178152015,,0.00389699,0.281466,0.21651199999999998,-0.355491,-0.205315,0.00013128399999999999,0.339513,0.00991454
7,153,3,1,2,11,2,0,0.052500000000000005,3.966657323232327e-09,,,,,,,1,,0.0,0.0,0.0325,184,185,0.1,,,499.50768668952395,0.014780100178152015,,0.00391279,0.281422,0.21647800000000003,-0.355491,-0.205413,2.57489e-05,0.339408,0.00277204
7,154,2,6,2,1,3,1,0.052500000000000005,2.231244744318184e-09,,,,,,,2,,-0.034988466626645384,-0.01725459352104804,-0.04670373925198418,185,186,0.075,,,684.1543221234253,0.011490322254502862,,3.5647699999999998e-06,7.817990000000001e-09,6.01384e-09,0.061901,-0.35036100000000003,-0.000114239,0.33926799999999996,0.0005691709999999999
7,155,2,6,2,1,3,1,0.05500000000000001,2.231244744318184e-09,,,,,,,2,,-0.03719927948588904,-0.01819237963069438,-0.047398623209172215,144,187,0.075,,,817.5557556665477,0.0068914874241079995,,-0.000388757,-3.07922e-08,-2.36863e-08,0.0562144,-0.355955,6.16232e-05,0.32571,0.0169986
7,156,2,6,1,1,3,1,0.05666855529567736,1.4891820936337453e-09,-5.2970803199999995e-08,-8.01510432569506e-05,0.9349642286541388,0.000660887257951024,9.349642286541388e-07,0,2,4.666855529567735,-0.03868584577067958,-0.018652605616296437,-0.04800061116406301,10,1,0.075,,,0.0001401689298628721,0.0023382580359967028,68.0,-0.647092,-3.7035400000000005e-10,-2.8488799999999997e-10,-0.1,-0.359687,34.5983,4.71652,0.999725
7,157,2,6,2,2,4,1,0.06000000000000001,2.231244744318184e-09,,,,,,,2,,0.011654986404891996,0.039399612572761374,-0.04586053437696673,11,10,0.075,,,1e-09,0.0001,,3.72077e-06,-1.86283e-08,-1.43295e-08,0.0484905,-0.363772,34.6272,4.7455300000000005,1.0064
7,158,2,6,2,2,4,1,0.06250000000000001,2.231244744318184e-09,,,,,,,2,,0.012277482639310635,0.04169285568541338,-0.04663740918310268,12,11,0.075,,,1e-09,0.0001,,3.67267e-06,-3.6583199999999995e-08,-2.81409e-08,0.0434328,-0.368829,34.6565,4.77471,1.0130700000000001
7,159,2,6,2,2,4,1,0.06500000000000002,2.231244744318184e-09,,,,,,,2,,0.012850937469384437,0.04394227867790082,-0.04756544245768602,13,12,0.075,,,1e-09,0.0001,,-0.000186361,-3.94838e-08,-3.03722e-08,0.038330300000000005,-0.37388699999999997,34.6847,4.80417,1.0197399999999999
7,160,2,6,1,2,4,1,0.06519247082635643,1.717798078969305e-10,-6.14276352e-08,-9.294722278418051e-05,0.9349642286541388,0.000660887257951024,9.349642286541388e-07,0,2,4.519247082635641,0.012890533680646445,0.044122736479587046,-0.0476194067131019,29,13,0.075,,,1e-09,0.0001,87.0,-0.5852149999999999,-3.9085699999999996e-10,-3.00659e-10,-0.1,-0.374276,25.9639,3.5542,0.754775
7,161,2,6,2,3,5,1,0.0625,2.2312447443181775e-09,,,,,,,2,,0.0229236998635,-0.012310048393899575,-0.06592065623215432,30,29,0.075,,,1e-09,0.0001,,3.48169e-06,6.12525e-07,4.71173e-07,0.041155800000000006,-0.371105,25.9939,3.5840099999999997,0.761451
7,162,2,6,2,3,5,1,0.065,2.231244744318184e-09,,,,,,,2,,0.02482718226031046,-0.013577183571350779,-0.06693116264336525,31,30,0.075,,,1e-09,0.0001,,3.36181e-06,8.14981e-08,6.26908e-08,0.0363366,-0.375925,26.0256,3.61381,0.768127
7,163,2,6,2,3,5,1,0.0675,2.231244744318184e-09,,,,,,,2,,0.026722848264444838,-0.014976152441039564,-0.0677674260602447,32,31,0.075,,,1e-09,0.0001,,-0.00028252700000000003,-1.8495500000000002e-08,-1.4227299999999999e-08,0.031449200000000004,-0.38074600000000003,26.0543,3.6435800000000005,0.774802
7,164,2,6,1,3,5,1,0.06751838801299492,1.6411262941346772e-11,-2.741838336e-08,-4.1487232550081755e-05,0.9349642286541388,0.000660887257951024,9.349642286541388e-07,0,2,3.751838801299492,0.02673680057223474,-0.014986425784279339,-0.06777358321445058,50,32,0.075,,,1e-09,0.0001,103.0,-0.557628,-1.81155e-10,-1.3935e-10,-0.1,-0.380781,26.0845,3.6733599999999997,0.7814770000000001
7,165,2,6,2,4,8,1,0.06499999999999997,2.2312447443181718e-09,,,,,,,2,,0.018388075563522815,-0.0045390794388036,-0.07169357346721417,51,50,0.075,,,1e-09,0.0001,,-2.81771e-07,1.98418e-05,1.5263e-05,0.0343151,-0.377909,26.114,3.7031699999999996,0.7881520000000001
7,166,2,6,2,4,8,1,0.06749999999999998,2.231244744318184e-09,,,,,,,2,,0.020414978296390447,-0.005364789867660033,-0.07290182327547877,52,51,0.075,,,1e-09,0.0001,,-0.000378586,4.03762e-06,3.10586e-06,0.029648,-0.382517,26.1431,3.73305,0.794826
7,167,2,6,1,4,8,1,0.06972422398525295,1.985115230912856e-09,5.7200256e-06,0.008655070182067107,0.9349642286541388,0.000660887257951024,0.008092181016723808,0,2,2.972422398525296,0.02230389716211989,-0.00577214794899065,-0.07400328469052726,53,52,0.075,,,1e-09,0.0001,115.0,-0.532895,3.47911e-08,2.67624e-08,-0.1,-0.386613,26.1751,3.7631099999999997,0.8014979999999999
7,168,2,6,2,5,9,1,0.07250000000000002,2.231244744318184e-09,,,,,,,2,,-0.026762864740010783,0.00273715232818041,-0.07233254852387044,80,53,0.075,,,1e-09,0.0001,,2.55587e-06,1.67958e-05,1.29199e-05,0.0221388,-0.390092,17.4597,2.51844,0.536572
7,169,2,6,2,5,9,1,0.07500000000000002,2.231244744318184e-09,,,,,,,2,,-0.0292170826984,0.002406906727610446,-0.07267569871842676,81,80,0.075,,,1e-09,0.0001,,2.7736400000000003e-06,3.0219099999999997e-06,2.32454e-06,0.018040900000000002,-0.394215,17.4914,2.5487599999999997,0.543241
7,170,2,6,2,5,9,1,0.07750000000000003,2.231244744318184e-09,,,,,,,2,,-0.03168399818051953,0.0021274139922181925,-0.07296931720378137,82,81,0.075,,,1e-09,0.0001,,-0.00021671,4.705e-07,3.6192300000000003e-07,0.0138703,-0.398339,17.5221,2.5788900000000003,0.549905
7,171,2,6,1,5,9,1,0.07837078156842416,7.771707191981916e-10,5.96726784e-07,0.0009029176713893027,0.9349642286541388,0.000660887257951024,0.0008441957241686906,0,2,2.837078156842412,-0.032537595898522315,0.0019855164646463146,-0.07306676753675463,112,82,0.075,,,1e-09,0.0001,127.0,-0.47707299999999997,3.58696e-09,2.7592e-09,-0.1,-0.399775,17.5514,2.60872,0.556561
7,172,2,6,2,6,10,1,0.07500000000000001,2.231244744318184e-09,,,,,,,2,,0.003720151161608215,0.013830059206095802,-0.08556183319762281,113,112,0.075,,,1e-09,0.0001,,-9.24935e-06,0.00061249,0.000471146,0.014939500000000001,-0.39617399999999997,17.5792,2.63801,0.563204
7,173,2,6,2,6,10,1,0.0775,2.2312447443181718e-09,,,,,,,2,,0.005517285067641628,0.014981550181890853,-0.0868635160531785,114,113,0.075,,,1e-09,0.0001,,-7.52387e-08,0.00013207600000000001,0.00010159700000000001,0.011895600000000001,-0.400119,17.6071,2.66637,0.569826
7,174,2,6,2,6,10,1,0.08,2.231244744318184e-09,,,,,,,2,,0.0074944481773078706,0.01610262412659793,-0.08790467850365097,149,114,0.075,,,1e-09,0.0001,,-0.000289714,2.51902e-05,1.93771e-05,0.00808395,-0.404062,17.6345,2.69302,0.576418
7,175,2,6,1,6,10,1,0.08042062660442169,3.7540836017451664e-10,3.054229632e-05,0.046214079561302995,0.9349642286541388,0.000660887257951024,0.043208511249994655,0,2,2.04206266044217,0.007826253537653115,0.016290727019128606,-0.08808201785352876,150,149,0.075,,,1e-09,0.0001,136.0,-0.45607700000000007,1.8636700000000002e-07,1.43359e-07,-0.1,-0.404725,17.658,2.71659,0.582962
7,176,2,6,2,7,11,1,0.08250000000000002,2.231244744318184e-09,,,,,,,2,,-0.01490293820711585,0.018534422684789238,-0.08957097885085723,153,150,0.075,,,1e-09,0.0001,,-1.16192e-05,0.0007741310000000001,0.000595485,0.00309813,-0.40771199999999996,8.84641,1.37636,0.297953
7,177,2,6,2,7,11,1,0.08500000000000002,2.231244744318184e-09,,,,,,,2,,-0.015910942423081262,0.020799974050739328,-0.08988910541189489,199,153,0.075,,,1e-09,0.0001,,-4.228e-07,0.00014967,0.000115131,0.0007687039999999999,-0.411213,8.84175,1.37245,0.304219
7,178,2,6,2,7,11,1,0.08750000000000002,2.231244744318184e-09,,,,,,,2,,-0.016736472044866318,0.023148976859997426,-0.0901142423605572,200,199,0.075,,,1e-09,0.0001,,-0.000157865,2.5128800000000002e-05,1.93299e-05,-0.00253408,-0.41471099999999994,8.778310000000001,1.30767,0.310121
7,179,2,6,1,7,11,1,0.0890151643675905,1.3522810127857687e-09,2.7038050560000008e-05,0.04091174437804595,0.9349642286541388,0.000660887257951024,0.038251017525315026,0,2,1.9015164367590476,-0.017360890448587626,0.02452764010305093,-0.09004274145033105,201,200,0.075,,,1e-09,0.0001,144.0,-0.404735,1.6472e-07,1.26707e-07,-0.1,-0.41683100000000006,8.52928,1.05887,0.315458
7,180,2,6,2,8,14,1,0.085,2.231244744318184e-09,,,,,,,2,,-0.005553097951770444,0.009079314982074028,-0.10008410775905778,24,13,0.075,,,1e-09,0.0001,,-0.000160051,0.0225662,0.0173586,-0.043317400000000006,-0.41311400000000004,8.75132,1.27987,0.27164099999999997
7,181,2,6,2,8,14,1,0.08750000000000001,2.231244744318184e-09,,,,,,,2,,-0.003727582471985921,0.01052329282971869,-0.10099647896014786,25,24,0.075,,,1e-09,0.0001,,-7.6238e-05,0.00640866,0.00492974,-0.016274,-0.41651400000000005,8.78155,1.3104,0.2783
7,182,2,6,2,8,14,1,0.09000000000000001,2.231244744318184e-09,,,,,,,2,,-0.0019842022032161176,0.012083930166847634,-0.10187684044296227,26,25,0.075,,,1e-09,0.0001,,-0.00023707,0.0014411,0.00110854,-0.0103636,-0.41987299999999994,8.8106,1.33972,0.284934
7,183,2,6,1,8,14,1,0.09090387144513894,8.06703364602204e-10,0.001481573376,2.2417944334308744,0.9349642286541388,0.000660887257951024,0.9349642286541388,0.0008206861180489759,2,1.0903871445138935,-0.0013346438834224389,0.012638067681757485,-0.1021734701668503,27,26,0.075,,,1e-09,0.0001,149.0,-0.38663200000000003,9.123300000000001e-06,7.017919999999999e-06,-0.1,-0.42108199999999996,8.8374,1.3658700000000001,0.291514
7,184,2,6,2,9,15,1,0.09499999999999999,2.231244744318184e-09,,,,,,,2,,-0.0064298668385918585,0.0016723497546812251,-0.10960141072909377,28,27,0.075,,,1e-09,0.0001,,-0.000105535,0.0106175,0.0081673,-0.0347046,-0.42703500000000005,8.85473,1.38368,0.297984
7,185,2,6,2,9,15,1,0.09749999999999999,2.231244744318184e-09,,,,,,,2,,-0.0052315027718691735,-0.0004204019334928624,-0.11026043571741542,48,28,0.075,,,1e-09,0.0001,,-0.000139988,0.00218094,0.00167765,-0.0218428,-0.42999,8.85047,1.37916,0.304246
7,186,2,6,1,9,15,1,0.09944354607140753,1.734610782867327e-09,0.0019670549759999998,2.9763850828332528,0.9349642286541388,0.000660887257951024,0.9349642286541388,0.0013061677180489758,2,0.9443546071407538,-0.0042831275681651584,-0.0020136428733481242,-0.11084313556489453,49,48,0.075,,,1e-09,0.0001,153.0,-0.339148,1.21095e-05,9.31503e-06,-0.1,-0.43227299999999996,8.78388,1.31308,0.310139
7,187,2,6,1,10,16,1,0.10116566994489912,1.0403579752663353e-09,0.0587471616,88.89135157808344,0.9349642286541388,0.000660887257951024,0.9349642286541388,0.05808627434204898,2,0.11656699448991281,-0.009707251326077398,0.005211982464083073,-0.11867229052363543,75,49,0.075,,,1e-09,0.0001,154.0,-0.32207199999999997,0.00036814300000000003,0.000283187,-0.1,-0.435633,8.53275,1.06197,0.31546599999999997
7,188,2,1,2,0,1,0,0.11,3.966657323232349e-09,,,,,,,1,,-0.00911317700637426,0.004783941503329541,-0.12806225402098462,76,53,0.1,,,1e-09,0.0001,,-0.173198,0.0297747,0.022903599999999996,-0.129901,-0.44525,8.74585,1.27502,0.271597
7,189,2,1,2,0,1,0,0.11249999999999998,3.966657323232283e-09,,,,,,,1,,-0.00940068296995976,0.004779112742564112,-0.1305456623651705,77,76,0.1,,,1e-09,0.0001,,-0.23794,0.0178067,0.0136975,-0.124822,-0.44753999999999994,8.776580000000001,1.3054700000000001,0.27825700000000003
7,190,2,1,2,0,1,0,0.11499999999999999,3.966657323232349e-09,,,,,,,1,,-0.009672787824427228,0.004767770171673808,-0.13303078415177594,78,77,0.1,,,1e-09,0.0001,,-0.284556,0.00825306,0.00634851,-0.119777,-0.449479,8.805660000000001,1.33473,0.284893
7,191,2,1,2,0,1,0,0.11749999999999997,3.966657323232283e-09,,,,,,,1,,-0.009913065809131469,0.0046910333805658885,-0.13551802719477693,79,78,0.1,,,1e-09,0.0001,,-0.30075,0.00272835,0.00209873,-0.114771,-0.451014,8.83295,1.3609,0.291476
7,192,2,1,2,0,1,0,0.11999999999999998,3.966657323232349e-09,,,,,,,1,,-0.010228812144466581,0.004413540948522628,-0.13798243426380616,110,79,0.1,,,1e-09,0.0001,,-0.291951,0.000588181,0.00045244699999999997,-0.10980699999999999,-0.45213100000000006,8.85033,1.37886,0.297952
7,193,2,1,2,0,1,0,0.12249999999999997,3.9666573232323055e-09,,,,,,,1,,-0.010465888882920136,0.0042292300059459335,-0.14046433355598759,111,110,0.1,,,1e-09,0.0001,,-0.27212600000000003,7.287859999999999e-05,5.60604e-05,-0.10488499999999999,-0.452846,8.84557,1.37476,0.30422
7,194,2,1,1,0,1,0,0.12383049459057403,2.1110464444886405e-09,4.8671193599999986e-05,0.020712720717963096,0.9349642286541388,0.002349821361603641,0.03873130589879793,0,1,12.383049459057405,-0.010432763045086306,0.004209166556092218,-0.141794264378397,148,111,0.1,,,1e-09,0.0001,49.0,-0.251211,2.86463e-07,2.20356e-07,-0.1,-0.453029,8.77998,1.30954,0.31012199999999995
7,195,4,2,1,13,13,2,0.04879856555226051,8.241543292114162e-09,,,,,,,2,,-0.01520835900165021,3.724973634330953e-18,0.02104951959587204,195,148,0.2,,,1e-09,0.0001,,0.99095,0.386903,0.297618,-0.35549000000000003,-0.206271,8.53128,1.0599399999999999,0.315458
7,196,4,2,2,14,18,2,0.05750000000000001,1.5866629292929308e-08,,,,,,,2,,0.006067627457812106,-2.2292101633884556e-18,0.03440838939219355,151,150,0.2,,,1e-09,0.0001,,0.0647419,0.288202,0.221694,-0.355491,-0.20521399999999998,8.82897,1.3581299999999998,0.291481
7,197,4,2,2,14,18,2,0.060000000000000005,1.586662929292927e-08,,,,,,,2,,0.008090169943749474,-2.972280217851274e-18,0.03587785252292473,152,151,0.2,,,1e-09,0.0001,,0.24873499999999998,0.30834,0.23718499999999998,-0.355491,-0.205117,8.84583,1.37615,0.297953
7,198,4,2,1,14,18,2,0.06214646805166335,1.3622885145943407e-08,,,,,,,2,,0.009826699075428,-3.610270670672146e-18,0.037139514788209406,196,152,0.2,,,1e-09,0.0001,,0.9897819999999999,0.38733,0.297946,-0.355491,-0.20503200000000002,8.8434,1.37225,0.30422
7,199,3,1,2,11,2,0,0.05500000000000001,3.966657323232327e-09,,,,,,,1,,0.0,0.0,0.035,197,196,0.1,,,1e-09,0.0001,,0.0647788,0.28815999999999997,0.221662,-0.355491,-0.20531300000000002,8.77847,1.30751,0.31012199999999995
7,200,3,1,2,11,2,0,0.0575,3.966657323232317e-09,,,,,,,1,,0.0,0.0,0.0375,198,197,0.1,,,1e-09,0.0001,,0.24880300000000002,0.308302,0.237155,-0.355491,-0.205215,8.52927,1.0587799999999998,0.315458
7,201,3,1,1,11,2,0,0.059062382056257336,2.478973690055971e-09,,,,,,,1,,0.0,0.0,0.03906238205625733,,,0.1,,,,,,0.989875,0.38729600000000003,0.29791999999999996,-0.355491,-0.205131,,,
8,1,2,1,2,0,0,0,0.0,0.0,,,,,,,1,,0.0,0.0,-0.02,1,2,0.1,,,0.0001401689298628721,0.0023382580359966997,,-0.0647151,0.180054,0.138503,-0.328236,-0.373719,34.4333,4.53386,0.627955
8,2,2,1,2,0,1,0,0.0024999999999999957,3.966657323232317e-09,,,,,,,1,,1.2060908717797793e-05,-3.786535874796665e-05,-0.022499684129862765,2,3,0.1,,,0.0001401689298628721,0.0023382580359967036,,-0.0380912,0.17727300000000001,0.136364,-0.323409,-0.380834,34.3952,4.495769999999999,0.613059
8,3,2,1,2,0,1,0,0.004999999999999996,3.9666573232323245e-09,,,,,,,1,,-1.58928020557659e-05,-9.202623575990673e-05,-0.024998941057322463,3,4,0.1,,,0.0001401689298628721,0.0023382580359967045,,-0.018530500000000002,0.173708,0.133621,-0.31858800000000004,-0.387874,34.3767,4.47724,0.598254
8,4,2,1,2,0,1,0,0.007499999999999996,3.9666573232323245e-09,,,,,,,1,,-0.00012677853671255463,-3.8837618076948205e-05,-0.02749591429001812,4,5,0.1,,,0.0001401689298628721,0.0023382580359967028,,-0.00396167,0.16958099999999998,0.130447,-0.31377,-0.394865,34.3727,4.473269999999999,0.583525
8,5,2,1,3,0,1,0,0.009999999999999995,3.966657323232323e-09,,,,,,,1,,-0.00020922302997775574,0.0002932239649391545,-0.02997239122522569,5,6,0.1,,,0.0001401689298628721,0.0023382580359967028,,0.00711796,0.165054,0.12696500000000002,-0.308952,-0.401827,34.3763,4.19988,0.533237
8,6,2,1,2,0,1,0,0.012499999999999994,3.966657323232323e-09,,,,,,,1,,-2.2464918200098376e-05,0.0005967527352684718,-0.03244685918688282,6,7,0.1,,,0.0001401689298628721,0.0023382580359967028,,0.0123841,0.16006099999999998,0.123124,-0.304133,-0.40834000000000004,34.3887,4.21226,0.518629
8,7,2,1,2,0,1,0,0.014999999999999993,3.966657323232323e-09,,,,,,,1,,0.00017952172977105842,0.0008930168158287259,-0.034921011362601034,7,8,0.1,,,0.0001401689298628721,0.002338258035996709,,0.016675099999999998,0.154943,0.11918699999999999,-0.299313,-0.414847,34.4053,4.228940000000001,0.504035
8,8,2,1,2,0,1,0,0.017499999999999998,3.966657323232333e-09,,,,,,,1,,0.0002834192447623262,0.0011450340611697336,-0.03740610544823027,8,9,0.1,,,0.0001401689298628721,0.0023382580359967028,,0.0202678,0.14973,0.115177,-0.29449000000000003,-0.42135200000000006,34.4256,4.24921,0.489411
8,9,2,1,3,0,1,0,0.019999999999999997,3.966657323232323e-09,,,,,,,1,,-7.35688080508968e-05,0.0016791470692454839,-0.03982215238998303,9,16,0.1,,,0.0001401689298628721,0.0023382580359966997,,0.023358900000000002,0.144441,0.11110899999999999,-0.289665,-0.427863,34.4455,4.05454,0.45049399999999995
8,10,3,1,2,13,2,0,0.0024999999999999988,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0175,16,17,0.1,,,0.0001401689298628721,0.0023382580359967028,,-0.101172,0.181755,0.139811,-0.333071,-0.366492,34.4687,4.07773,0.43573900000000004
8,11,3,1,2,13,2,0,0.005000000000000001,3.966657323232327e-09,,,,,,,1,,0.0,0.0,-0.015,17,18,0.1,,,0.0001401689298628721,0.0023382580359967028,,-0.100423,0.181996,0.139997,-0.333071,-0.366176,34.4921,4.1010800000000005,0.420854
8,12,3,1,2,13,2,0,0.0075,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0125,18,19,0.1,,,0.0001401689298628721,0.0023382580359966997,,-0.09969760000000001,0.182238,0.140183,-0.333071,-0.365854,34.5157,4.124680000000001,0.40577399999999997
8,13,3,1,3,13,2,0,0.01,3.9666573232323245e-09,,,,,,,1,,0.0,0.0,-0.01,19,20,0.1,,,0.0001401689298628721,0.002338258035996706,,-0.09900729999999999,0.18248,0.140369,-0.333071,-0.36552399999999996,34.5367,3.98306,0.374852
8,14,2,6,2,1,3,1,0.012499999999999995,2.2312447443181825e-09,,,,,,,2,,-0.0022462405068512602,-0.0007217315774586838,-0.031007004701780007,20,21,0.075,,,0.0001401689298628721,0.0023382580359967123,,-0.00224683,0.053503300000000004,0.0411564,-0.09417510000000001,-0.404577,34.5581,4.00448,0.35916
8,15,2,6,2,2,4,1,0.022499999999999996,2.231244744318181e-09,,,,,,,2,,0.0005936316342591493,0.004051640298456525,-0.04024181826556626,21,22,0.075,,,0.0001401689298628721,0.0023382580359966997,,-0.00266842,0.0310069,0.023851400000000002,-0.0767458,-0.429965,34.5769,4.0233,0.34292100000000003
8,16,2,1,2,0,1,0,0.022499999999999992,3.966657323232317e-09,,,,,,,1,,-0.0003679149414462908,0.0016484838532210846,-0.04230457461856104,22,23,0.1,,,0.0001401689298628721,0.002338258035996706,,0.0231945,0.138916,0.106858,-0.284837,-0.43404899999999996,34.5922,4.0385800000000005,0.325815
8,17,2,1,2,0,1,0,0.02499999999999999,3.966657323232323e-09,,,,,,,1,,-0.0006152185720697667,0.0019380883406684385,-0.044775398399232336,23,41,0.1,,,0.0001401689298628721,0.002338258035996706,,0.023344099999999996,0.133406,0.10262,-0.280005,-0.44024399999999997,34.5999,3.9411199999999997,0.299187
8,18,2,1,2,0,1,0,0.02749999999999999,3.966657323232323e-09,,,,,,,1,,-0.0008528099756798468,0.0021900046043894887,-0.04725129995644405,41,42,0.1,,,0.0001401689298628721,0.0023382580359967123,,0.023606099999999998,0.12789,0.09837689999999999,-0.27516999999999997,-0.44644700000000004,34.5984,3.93968,0.278519
8,19,2,1,3,0,1,0,0.029999999999999985,3.966657323232317e-09,,,,,,,1,,-0.0011164003322468121,0.0021842095057192897,-0.04973735839114672,42,43,0.1,,,0.0001401689298628721,0.002338258035996706,,0.0238016,0.12234500000000001,0.0941114,-0.270332,-0.45265900000000003,34.5797,3.9209300000000002,0.25445300000000004
8,20,2,1,2,0,1,0,0.03249999999999999,3.966657323232327e-09,,,,,,,1,,-0.0012253906003422078,0.0023339709330477327,-0.052230487476522175,43,44,0.1,,,0.0001401689298628721,0.002338258035996706,,0.0214139,0.116596,0.08968949999999999,-0.265491,-0.458633,34.5338,3.87508,0.225464
8,21,2,1,2,0,1,0,0.034999999999999996,3.966657323232338e-09,,,,,,,1,,-0.0013654202960972548,0.002464561528332497,-0.05472314424806734,44,45,0.1,,,0.0001401689298628721,0.0023382580359966928,,0.0188267,0.110804,0.0852337,-0.26064699999999996,-0.46461099999999994,34.4454,3.74836,0.188115
8,22,2,1,2,0,1,0,0.03749999999999999,3.966657323232317e-09,,,,,,,1,,-0.0018446700419755436,0.0023927787986135584,-0.0571757279715699,45,46,0.1,,,0.0001401689298628721,0.002338258035996706,,0.015280100000000001,0.104878,0.08067560000000001,-0.255801,-0.47058999999999995,34.3009,3.60391,0.146555
8,23,2,1,3,0,1,0,0.039999999999999994,3.966657323232327e-09,,,,,,,1,,-0.0022893173441838775,0.0025524499586858755,-0.059630680903354945,46,47,0.1,,,0.0001401689298628721,0.002338258035996706,,0.00966662,0.0986884,0.07591419999999999,-0.250952,-0.47656499999999996,34.0866,3.38961,0.101819
8,24,4,2,2,14,7,2,0.0125,1.5866629292929298e-08,,,,,,,2,,0.0020225424859373685,-2.476900181542729e-19,-0.008530536869268817,47,68,0.2,,,0.0001401689298628721,0.002338258035996706,,-0.0849834,0.184153,0.141656,-0.333071,-0.36541599999999996,33.8019,3.10485,0.06035650000000001
8,25,4,2,2,14,7,2,0.015000000000000001,1.5866629292929298e-08,,,,,,,2,,0.004045084971874737,-4.953800363085458e-19,-0.007061073738537633,68,69,0.2,,,0.0001401689298628721,0.0023382580359967123,,-0.0723764,0.18566400000000002,0.142818,-0.333071,-0.365302,33.4615,2.7865599999999997,0.029236500000000002
8,26,4,2,2,14,7,2,0.0175,1.5866629292929298e-08,,,,,,,2,,0.006067627457812106,-7.430700544628187e-19,-0.00559161060780645,69,70,0.2,,,0.0001401689298628721,0.002338258035996706,,-0.0522611,0.18804200000000001,0.144647,-0.333071,-0.365184,33.0974,2.42243,0.0111742
8,27,4,2,2,14,7,2,0.02,1.586662929292929e-08,,,,,,,2,,0.008090169943749474,-9.907600726170917e-19,-0.004122147477075266,70,71,0.2,,,0.0001401689298628721,0.002338258035996706,,-0.0188627,0.191948,0.147652,-0.333071,-0.365061,32.7358,2.0608299999999997,0.00327297
8,28,4,2,2,14,7,2,0.0225,1.586662929292929e-08,,,,,,,2,,0.010112712429686843,-1.2384500907713653e-18,-0.0026526843463440847,71,72,0.2,,,0.0001401689298628721,0.0023382580359966928,,0.0395837,0.198721,0.152863,-0.333071,-0.36493600000000004,32.3935,1.71858,0.000717492
8,29,3,1,2,13,2,0,0.0125,3.9666573232323245e-09,,,,,,,1,,0.0,0.0,-0.0075,72,73,0.1,,,0.0001401689298628721,0.0023382580359966928,,-0.103762,0.182042,0.140032,-0.333071,-0.365296,32.0763,1.46464,0.00011909799999999999
8,30,3,1,2,13,2,0,0.015,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.005,73,74,0.1,,,0.0001401689298628721,0.002338258035996706,,-0.10289200000000001,0.182258,0.140198,-0.333071,-0.36506,31.7867,1.17499,1.4241e-05
8,31,3,1,2,13,2,0,0.017499999999999998,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0025,74,103,0.1,,,0.0001401689298628721,0.002338258035996706,,-0.101983,0.182482,0.140371,-0.333071,-0.364818,31.5226,0.910942,1.1470200000000001e-06
8,32,3,1,2,13,2,0,0.019999999999999997,3.966657323232323e-09,,,,,,,1,,0.0,0.0,0.0,103,104,0.1,,,0.0001401689298628721,0.002338258035996706,,-0.10103,0.18271400000000002,0.140549,-0.333071,-0.36456900000000003,31.2826,0.670899,3.3027900000000004e-08
