"file"	"plant"	"root"	"order"	"parentroot"	"time"	"bran"	"apic"	"x1"	"y1"	"z1"	"x2"	"y2"	"z2"	"diameter1"	"diameter2"	"length"	"blength"	"surface"	"volume"	"orientation"	"growth"	"geodesic"
"1"	"DAP19"	1	1	1	0	1	"true"	"false"	0.20376	0.01644	-1.7537	0.30564	0.02466	-2.6306	2.02596237934921	1.9662161761994	0.882836741872471	0.882836741872471	5.53934891988818	2.76288384381094	173.351629917999	1.76557415628289	0.882836741872471
"2"	"DAP19"	1	1	1	0	1	"false"	"false"	0.30564	0.02466	-2.6306	0.40752	0.03288	-3.5074	1.9662161761994	1.90646997304959	0.882737414410424	1.76557415628289	5.37294330140456	2.59968353188747	173.350878453216	1.76557415628289	1.76557415628289
"3"	"DAP19"	1	1	1	0	2	"false"	"false"	0.40752	0.03288	-3.5074	0.5094	0.0411	-4.3843	1.90646997304959	1.84668771304814	0.882836741872471	2.64841089815537	5.20769901425267	2.44197177495821	173.351629917999	3.44316789589925	2.64841089815537
"4"	"DAP19"	1	1	1	0	2	"false"	"false"	0.5094	0.0411	-4.3843	0.531773409357425	0.042905157292089	-4.57685011115616	1.84668771304814	1.83357156288541	0.193854000075766	2.84226489823113	1.12129900203338	0.515541140100099	173.350878453216	3.44316789589925	2.84226489823113
"5"	"DAP19"	1	1	1	0	2	"false"	"false"	0.531773409357425	0.042905157292089	-4.57685011115616	0.61128	0.04932	-5.2611	1.83357156288541	1.78696175187559	0.688883414334658	3.53114831256579	3.92000417476093	1.77314685686815	173.350878453216	3.44316789589925	3.53114831256579
"6"	"DAP19"	1	1	1	0	2	"false"	"false"	0.61128	0.04932	-5.2611	0.10996	0.1834	-5.9201	1.78696175187559	1.81203925383943	0.838796869808179	4.36994518237397	4.74249808196198	2.13332810892529	141.780751343635	3.44316789589925	4.36994518237397
"7"	"DAP19"	1	1	1	0	2	"false"	"false"	0.10996	0.1834	-5.9201	-0.39136	0.31748	-6.5791	1.81203925383943	1.91716090779636	0.83879686980818	5.20874205218215	4.92315310078418	2.2910422379201	141.780751343635	3.44316789589925	5.20874205218215
"8"	"DAP19"	1	1	1	0	3	"false"	"false"	-0.39136	0.31748	-6.5791	-0.760613220279821	0.416238221844567	-7.0644206471762	1.91716090779636	1.99453360963205	0.617767964242601	5.82651001642475	3.80329571135923	1.85627266910839	141.776524976392	4.40936348680876	5.82651001642475
"9"	"DAP19"	1	1	1	0	3	"false"	"false"	-0.760613220279821	0.416238221844567	-7.0644206471762	-0.89268	0.45156	-7.238	1.99453360963205	2.02220666164212	0.220950342938064	6.04746035936281	1.39681281108673	0.699969218413826	141.776524976392	4.40936348680876	6.04746035936281
"10"	"DAP19"	1	1	1	0	3	"false"	"false"	-0.89268	0.45156	-7.238	-1.6374	0.87732	-7.5392	2.02220666164212	2.03120058480139	0.909175943368499	6.95663630273131	5.7888642428177	2.93304696925464	109.34703195098	4.40936348680876	6.95663630273131
