"file"	"plant"	"root"	"order"	"parentroot"	"time"	"bran"	"apic"	"x1"	"y1"	"z1"	"x2"	"y2"	"z2"	"diameter1"	"diameter2"	"length"	"blength"	"surface"	"volume"	"orientation"	"growth"	"geodesic"
"1"	"DAP15"	1	1	1	0	1	"true"	"false"	0.27026	-0.2429	-1.751	0.4054	-0.36434	-2.6265	3.73902155656648	3.73902155656648	0.894153646304706	0.894153646304706	10.5031602960815	9.81788568978048	11.7238793623774	17.9362816412294	0.894153646304706
"2"	"DAP15"	1	1	1	0	1	"false"	"false"	0.4054	-0.36434	-2.6265	0.54053	-0.48579	-3.502	3.73902155656648	3.73902155656648	0.894153493199014	1.78830713950372	10.5031584976282	9.81788400866653	11.7238320872296	17.9362816412294	1.78830713950372
"3"	"DAP15"	1	1	1	0	1	"false"	"false"	0.54053	-0.48579	-3.502	0.67566	-0.60724	-4.3774	3.73902155656648	3.73902155656648	0.894055579592231	2.68236271909595	10.5020083571445	9.81680890865117	11.7251342648958	17.9362816412294	2.68236271909595
"4"	"DAP15"	1	1	1	0	1	"false"	"false"	0.67566	-0.60724	-4.3774	0.8108	-0.72869	-5.2529	3.73902155656648	3.73902155656648	0.894155004515437	3.57651772361139	10.5031762502803	9.81790060305379	11.7242987344089	17.9362816412294	3.57651772361139
"5"	"DAP15"	1	1	1	0	1	"false"	"false"	0.8108	-0.72869	-5.2529	0.94593	-0.85013	-6.1284	3.73902155656648	3.73902155656648	0.894152134985987	4.47066985859738	10.5031425434024	9.81786909536802	11.7234126966121	17.9362816412294	4.47066985859738
"6"	"DAP15"	1	1	1	0	1	"false"	"false"	0.94593	-0.85013	-6.1284	1.0811	-0.97158	-7.0039	3.73902155656648	3.73902155656648	0.894159539120396	5.36482939771777	10.5032295159388	9.81795039341512	11.7256987590439	17.9362816412294	5.36482939771777
"7"	"DAP15"	1	1	1	0	1	"false"	"false"	1.0811	-0.97158	-7.0039	1.14964572571149	-1.03318490019163	-7.44810268586535	3.73902155656648	3.73902155656648	0.453662546802051	5.81849194451982	5.32893923665414	4.98125466987069	11.7211739431656	17.9362816412294	5.81849194451982
"8"	"DAP15"	1	1	1	0	1	"false"	"false"	1.14964572571149	-1.03318490019163	-7.44810268586535	1.18721758893261	-1.0669522993945	-7.69158282095114	3.73902155656648	3.73902155656648	0.248665354113173	6.06715729863299	2.92094326867231	2.73036746176838	11.7211739431656	17.9362816412294	6.06715729863299
"9"	"DAP15"	1	1	1	0	1	"false"	"false"	1.18721758893261	-1.0669522993945	-7.69158282095114	1.19167930697163	-1.07096223132861	-7.72049647115958	3.73902155656648	3.73902155656648	0.029529403149267	6.09668670178226	0.346866621867661	0.324235444104145	11.7211739431654	17.9362816412294	6.09668670178226
"10"	"DAP15"	1	1	1	0	1	"false"	"false"	1.19167930697163	-1.07096223132861	-7.72049647115958	1.2162	-1.093	-7.8794	3.73902155656648	3.73902155656648	0.162287581510549	6.25897428329281	1.90630826112834	1.78193192045491	11.7211739431657	17.9362816412294	6.25897428329281
"11"	"DAP15"	1	1	1	0	1	"false"	"false"	1.2162	-1.093	-7.8794	1.21320969741405	-1.08605172548197	-7.93856836814475	3.73902155656648	3.73901611209312	0.0596499473364928	6.3186242306293	0.700676562277449	0.654960715100274	7.28549517688475	17.9362816412294	6.3186242306293
"12"	"DAP15"	1	1	1	0	1	"false"	"false"	1.21320969741405	-1.08605172548197	-7.93856836814475	1.19343777337337	-1.04010963365825	-8.32979047592278	3.73901611209312	3.73898011315632	0.394406316373978	6.71303054700328	4.63285791008632	4.33056174099158	7.2854951768849	17.9362816412294	6.71303054700328
"13"	"DAP15"	1	1	1	0	1	"false"	"false"	1.19343777337337	-1.04010963365825	-8.32979047592278	1.1679	-0.98077	-8.8351	3.73898011315632	3.73893361628086	0.509422305277963	7.22245285228125	5.98381674593521	5.59330816910555	7.2854951768849	17.9362816412294	7.22245285228125
"14"	"DAP15"	1	1	1	0	1	"false"	"false"	1.1679	-0.98077	-8.8351	1.1197	-0.86852	-9.7908	3.73893361628086	3.73893361628086	0.963475890980153	8.1859287432614	11.3171866587325	10.578552410015	7.28424938737923	17.9362816412294	8.1859287432614
"15"	"DAP15"	1	1	1	0	1	"false"	"false"	1.1197	-0.86852	-9.7908	1.09327621534938	-0.806977799483858	-10.314451433574	3.73893361628086	3.73895489113329	0.52791711728618	8.71384586054758	6.20104105523062	5.79633670395299	7.28856364592743	17.9362816412294	8.71384586054758
