directoryN_,doVTP,verbosebase,PRate_,thresholdAux,RatiothresholdAux,UseRatiothresholdAux,Qmax_,thresholdSuc,GrRatio,maxLBud,budGR,L_dead_threshold,nodeD,thread,testTime,dtBefore,dtAfter,start_time,dt_write,dtSIM_write,doPrint,doDict,auxin_D,kss,kaa,CarbonCost,Klight,mainStemAux_mean
/CalibPart2_1/,False,False,0.0068,0,1,True,400.0,1.4,3,1.0,0.1,100.0,7,58,7,0.041666666666666664,0.020833333333333332,1670023774.222003,0,0.013888888888888888,True,False,0.0,0.01,5.0,1,0.005,2.489384625920268
