
5.030069227490135e-06,5.322590246427619e-07,6.516159479003109e-07,4.6415187068329146e-07,5.965960637312839e-07,4.3087263623697385e-07,4.6870181526171786e-07,5.290708161818604e-07,4.0659757629877054e-07,4.69289960756132e-07,4.777764617612162e-07,4.6239111345072324e-07,4.018009193612659e-07,4.858083761030453e-07,4.6174016388998563e-07,4.924431554823428e-07,6.375236770314427e-07,4.379692338255188e-07,4.308789085165982e-07,6.262918595330008e-07,5.11516766672802e-07,6.271090699177016e-07,4.934441551678324e-07,6.602962502302354e-07,5.341538862688253e-07,6.74293653233852e-07,6.668637217049012e-07,4.792202531753698e-07,7.014422887140283e-07,7.171338927459992e-07,4.826743134653558e-07,7.205443364036984e-07,4.846521339131486e-07,9.877696311904375e-07,0.0,0.0,0.0,0.00469490878919504,7.491413010442415e-06,0.0005500629501325355,0.0,0.0,0.0,0.0,7.539081019893978e-06,0.0003953021375355915,0.002750169429337465,0.002776302664122379,0.0027471697542941678,0.0027271084246346215
8.1988784863987e-06,8.57814395901258e-07,1.0942885417745679e-06,7.731885384367163e-07,9.818956028698804e-07,7.092155331328199e-07,7.634728497204651e-07,8.489725086484588e-07,6.532547084369611e-07,7.313617056168034e-07,7.444839270229863e-07,7.423517067333247e-07,6.323978407632043e-07,7.672883013658454e-07,7.302225351118959e-07,7.810773019522103e-07,1.0228918684957706e-06,7.007351625195304e-07,6.891256679706153e-07,9.861975948954258e-07,8.087068495972765e-07,9.850039006997516e-07,7.748285890906496e-07,1.051706215708575e-06,8.525200088114637e-07,1.069744057327714e-06,1.0576838871169043e-06,7.696143320539193e-07,1.119207848050379e-06,1.1487606877219225e-06,7.738361833938711e-07,1.1532162828282248e-06,7.763278437198888e-07,1.5717370079975137e-06,0.0,0.0,0.0,0.008294878221135187,1.2103087300500717e-05,0.0010022675962146237,0.0,0.0,0.0,0.0,1.2066794899150422e-05,0.0007020167121937727,0.004886744620025655,0.004933150214372902,0.004876444439459568,0.004840856941785661
1.1389042533832581e-05,1.1856912481594713e-06,1.5403424109897504e-06,1.0846011259375277e-06,1.3701426691210354e-06,9.895624452597296e-07,1.0604912422885854e-06,1.1711049432829566e-06,9.017839021193739e-07,9.953854913547675e-07,1.0131752544164324e-06,1.0244266039895773e-06,8.645705071892092e-07,1.0508771809930388e-06,1.0007225336862118e-06,1.0716804097489089e-06,1.4111503221178834e-06,9.654698859474282e-07,9.493115004244585e-07,1.3487771174514946e-06,1.1081120270331232e-06,1.3453984185276012e-06,1.0582997271516454e-06,1.446034642552824e-06,1.1732609479255683e-06,1.4681281107644312e-06,1.4514076837250867e-06,1.0619971380332238e-06,1.539866912032311e-06,1.5835943354266635e-06,1.0671624332094585e-06,1.589098245286852e-06,1.0701690079728839e-06,2.1603494271806795e-06,0.0,0.0,0.0,0.011923004674027075,1.6796717699089168e-05,0.0014577965812157625,0.0,0.0,0.0,0.0,1.6688982333929874e-05,0.0010113065167264314,0.007041991420900496,0.007108837598522865,0.007022984931715297,0.006971752082190211
1.4594361175571831e-05,1.5152087282524914e-06,1.9889569286235225e-06,1.3977926339665781e-06,1.7605226383721578e-06,1.271340018077836e-06,1.3591059562057717e-06,1.49469784931653e-06,1.1515998128472844e-06,1.2606165721671211e-06,1.2830918290434356e-06,1.3079709562669241e-06,1.0977107197197757e-06,1.3358614920305333e-06,1.2725654199940359e-06,1.363545489924671e-06,1.8014281407698206e-06,1.2315739320045768e-06,1.2108457243073747e-06,1.71312438501045e-06,1.4090036850157386e-06,1.7073791851012873e-06,1.3431408524017357e-06,1.8423770960242862e-06,1.4956510511175876e-06,1.86851099708509e-06,1.8471096765388972e-06,1.3557359759042476e-06,1.962468406127418e-06,2.0206819694849832e-06,1.3620139703017704e-06,2.027230536244468e-06,1.3655323699303038e-06,2.752261392823744e-06,0.0,0.0,0.0,0.015575637196892232,2.1563868363454656e-05,0.001916241087522999,0.0,0.0,0.0,0.0,2.139769810102543e-05,0.0013228685023496684,0.009213800627755973,0.009301235385994141,0.00918468821603547,0.009117706314307703
1.7813655591261583e-05,1.8462073571164108e-06,2.4399756072388756e-06,1.7126503296867297e-06,2.152880159765764e-06,1.5544384419376791e-06,1.659192339539519e-06,1.819601470400287e-06,1.4025896557563443e-06,1.526909265981593e-06,1.5540852337154965e-06,1.5928609672398422e-06,1.3316995650103341e-06,1.6221031366222216e-06,1.545620726436517e-06,1.6565351812999068e-06,2.1935585634502317e-06,1.498932484236183e-06,1.473615198688884e-06,2.0790643875690056e-06,1.7112414215291962e-06,2.0707688271180254e-06,1.629213489988494e-06,2.2405604134381156e-06,1.819551561029327e-06,2.270713399032942e-06,2.244612342551578e-06,1.6507095788989626e-06,2.3868294668410844e-06,2.4598420359568765e-06,1.658269099446735e-06,2.467430197633733e-06,1.6622953737857014e-06,3.347217168644455e-06,0.0,0.0,0.0,0.019251975346491666,2.6402472437926784e-05,0.002377529313417792,0.0,0.0,0.0,0.0,2.6190861314367327e-05,0.00163664164903635,0.011401749799417722,0.011509916931945132,0.011361130473589649,0.01127829904455231
2.1046288994492333e-05,2.178599855602572e-06,2.893315209331943e-06,2.02911411019101e-06,2.5471315546538947e-06,1.8387980478415153e-06,1.960682935474424e-06,2.1457331551793263e-06,1.6546919538058923e-06,1.7941829195709814e-06,1.8260732885179552e-06,1.8790293415692074e-06,1.566470985658576e-06,1.909526397824702e-06,1.8198169872431061e-06,1.9505736077835136e-06,2.5874511171968545e-06,1.7674831987239733e-06,1.737558485203464e-06,2.446501239061643e-06,2.0147484959239493e-06,2.4354693508213676e-06,1.9164416799699663e-06,2.6404904558531135e-06,2.144887139444379e-06,2.6746376081891478e-06,2.6438189482902415e-06,1.946851792795376e-06,2.812850010735438e-06,2.900976240125718e-06,1.9558619745505864e-06,2.9095981215717755e-06,1.9603916735294956e-06,3.945078648124014e-06,0.0,0.0,0.0,0.02295155340512637,3.131152159263182e-05,0.00284162961266494,0.0,0.0,0.0,0.0,3.1067385137278304e-05,0.0019525933373761308,0.01360561399912761,0.013734654968897702,0.013552085279266326,0.013453305634362152
2.429114086070651e-05,2.5122352477356933e-06,3.3488277857835105e-06,2.3470772977596705e-06,2.943129780474178e-06,2.124314776617934e-06,2.2634596672916067e-06,2.4729509010341303e-06,1.9077998116459838e-06,2.0622993510467948e-06,2.0989152143196273e-06,2.16635866114317e-06,1.801912127835975e-06,2.198000211622074e-06,2.0950303823902176e-06,2.2455303253923365e-06,2.982947512814626e-06,2.037117040403442e-06,2.002568141337795e-06,2.8152686772268424e-06,2.319391535142464e-06,2.801312172084619e-06,2.2046938233139837e-06,3.0420026642899434e-06,2.47152592644432e-06,3.0801131737753055e-06,3.0445607495433406e-06,2.2440473333734828e-06,3.2403561739880183e-06,3.3439120052303965e-06,2.254676917905943e-06,3.3535603864357595e-06,2.2597047662066446e-06,4.545602733886975e-06,0.0,0.0,0.0,0.02667360953760871,3.628907637386914e-05,0.0033084747053912654,0.0,0.0,0.0,0.0,3.6025292787322796e-05,0.002270665386302017,0.015824990167625258,0.01597504242682057,0.015757148786812926,0.015642325310017708
2.7549494390657702e-05,2.8472777329738447e-06,3.8066859840862664e-06,2.6666638919901318e-06,3.341041804741918e-06,2.411104822282837e-06,2.5676556700234843e-06,2.8014078647773807e-06,2.162032118550183e-06,2.3314068788551107e-06,2.3727620615361235e-06,2.4549808270110163e-06,2.038143235051331e-06,2.487668985355706e-06,2.371397652743809e-06,2.541546611641409e-06,3.3802266315197055e-06,2.3079571086872275e-06,2.2687654473694977e-06,3.1855505658896923e-06,2.625318888323119e-06,3.1684800770925242e-06,2.4941152228765956e-06,3.445282620470215e-06,2.7996170772318196e-06,3.4873313200416064e-06,3.4470270422327382e-06,2.542425186449707e-06,3.6695409666609385e-06,3.7888459178219392e-06,2.5548458916775868e-06,3.799514879212552e-06,2.5603674063266737e-06,5.149068008681837e-06,0.0,0.0,0.0,0.030418874964009326,4.13378272063594e-05,0.0037781697431176404,0.0,0.0,0.0,0.0,4.1066991487271295e-05,0.002590927039360834,0.0180603626741918,0.018231568042302634,0.017976802274629517,0.017845836000016508
3.082052978195282e-05,3.1836251776825676e-06,4.26679161471957e-06,2.987802149377774e-06,3.7407681214155837e-06,2.6990963567058906e-06,2.8731896542515093e-06,3.1310040910088374e-06,2.4173141659276063e-06,2.601407077695231e-06,2.6475135464814093e-06,2.7448124543050534e-06,2.2750831096391317e-06,2.7784385353009877e-06,2.6488298638737327e-06,2.838527786825319e-06,3.7791747665872936e-06,2.579924634257546e-06,2.5360727818613592e-06,3.5572257136739485e-06,2.9324334527575688e-06,3.5368492014139774e-06,2.7846095341169334e-06,3.850210156182286e-06,3.1290643609969994e-06,3.896167152318125e-06,3.851094180525597e-06,2.84190070384505e-06,4.100276512691759e-06,4.235651664417752e-06,2.856284252878866e-06,4.247334191011214e-06,2.862294273323e-06,5.755296662649719e-06,0.0,0.0,0.0,0.03418684715689613,4.645668835072401e-05,0.004250675684418694,0.0,0.0,0.0,0.0,4.6191284294650564e-05,0.002913342750707412,0.02031148554381838,0.020503983303931106,0.020210799442025914,0.020063593339242534
3.410309048097217e-05,3.521112995781097e-06,4.72898309182204e-06,3.3103764027668565e-06,4.142149460229416e-06,2.988177664377657e-06,3.179934862786097e-06,3.461588312489587e-06,2.6735320032937595e-06,2.8721537449450386e-06,2.923020718211898e-06,3.0357297014903745e-06,2.512612977963676e-06,3.070171358267473e-06,2.9271971042343475e-06,3.136337568972667e-06,4.179626304789013e-06,2.8529059486314125e-06,2.804378138331066e-06,3.930121370541774e-06,3.240596636960694e-06,3.906244870484342e-06,3.076040381473299e-06,4.2566148896413625e-06,3.45973124346396e-06,4.30644448891093e-06,4.256587747869935e-06,3.1423548359782603e-06,4.532383300425531e-06,4.684151054913827e-06,3.1588725568300257e-06,4.6968388242426104e-06,3.1653651242845873e-06,6.364037745342277e-06,0.0,0.0,0.0,0.03797669787568881,5.164341801716025e-05,0.004725916215598602,0.0,0.0,0.0,0.0,5.139599561770579e-05,0.0032378482343519226,0.022577913299092575,0.022791838324833703,0.022458694021603286,0.022295154438806954
