"file"	"plant"	"root"	"order"	"parentroot"	"time"	"bran"	"apic"	"x1"	"y1"	"z1"	"x2"	"y2"	"z2"	"diameter1"	"diameter2"	"length"	"blength"	"surface"	"volume"	"orientation"	"growth"	"geodesic"
"1"	"DAP15"	1	1	1	0	1	"true"	"false"	0.20546	0.35406	-1.907	0.30819	0.53109	-2.8605	4.29500951885467	4.34919492546129	0.975220653903515	0.975220653903515	13.2469325410043	14.3083161786272	12.1152398139832	18.1801192979247	0.975220653903515
"2"	"DAP15"	1	1	1	0	1	"false"	"false"	0.30819	0.53109	-2.8605	0.41107	0.70811	-3.8139	4.34919492546129	4.40333517706588	0.975136880032747	1.95035753393626	13.4117777845649	14.6679100226281	12.12030372078	18.1801192979247	1.95035753393626
"3"	"DAP15"	1	1	1	0	1	"false"	"false"	0.41107	0.70811	-3.8139	0.5138	0.88514	-4.7673	4.40333517706588	4.45756573867452	0.9751228813847	2.92548041532096	13.5776604856879	15.0331648630059	12.1164730082814	18.1801192979247	2.92548041532096
"4"	"DAP15"	1	1	1	0	1	"false"	"false"	0.5138	0.88514	-4.7673	0.61653	1.0622	-5.7208	4.45756573867452	4.51175114528114	0.975226100194206	3.90070651551517	13.7452323695881	15.4049121097587	12.1167303463217	18.1801192979247	3.90070651551517
"5"	"DAP15"	1	1	1	0	1	"false"	"false"	0.61653	1.0622	-5.7208	0.7194	1.2392	-6.6742	4.51175114528114	4.56584290893872	0.975132194576715	4.87583871009188	13.9098071516995	15.7775672583739	12.1190216966515	18.1801192979247	4.87583871009188
"6"	"DAP15"	1	1	1	0	1	"false"	"false"	0.7194	1.2392	-6.6742	0.82213	1.4162	-7.6277	4.56584290893872	4.61979554038229	0.975215208505282	5.85105391859716	14.0765356125781	16.1567514708141	12.113749328628	18.1801192979247	5.85105391859716
"7"	"DAP15"	1	1	1	0	1	"false"	"false"	0.82213	1.4162	-7.6277	0.92486	1.5934	-8.5812	4.61979554038229	4.67414535585315	0.975251528017261	6.82630544661443	14.2431142251654	16.540601272331	12.1236867842999	18.1801192979247	6.82630544661443
"8"	"DAP15"	1	1	1	0	1	"false"	"false"	0.92486	1.5934	-8.5812	1.0276	1.7704	-9.5347	4.67414535585315	4.72816635359552	0.975216261964494	7.80152170857892	14.4086061651752	16.9279704977225	12.1140376912556	18.1801192979247	7.80152170857892
"9"	"DAP15"	1	1	1	0	1	"false"	"false"	1.0276	1.7704	-9.5347	1.1305	1.9475	-10.488	4.72816635359552	4.78258009020376	0.975055747124234	8.77657745570315	14.572461808249	17.3178224268123	12.126088715144	18.1801192979247	8.77657745570315
"10"	"DAP15"	1	1	1	0	1	"false"	"false"	1.1305	1.9475	-10.488	1.2332	2.1245	-11.442	4.78258009020376	4.83653716680876	0.975700922414241	9.75227837811739	14.7481575010224	17.7264429878751	12.1067232246145	18.1801192979247	9.75227837811739
