directoryN_,doVTP,verbosebase,PRate_,thresholdAux,RatiothresholdAux,UseRatiothresholdAux,Qmax_,thresholdSuc,useLength,GrRatio,CarbonCost,maxLBud[0],maxLBudDormant[0],maxLBudDormant[1],maxLBudDormant[2],budGR,L_dead_threshold,nodeD,thread,testTime,dtBefore,dtAfter,start_time,dt_write,dtSIM_write,doPrint,doDict,auxin_D,kss,kaa,fileparam,doMemAux,doDiffLights,Klight,BerthLim,PRBA,PRBD,GrRatioLats,betaMeso,mainStemAux_mean
/masterI_20230606_WTD_low/,2,False,0.0068,0,1,True,0.00032,1,2,10,2,1.0,0.15,0.15,0.15,1.8,2000.0,7,1,9,0.041666666666666664,0.020833333333333332,1776758191.944688,0,0.020833333333333332,True,False,0.0,0.2,1,UQ_1LeafRS,3,False,0.0,3.0,0,0,5,3,np.float64(10.18091604254446)
