plot,Depth,RLD
3,-20,0.728832544760048
3,-40,1.94053429114859
3,-20,0.700576418252983
3,-40,0.320349120518101
3,-20,0.8363564770423
3,-40,1.17998082273606
3,-20,2.111933288272
3,-40,
1,-20,1.21196142540516
1,-40,0.839435528239307
1,-20,2.33881934074225
1,-40,0.532242796736721
1,-20,1.00637078139491
1,-40,0.279625728971816
1,-20,
1,-40,
