facility,plot,Depth,pRLD,pRCD,pRVD
RUT,1,-40,0.071444244660194,2,4.94966940713462E-06
RUT,1,-40,1.16059231262136,14.75,0.000968617214369873
RUT,1,-40,0.486875025970873,10,7.16800205765025E-05
RUT,1,-40,1.26707201966019,10.75,0.00079159116113288
RUT,1,-40,1.43244830315534,13,0.000848665904837392
RUT,1,-40,1.70735224878641,10.5,0.00110644202421099
RUT,1,-40,0.912677169902913,10,0.000232790158632257
RUT,1,-40,0.132362389320388,3.5,6.83031139754028E-06
RUT,1,-40,0.274232442233007,2.75,0.000288494123411655
RUT,1,-40,0.988343472330095,6.75,0.000280957770856535
RUT,1,-40,0.377267333252425,4.5,0.000091214726352053
RUT,1,-40,0.118582145873786,1,2.13114528136945E-05
RUT,1,-40,0.207420564805825,1,0.000171360342972902
RUT,1,-40,0.354597658009707,7,4.76579012697132E-05
RUT,1,-40,0.462684017475728,5.5,0.000140618943621097
RUT,1,-40,1.36393688883495,18.5,0.00043791326774208
RUT,1,-40,0.505568531796115,6.75,0.000124155100284426
RUT,1,-40,0.136602204368932,1,0.000107579297348286
RUT,1,-40,0.99197494975728,8,8.61052904460583E-05
RUT,1,-40,0.486261487621358,5.5,0.000141088826283235
RUT,1,-40,0.595788344174755,4.5,9.77126380914445E-05
RUT,1,-40,0.357602445873785,4,2.77950364317893E-05
RUT,1,-40,1.79253285169903,10,0.00143857736193189
RUT,1,-40,1.02411013640776,9.5,0.000382503627318625
RUT,1,-40,0.217247807524272,3,0.000076000325891325
RUT,1,-40,0.34575037791262,7.75,7.83469381055377E-05
RUT,1,-40,0.396085262864078,4.25,8.37546474190258E-05
RUT,1,-40,0.0388480155339805,1.5,1.75910029883951E-06
RUT,1,-40,0.312079778155337,4.5,0.000081822225789241
RUT,1,-40,0.515791794174755,2,0.000166857565157857
RUT,1,-40,0.55212933737864,8.25,0.000128847739044381
RUT,1,-40,0.800674042233008,11.5,0.000150512143364948
RUT,1,-40,0.401307282038832,5.5,8.35879137009975E-05
RUT,1,-40,1.90407299296117,23,0.000878993782927483
RUT,1,-40,0.756777010194172,9,0.000246927498157134
RUT,1,-40,1.05517238883495,10.25,0.000424095204272887
RUT,1,-40,0.859025570631067,6,0.000207001294726176
RUT,1,-40,3.946482559466,24.5,0.00170965758303492
RUT,1,-40,0.572360200242717,7.5,0.000101558577661438
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.0284843055825242,1.5,8.43492178284237E-08
RUT,1,-60,0.809856417475727,9.5,0.000878671071987557
RUT,1,-60,1.138664575,9.5,0.00056776102700194
RUT,1,-60,0.862603478883495,10,0.000496882056917235
RUT,1,-60,1.06619893398058,5,0.000873118988932275
RUT,1,-60,0.00248607791262136,0.5,7.36190397967652E-09
RUT,1,-60,0.254049860436892,3,8.74267992586437E-05
RUT,1,-60,0,0,0
RUT,1,-60,0.5149441184466,8,5.99710193442642E-05
RUT,1,-60,1.38777770703883,15.5,0.000406448624717335
RUT,1,-60,2.06828988446602,9.5,0.00164491549067105
RUT,1,-60,1.72122161213592,7,0.00112360642815772
RUT,1,-60,0.0360430764563105,0.5,1.06732645939928E-07
RUT,1,-60,0,0,0
RUT,1,-60,0,0,0
RUT,1,-60,0.47799447305825,3.5,0.000184877042158517
RUT,1,-60,0.259810798543687,2.5,4.84151230650473E-05
RUT,1,-60,0.361473594902913,1.5,0.000525261848515913
RUT,1,-60,0.54337739368932,2.5,0.000742328495426807
RUT,1,-60,0,0,0
RUT,1,-60,0.769099927427183,3.5,0.00055190579467607
RUT,1,-60,0.35247800436893,3,0.000154765555846748
RUT,1,-60,0.859524281796115,10.5,7.38686216349095E-05
RUT,1,-60,0.241054932038835,1.5,0.000100254250482966
RUT,1,-60,0.94687556868932,7.5,0.000664342240026098
RUT,1,-60,0.118869467718447,1.5,4.25544923663458E-05
RUT,1,-60,0.366704492718445,3,0.000184131871321703
RUT,1,-60,0.394137596359223,4,0.000129085205088279
RUT,1,-60,1.07852726262136,11.75,0.00112362751528652
RUT,1,-60,0.839263315776697,8.25,0.000674185657121357
RUT,1,-60,0.130201091990291,1,9.51280949743165E-05
RUT,1,-60,1.24321978398058,15.75,0.000707447816064305
RUT,1,-60,0.32006682621359,4,0.000277236715041357
RUT,1,-60,0.00717387111650485,0.5,2.12436429684633E-08
RUT,1,-60,0.6006897684466,4.5,0.000684042341617118
RUT,1,-60,0,0,0
RUT,1,-60,1.21302389296116,6.25,0.000589351418501373
RUT,1,-60,0.911668837621358,14.5,0.000592487349963898
RUT,1,-80,0.0137445186893204,0.5,4.07009886732915E-08
RUT,1,-80,0,0,0
RUT,1,-80,0.178158807038835,5.5,9.45260851207575E-05
RUT,1,-80,0.90790608883495,12,0.00060517794533035
RUT,1,-80,0.0618390036407765,0.5,1.83120897076763E-07
RUT,1,-80,0,0,0
RUT,1,-80,0.0091501177184466,0.5,2.70958077818155E-08
RUT,1,-80,0.0143060983009709,0.5,4.2363968081689E-08
RUT,1,-80,0.0932561395631068,1,2.76154965970455E-07
RUT,1,-80,0.40938894805825,2.5,0.000834674867341522
RUT,1,-80,0,0,0
RUT,1,-80,0.227631726213592,3.5,3.25104986641217E-05
RUT,1,-80,0,0,0
RUT,1,-80,0.37948477475728,6.25,0.000265981107360073
RUT,1,-80,1.37005017160194,7.5,0.00144071733443234
RUT,1,-80,0.280632836407765,5,5.53598327981278E-05
RUT,1,-80,0.46287896237864,0.5,0.000243295820610958
RUT,1,-80,0.43131220291262,5.5,0.000454762654296085
RUT,1,-80,0.905314272572815,13.75,0.000208916468781315
RUT,1,-80,0.238530169660194,3.25,0.000116204164040515
RUT,1,-80,0.00468779320388348,0.5,1.38817392175722E-08
RUT,1,-80,0.417806217233008,5,0.000101893685398091
RUT,1,-80,0.0701288893203883,0.5,0.00003008441124613
RUT,1,-80,0.540779237864078,5.5,0.000810157232925972
RUT,1,-80,0.295910526699028,2.5,0.000364450981915197
RUT,1,-80,0.442846127427183,2.5,0.00031449935846991
RUT,1,-80,0,0,0
RUT,1,-80,0.201599507524272,1.5,0.000245904743668364
RUT,1,-80,0.16338033592233,1.5,0.00003604611164774
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.370692202669902,5,0.00042375473869045
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0,0,0
RUT,1,-80,0.0564403046116502,1,1.67133986347917E-07
RUT,1,-80,0.0878152888349513,1,2.60043233351055E-07
RUT,1,-80,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0.00941008567961165,0.5,2.78656384440027E-08
RUT,1,-120,0.103672823786408,1,3.07001396734957E-07
RUT,1,-120,0.0688963140776697,3,2.04019374006499E-07
RUT,1,-120,0.0043445376213592,0.5,1.28652723873392E-08
RUT,1,-120,0.0154709016990291,0.5,4.58132447537215E-08
RUT,1,-120,0,0,0
RUT,1,-120,0.0249857099514563,1,7.39889935912628E-08
RUT,1,-120,0.0141050237864077,0.5,4.17685355079538E-08
RUT,1,-120,0,0,0
RUT,1,-120,0.0040185313106796,0.5,1.18998855615355E-08
RUT,1,-120,0.0081447449029126,0.5,2.41186453707101E-08
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0.00519047961165048,0.5,1.53703203087322E-08
RUT,1,-120,0.00607806577669903,0.5,1.79986865429334E-08
RUT,1,-120,0,0,0
RUT,1,-120,0.0479320949029125,1.25,0.000036969630292836
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0.00630353470873785,0.5,1.86663569674768E-08
RUT,1,-120,0.0411675177184465,0.75,2.98240947343205E-05
RUT,1,-120,0,0,0
RUT,1,-120,0.0128497876213592,0.5,3.80514645927115E-08
RUT,1,-120,0.0129747194174757,1.5,3.842141884478E-08
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0,0,0
RUT,1,-120,0.155463511650485,2,6.00224838038228E-05
RUT,1,-10,1.13288761334951,15.75,0.000389601585348855
RUT,1,-10,0.667744661893203,13.25,0.000166872346871634
RUT,1,-10,0.142596982281553,2,4.22265653498082E-07
RUT,1,-10,1.29055804150485,24.75,0.000188508743200726
RUT,1,-10,4.02035099320388,43.75,0.00120477153617624
RUT,1,-10,0.144553527427184,2,2.37675702812779E-05
RUT,1,-10,0.501583781310677,5,0.000158351561451534
RUT,1,-10,1.01789348009709,10,0.000228911868443353
RUT,1,-10,9.32049551771842,76.25,0.00519996075283305
RUT,1,-10,4.6121992264563,32,0.00245094029250535
RUT,1,-10,3.14156959466017,16,0.00174280207889711
RUT,1,-10,3.9771075330097,33.75,0.00122997807264715
RUT,1,-10,0.353253215048542,6.5,2.14825845336941E-05
RUT,1,-10,3.36317990728155,36.75,0.00111220068971184
RUT,1,-10,0.81844322184466,14.75,0.000465573226066757
RUT,1,-10,3.16322226917475,41.25,0.000556970138871372
RUT,1,-10,0.856458148786407,16.5,0.00122103354370442
RUT,1,-10,4.21245826577668,39.25,0.00201587189076
RUT,1,-10,1.41689584733009,35,0.000408894275702667
RUT,1,-10,1.1465594565534,17.5,0.000333696694037028
RUT,1,-10,0.109050088106796,3.5,1.74456717775803E-05
RUT,1,-10,6.38553217233008,55.75,0.0039970661096287
RUT,1,-10,0.656270138349513,7.5,0.000515768871334285
RUT,1,-10,1.13021597669903,17.75,0.000446866596027185
RUT,1,-10,0.41148052961165,3,9.90056335065848E-05
