node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 1 1 0.0000 0.0000 -3.0000 -0.0115 -0.0000 -3.9999 0.0900 0.3333 14.0000 1 2 1  
0 1132 6 0.0000 0.0000 -3.0000 -0.0100 -0.0001 -2.0000 0.2000 0.6667 14.0000 1 3 6  
1 2 1 -0.0115 -0.0000 -3.9999 -0.0314 0.2620 -4.9648 0.0900 0.6667 14.0000 1 2 1  
1152 1153 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1153 1154 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1154 1155 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1155 1156 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1156 1157 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1157 1158 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1158 1159 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1159 1160 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1160 1161 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1161 1162 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1162 1163 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1163 1164 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1164 1165 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1165 1166 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1166 1167 6 0.6060 -0.2016 17.9828 0.6060 -0.2016 17.9828 0.2000 0.6667 14.0000 1 3 6  
1132 1171 198 -0.0100 -0.0001 -2.0000 0.2770 0.6970 -1.3431 0.0700 0.8687 13.3333 2 4 198  
