node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 1 1 0.0000 0.0000 -3.0000 -0.1391 0.0022 -3.9903 0.0900 0.2500 14.0000 1 2 1  
1 2 1 -0.1391 0.0022 -3.9903 -0.2057 -0.2730 -4.9494 0.0900 0.5000 14.0000 1 2 1  
0 941 3 0.0000 0.0000 -3.0000 -0.0021 0.0040 -2.0000 0.2000 0.6667 14.0000 1 3 3  
961 962 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
962 963 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
963 964 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
964 965 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
965 966 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
966 967 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
967 968 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
968 969 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
969 970 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
970 971 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
971 972 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
972 973 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
973 974 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
974 975 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
975 976 3 -0.6473 0.7501 17.9719 -0.6473 0.7501 17.9719 0.2000 0.6667 14.0000 1 3 3  
2 3 1 -0.2057 -0.2730 -4.9494 -0.2795 -0.5469 -5.9083 0.0900 0.7500 14.0000 1 2 1  
941 980 152 -0.0021 0.0040 -2.0000 0.3839 0.6334 -1.3256 0.0700 0.8687 13.3333 2 4 152  
3 4 1 -0.2795 -0.5469 -5.9083 -0.4195 -0.5756 -6.3874 0.0900 0.8750 14.0000 1 2 1  
4 5 1 -0.4195 -0.5756 -6.3874 -0.4296 -0.6033 -6.8866 0.0900 1.0000 14.0000 1 2 1  
980 981 152 0.3839 0.6334 -1.3256 0.7488 1.3453 -0.7256 0.0700 1.0749 13.3333 2 4 152  
5 6 1 -0.4296 -0.6033 -6.8866 -0.4950 -0.6788 -7.3765 0.0900 1.1250 14.0000 1 2 1  
6 7 1 -0.4950 -0.6788 -7.3765 -0.5720 -0.7542 -7.8647 0.0900 1.2500 14.0000 1 2 1  
981 982 152 0.7488 1.3453 -0.7256 1.1272 2.0550 -0.1314 0.0700 1.2854 13.3333 2 4 152  
960 961 3 -0.5877 0.6965 16.9751 -0.6473 0.7501 17.9719 0.2000 1.3333 14.0000 1 3 3  
945 946 3 -0.0881 0.0671 1.9985 -0.1134 0.0883 2.9979 0.2000 1.3333 14.0000 1 3 3  
950 951 3 -0.2247 0.2037 6.9945 -0.2554 0.2382 7.9934 0.2000 1.3333 14.0000 1 3 3  
955 956 3 -0.3938 0.4393 11.9859 -0.4230 0.4946 12.9840 0.2000 1.3333 14.0000 1 3 3  
7 8 1 -0.5720 -0.7542 -7.8647 -0.5766 -0.7707 -8.3645 0.0900 1.3750 14.0000 1 2 1  
8 9 1 -0.5766 -0.7707 -8.3645 -0.5705 -0.8096 -8.8629 0.0900 1.5000 14.0000 1 2 1  
982 983 152 1.1272 2.0550 -0.1314 1.4923 2.8022 0.4241 0.0700 1.5005 13.3333 2 4 152  
9 10 1 -0.5705 -0.8096 -8.8629 -0.6683 -0.7981 -9.3531 0.0900 1.6250 14.0000 1 2 1  
983 984 152 1.4923 2.8022 0.4241 1.8268 3.5953 0.9330 0.0700 1.7203 13.3333 2 4 152  
10 11 1 -0.6683 -0.7981 -9.3531 -0.7508 -0.7687 -9.8454 0.0900 1.7500 14.0000 1 2 1  
11 12 1 -0.7508 -0.7687 -9.8454 -0.7517 -0.7103 -10.3419 0.0900 1.8750 14.0000 1 2 1  
984 985 152 1.8268 3.5953 0.9330 2.1637 4.3977 1.4256 0.0700 1.9450 13.3333 2 4 152  
12 13 1 -0.7517 -0.7103 -10.3419 -0.7520 -0.7112 -10.8419 0.0900 2.0000 14.0000 1 2 1  
956 957 3 -0.4230 0.4946 12.9840 -0.4514 0.5422 13.9824 0.2000 2.0000 14.0000 1 3 3  
941 942 3 -0.0021 0.0040 -2.0000 -0.0176 0.0096 -1.0001 0.2000 2.0000 14.0000 1 3 3  
946 947 3 -0.1134 0.0883 2.9979 -0.1360 0.1129 3.9974 0.2000 2.0000 14.0000 1 3 3  
951 952 3 -0.2554 0.2382 7.9934 -0.2900 0.2861 8.9917 0.2000 2.0000 14.0000 1 3 3  
13 14 1 -0.7520 -0.7112 -10.8419 -0.6963 -0.5754 -11.3199 0.0900 2.1250 14.0000 1 2 1  
985 986 152 2.1637 4.3977 1.4256 2.5087 5.2272 1.8649 0.0700 2.1749 13.3333 2 4 152  
14 15 1 -0.6963 -0.5754 -11.3199 -0.5760 -0.4942 -11.7984 0.0900 2.2500 14.0000 1 2 1  
3 110 4 -0.2795 -0.5469 -5.9083 -0.5420 0.3203 -6.3315 0.0300 2.3214 12.2500 2 2 4  
15 16 1 -0.5760 -0.4942 -11.7984 -0.6017 -0.4165 -12.2916 0.0900 2.3750 14.0000 1 2 1  
986 987 152 2.5087 5.2272 1.8649 2.9028 6.0579 2.2580 0.0700 2.4102 13.3333 2 4 152  
4 117 5 -0.4195 -0.5756 -6.3874 0.4082 -0.1898 -6.7951 0.0300 2.4464 12.1250 2 2 5  
16 17 1 -0.6017 -0.4165 -12.2916 -0.7017 -0.3396 -12.7755 0.0900 2.5000 14.0000 1 2 1  
5 124 6 -0.4296 -0.6033 -6.8866 -0.3978 0.2601 -7.3901 0.0300 2.5714 12.0000 2 2 6  
17 18 1 -0.7017 -0.3396 -12.7755 -0.7569 -0.3175 -13.2719 0.0900 2.6250 14.0000 1 2 1  
987 988 152 2.9028 6.0579 2.2580 3.3078 6.8951 2.6256 0.0700 2.6512 13.3333 2 4 152  
957 958 3 -0.4514 0.5422 13.9824 -0.4798 0.5898 14.9809 0.2000 2.6667 14.0000 1 3 3  
942 943 3 -0.0176 0.0096 -1.0001 -0.0398 0.0253 -0.0005 0.2000 2.6667 14.0000 1 3 3  
947 948 3 -0.1360 0.1129 3.9974 -0.1596 0.1417 4.9967 0.2000 2.6667 14.0000 1 3 3  
952 953 3 -0.2900 0.2861 8.9917 -0.3301 0.3331 9.9898 0.2000 2.6667 14.0000 1 3 3  
6 131 7 -0.4950 -0.6788 -7.3765 -1.1959 -1.3433 -7.6359 0.0300 2.6964 11.8750 2 2 7  
18 19 1 -0.7569 -0.3175 -13.2719 -0.7919 -0.3321 -13.7705 0.0900 2.7500 14.0000 1 2 1  
7 138 8 -0.5720 -0.7542 -7.8647 -0.2770 0.1346 -8.2155 0.0300 2.8214 11.7500 2 2 8  
19 20 1 -0.7919 -0.3321 -13.7705 -0.7325 -0.2314 -14.2566 0.0900 2.8750 14.0000 1 2 1  
110 111 4 -0.5420 0.3203 -6.3315 -1.0097 1.1240 -6.6993 0.0300 2.8929 12.2500 2 2 4  
988 989 152 3.3078 6.8951 2.6256 3.6365 7.7790 2.9581 0.0700 2.8981 13.3333 2 4 152  
8 145 9 -0.5766 -0.7707 -8.3645 -1.3106 -0.1373 -8.6093 0.0300 2.9464 11.6250 2 2 9  
20 21 1 -0.7325 -0.2314 -14.2566 -0.6555 -0.2791 -14.7484 0.0900 3.0000 14.0000 1 2 1  
117 118 5 0.4082 -0.1898 -6.7951 1.2317 0.2966 -7.0869 0.0300 3.0179 12.1250 2 2 5  
9 152 10 -0.5705 -0.8096 -8.8629 -1.1935 -1.5837 -8.9751 0.0300 3.0714 11.5000 2 2 10  
21 22 1 -0.6555 -0.2791 -14.7484 -0.6164 -0.4146 -15.2281 0.0900 3.1250 14.0000 1 2 1  
124 125 6 -0.3978 0.2601 -7.3901 -0.3672 0.9517 -8.1116 0.0300 3.1429 12.0000 2 2 6  
989 990 152 3.6365 7.7790 2.9581 4.0325 8.6509 3.2463 0.0700 3.1513 13.3333 2 4 152  
10 159 11 -0.6683 -0.7981 -9.3531 -1.4601 -0.2614 -9.6444 0.0300 3.1964 11.3750 2 2 11  
22 23 1 -0.6164 -0.4146 -15.2281 -0.5504 -0.4040 -15.7236 0.0900 3.2500 14.0000 1 2 1  
131 132 7 -1.1959 -1.3433 -7.6359 -1.8378 -2.0218 -7.9931 0.0300 3.2679 11.8750 2 2 7  
11 166 12 -0.7508 -0.7687 -9.8454 0.0180 -1.0198 -10.4335 0.0300 3.3214 11.2500 2 2 12  
958 959 3 -0.4798 0.5898 14.9809 -0.5294 0.6416 15.9783 0.2000 3.3333 14.0000 1 3 3  
943 944 3 -0.0398 0.0253 -0.0005 -0.0647 0.0452 0.9990 0.2000 3.3333 14.0000 1 3 3  
948 949 3 -0.1596 0.1417 4.9967 -0.1810 0.1683 5.9961 0.2000 3.3333 14.0000 1 3 3  
953 954 3 -0.3301 0.3331 9.9898 -0.3653 0.3847 10.9878 0.2000 3.3333 14.0000 1 3 3  
23 24 1 -0.5504 -0.4040 -15.7236 -0.5146 -0.3875 -16.2220 0.0900 3.3750 14.0000 1 2 1  
138 139 8 -0.2770 0.1346 -8.2155 -0.0481 0.9723 -8.7114 0.0300 3.3929 11.7500 2 2 8  
990 991 152 4.0325 8.6509 3.2463 4.3869 9.5557 3.4824 0.0700 3.4110 13.3333 2 4 152  
12 173 13 -0.7517 -0.7103 -10.3419 -1.1861 0.1105 -10.7129 0.0300 3.4464 11.1250 2 2 13  
111 112 4 -1.0097 1.1240 -6.6993 -1.4771 1.9105 -7.1029 0.0300 3.4643 12.2500 2 2 4  
24 25 1 -0.5146 -0.3875 -16.2220 -0.4985 -0.4117 -16.7212 0.0900 3.5000 14.0000 1 2 1  
145 146 9 -1.3106 -0.1373 -8.6093 -2.0947 0.2925 -9.0570 0.0300 3.5179 11.6250 2 2 9  
13 180 14 -0.7520 -0.7112 -10.8419 -0.4913 0.1334 -11.3095 0.0300 3.5714 11.0000 2 2 14  
118 119 5 1.2317 0.2966 -7.0869 1.8497 0.9120 -7.5763 0.0300 3.5893 12.1250 2 2 5  
25 26 1 -0.4985 -0.4117 -16.7212 -0.4968 -0.4043 -17.2211 0.0900 3.6250 14.0000 1 2 1  
152 153 10 -1.1935 -1.5837 -8.9751 -1.8435 -2.3271 -9.1329 0.0300 3.6429 11.5000 2 2 10  
991 992 152 4.3869 9.5557 3.4824 4.7378 10.4675 3.6956 0.0700 3.6777 13.3333 2 4 152  
14 187 15 -0.6963 -0.5754 -11.3199 -1.5789 -0.2971 -11.6990 0.0300 3.6964 10.8750 2 2 15  
125 126 6 -0.3672 0.9517 -8.1116 -0.5145 1.5985 -8.8600 0.0300 3.7143 12.0000 2 2 6  
26 27 1 -0.4968 -0.4043 -17.2211 -0.4996 -0.3969 -17.7210 0.0900 3.7500 14.0000 1 2 1  
159 160 11 -1.4601 -0.2614 -9.6444 -2.1944 0.2699 -10.0671 0.0300 3.7679 11.3750 2 2 11  
