x1 y1 z1 x2 y2 z2 radius R G B time type organ 
3.9861 -1.8339 -18.6851 3.8299 -2.0198 -18.7447 0.0200 1.0000 1.0000 1.0000 9.9534 3.0000 2.0000 
3.8299 -2.0198 -18.7447 3.8210 -2.0313 -18.7498 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.4927 -0.8327 -18.7865 4.4656 -1.0746 -18.8434 0.0200 1.0000 1.0000 1.0000 6.8875 3.0000 2.0000 
4.4656 -1.0746 -18.8434 4.4784 -1.3237 -18.8610 0.0200 1.0000 1.0000 1.0000 7.6443 3.0000 2.0000 
4.4784 -1.3237 -18.8610 4.5006 -1.5701 -18.8967 0.0200 1.0000 1.0000 1.0000 8.4362 3.0000 2.0000 
4.5006 -1.5701 -18.8967 4.5108 -1.8177 -18.9293 0.0200 1.0000 1.0000 1.0000 9.2666 3.0000 2.0000 
4.5108 -1.8177 -18.9293 4.5131 -2.0264 -18.9596 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.5283 -0.8196 -19.2841 4.2983 -0.8123 -19.3817 0.0125 1.0000 1.0000 0.0000 7.0734 2.0000 2.0000 
4.2983 -0.8123 -19.3817 4.0550 -0.8098 -19.4394 0.0125 1.0000 1.0000 0.0000 7.9955 2.0000 2.0000 
4.0550 -0.8098 -19.4394 3.8204 -0.8041 -19.5256 0.0125 1.0000 1.0000 0.0000 9.1222 2.0000 2.0000 
3.8204 -0.8041 -19.5256 3.6715 -0.8072 -19.5837 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.5723 -0.8530 -19.7811 4.3702 -0.7596 -19.8947 0.0125 1.0000 1.0000 0.0000 7.1675 2.0000 2.0000 
4.3702 -0.7596 -19.8947 4.1570 -0.7002 -20.0110 0.0125 1.0000 1.0000 0.0000 8.0466 2.0000 2.0000 
4.1570 -0.7002 -20.0110 3.9705 -0.6345 -20.1639 0.0125 1.0000 1.0000 0.0000 9.1207 2.0000 2.0000 
3.9705 -0.6345 -20.1639 3.8409 -0.6012 -20.2644 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.6186 -0.8810 -20.2781 4.6227 -0.6452 -20.3612 0.0200 1.0000 1.0000 1.0000 7.1303 3.0000 2.0000 
4.6227 -0.6452 -20.3612 4.6583 -0.4277 -20.4792 0.0200 1.0000 1.0000 1.0000 7.7317 3.0000 2.0000 
4.6583 -0.4277 -20.4792 4.5776 -0.1910 -20.4818 0.0200 1.0000 1.0000 1.0000 8.3610 3.0000 2.0000 
4.5776 -0.1910 -20.4818 4.5495 0.0554 -20.5134 0.0200 1.0000 1.0000 1.0000 9.0210 3.0000 2.0000 
4.5495 0.0554 -20.5134 4.5214 0.3008 -20.5516 0.0200 1.0000 1.0000 1.0000 9.7147 3.0000 2.0000 
4.5214 0.3008 -20.5516 4.5133 0.3976 -20.5717 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.6655 -0.8772 -20.7753 4.9025 -0.9016 -20.8509 0.0200 1.0000 1.0000 1.0000 7.3203 3.0000 2.0000 
4.9025 -0.9016 -20.8509 5.1383 -0.9418 -20.9236 0.0200 1.0000 1.0000 1.0000 7.9828 3.0000 2.0000 
5.1383 -0.9418 -20.9236 5.3781 -0.9632 -20.9910 0.0200 1.0000 1.0000 1.0000 8.6761 3.0000 2.0000 
5.3781 -0.9632 -20.9910 5.6026 -0.9073 -21.0857 0.0200 1.0000 1.0000 1.0000 9.4031 3.0000 2.0000 
5.6026 -0.9073 -21.0857 5.7752 -0.8839 -21.1763 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.7587 -0.8076 -21.2593 4.9395 -0.9706 -21.3162 0.0125 1.0000 1.0000 0.0000 7.5916 2.0000 2.0000 
4.9395 -0.9706 -21.3162 5.1002 -1.1502 -21.3826 0.0125 1.0000 1.0000 0.0000 8.5057 2.0000 2.0000 
5.1002 -1.1502 -21.3826 5.2644 -1.3088 -21.4844 0.0125 1.0000 1.0000 0.0000 9.6227 2.0000 2.0000 
5.2644 -1.3088 -21.4844 5.3121 -1.3546 -21.5147 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.8811 -0.7077 -21.7336 4.8585 -0.9376 -21.8290 0.0125 1.0000 1.0000 0.0000 7.7139 2.0000 2.0000 
4.8585 -0.9376 -21.8290 4.8388 -1.1670 -21.9265 0.0125 1.0000 1.0000 0.0000 8.6158 2.0000 2.0000 
4.8388 -1.1670 -21.9265 4.8053 -1.3956 -22.0221 0.0125 1.0000 1.0000 0.0000 9.7179 2.0000 2.0000 
4.8053 -1.3956 -22.0221 4.8053 -1.4447 -22.0481 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
5.0424 -0.5478 -22.1791 5.0167 -0.3000 -22.2000 0.0125 1.0000 1.0000 0.0000 7.8829 2.0000 2.0000 
5.0167 -0.3000 -22.2000 4.9421 -0.0636 -22.2322 0.0125 1.0000 1.0000 0.0000 8.8274 2.0000 2.0000 
4.9421 -0.0636 -22.2322 4.9018 0.1785 -22.2796 0.0125 1.0000 1.0000 0.0000 9.9815 2.0000 2.0000 
4.9018 0.1785 -22.2796 4.9013 0.1820 -22.2802 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
5.2086 -0.3833 -22.6208 5.0255 -0.2577 -22.7357 0.0200 1.0000 1.0000 1.0000 7.9328 3.0000 2.0000 
5.0255 -0.2577 -22.7357 4.8466 -0.1540 -22.8762 0.0200 1.0000 1.0000 1.0000 8.6805 3.0000 2.0000 
4.8466 -0.1540 -22.8762 4.6536 -0.0795 -23.0167 0.0200 1.0000 1.0000 1.0000 9.4629 3.0000 2.0000 
4.6536 -0.0795 -23.0167 4.5314 -0.0095 -23.1026 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
5.4452 -0.2133 -23.0268 5.6007 -0.0459 -22.9252 0.0125 1.0000 1.0000 0.0000 8.1011 2.0000 2.0000 
5.6007 -0.0459 -22.9252 5.7677 0.1041 -22.8152 0.0125 1.0000 1.0000 0.0000 8.9872 2.0000 2.0000 
5.7677 0.1041 -22.8152 5.8916 0.2920 -22.7461 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
5.6551 -0.0424 -23.4469 5.6665 -0.2235 -23.6188 0.0200 1.0000 1.0000 1.0000 8.0951 3.0000 2.0000 
5.6665 -0.2235 -23.6188 5.6584 -0.4260 -23.7652 0.0200 1.0000 1.0000 1.0000 8.7316 3.0000 2.0000 
5.6584 -0.4260 -23.7652 5.6539 -0.6299 -23.9097 0.0200 1.0000 1.0000 1.0000 9.3977 3.0000 2.0000 
5.6539 -0.6299 -23.9097 5.6565 -0.8057 -24.0358 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
5.8174 0.1456 -23.8802 5.8852 -0.0149 -24.0595 0.0200 1.0000 1.0000 1.0000 8.2444 3.0000 2.0000 
5.8852 -0.0149 -24.0595 5.9817 -0.1569 -24.2412 0.0200 1.0000 1.0000 1.0000 8.8959 3.0000 2.0000 
5.9817 -0.1569 -24.2412 6.0734 -0.3413 -24.3830 0.0200 1.0000 1.0000 1.0000 9.5777 3.0000 2.0000 
6.0734 -0.3413 -24.3830 6.1099 -0.4573 -24.4693 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.0379 0.2680 -24.3107 5.8413 0.3453 -24.4443 0.0200 1.0000 1.0000 1.0000 8.3393 3.0000 2.0000 
5.8413 0.3453 -24.4443 5.6507 0.4150 -24.5902 0.0200 1.0000 1.0000 1.0000 8.9483 3.0000 2.0000 
5.6507 0.4150 -24.5902 5.4963 0.4934 -24.7706 0.0200 1.0000 1.0000 1.0000 9.5855 3.0000 2.0000 
5.4963 0.4934 -24.7706 5.3851 0.5379 -24.8713 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.1960 0.4034 -24.7639 5.9602 0.3999 -24.8468 0.0200 1.0000 1.0000 1.0000 8.6168 3.0000 2.0000 
5.9602 0.3999 -24.8468 5.7264 0.3968 -24.9352 0.0200 1.0000 1.0000 1.0000 9.3734 3.0000 2.0000 
5.7264 0.3968 -24.9352 5.5366 0.4237 -24.9882 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.3304 0.5126 -25.2312 6.1626 0.3946 -25.3742 0.0200 1.0000 1.0000 1.0000 8.7145 3.0000 2.0000 
6.1626 0.3946 -25.3742 5.9842 0.2720 -25.4991 0.0200 1.0000 1.0000 1.0000 9.4303 3.0000 2.0000 
5.9842 0.2720 -25.4991 5.8492 0.1821 -25.6004 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.4318 0.7040 -25.6780 6.3676 0.9443 -25.6523 0.0200 1.0000 1.0000 1.0000 8.8211 3.0000 2.0000 
6.3676 0.9443 -25.6523 6.2712 1.1697 -25.6034 0.0200 1.0000 1.0000 1.0000 9.5050 3.0000 2.0000 
6.2712 1.1697 -25.6034 6.1723 1.3130 -25.5995 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.5182 0.9271 -26.1164 6.3836 1.1156 -26.2104 0.0200 1.0000 1.0000 1.0000 8.9364 3.0000 2.0000 
6.3836 1.1156 -26.2104 6.2188 1.2911 -26.2778 0.0200 1.0000 1.0000 1.0000 9.5968 3.0000 2.0000 
6.2188 1.2911 -26.2778 6.1039 1.3820 -26.2932 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.6171 1.0756 -26.5774 6.5111 0.9315 -26.7521 0.0200 1.0000 1.0000 1.0000 9.1293 3.0000 2.0000 
6.5111 0.9315 -26.7521 6.3819 0.7969 -26.9184 0.0200 1.0000 1.0000 1.0000 9.8467 3.0000 2.0000 
6.3819 0.7969 -26.9184 6.3563 0.7669 -26.9524 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.7334 1.1042 -27.0627 6.6142 0.9057 -27.1571 0.0200 1.0000 1.0000 1.0000 9.1614 3.0000 2.0000 
6.6142 0.9057 -27.1571 6.4731 0.7412 -27.2818 0.0200 1.0000 1.0000 1.0000 9.7671 3.0000 2.0000 
6.4731 0.7412 -27.2818 6.4200 0.6793 -27.3269 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
6.8635 1.1165 -27.5453 6.6830 1.2006 -27.6964 0.0200 1.0000 1.0000 1.0000 9.4613 3.0000 2.0000 
6.6830 1.2006 -27.6964 6.5709 1.2618 -27.8165 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
7.0547 1.0082 -27.9852 7.0231 0.7706 -27.9142 0.0200 1.0000 1.0000 1.0000 9.4437 3.0000 2.0000 
7.0231 0.7706 -27.9142 6.9857 0.5484 -27.8739 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
7.2551 0.8468 -28.4138 7.3474 1.0302 -28.5564 0.0200 1.0000 1.0000 1.0000 9.5825 3.0000 2.0000 
7.3474 1.0302 -28.5564 7.4200 1.1527 -28.6551 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
7.4349 0.6914 -28.8538 7.3166 0.7786 -29.0560 0.0125 1.0000 1.0000 0.0000 9.8368 2.0000 2.0000 
7.3166 0.7786 -29.0560 7.2817 0.7941 -29.0934 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
7.5585 0.5791 -29.3249 7.8055 0.5447 -29.3432 0.0200 1.0000 1.0000 1.0000 9.9383 3.0000 2.0000 
7.8055 0.5447 -29.3432 7.8282 0.5415 -29.3448 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
7.6315 0.5856 -29.8195 7.4802 0.6967 -29.8940 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
7.7432 0.5457 -30.3052 7.8637 0.5762 -30.3222 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
7.8831 0.5093 -30.7837 7.8697 0.5967 -30.8428 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
7.9961 0.4644 -31.2670 8.0424 0.4265 -31.2782 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
0.0000 0.0000 -3.0000 0.0000 0.0000 -2.7500 0.2000 1.0000 0.0000 0.0000 0.0501 1.0000 4.0000 
0.0000 0.0000 -2.7500 0.0000 0.0000 -2.5000 0.2000 1.0000 0.0000 0.0000 0.1002 1.0000 4.0000 
0.0000 0.0000 -2.5000 0.0000 0.0000 -2.2500 0.2000 1.0000 0.0000 0.0000 0.1505 1.0000 4.0000 
0.0000 0.0000 -2.2500 0.0000 0.0000 -2.0000 0.2000 1.0000 0.0000 0.0000 0.2008 1.0000 4.0000 
0.0000 0.0000 -2.0000 0.0000 0.0000 -1.7500 0.2000 1.0000 0.0000 0.0000 0.2513 1.0000 4.0000 
0.0000 0.0000 -1.7500 0.0000 0.0000 -1.5000 0.2000 1.0000 0.0000 0.0000 0.3019 1.0000 4.0000 
0.0000 0.0000 -1.5000 0.0000 0.0000 -1.2500 0.2000 1.0000 0.0000 0.0000 0.3526 1.0000 4.0000 
0.0000 0.0000 -1.2500 0.0000 0.0000 -1.0000 0.2000 1.0000 0.0000 0.0000 0.4034 1.0000 4.0000 
0.0000 0.0000 -1.0000 0.0000 0.0000 -0.7500 0.2000 1.0000 0.0000 0.0000 0.4543 1.0000 4.0000 
0.0000 0.0000 -0.7500 0.0000 0.0000 -0.5000 0.2000 1.0000 0.0000 0.0000 0.5053 1.0000 4.0000 
0.0000 0.0000 -0.5000 0.0000 0.0000 -0.2500 0.2000 1.0000 0.0000 0.0000 0.5564 1.0000 4.0000 
0.0000 0.0000 -0.2500 0.0000 0.0000 0.0000 0.2000 1.0000 0.0000 0.0000 0.6076 1.0000 4.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.2500 0.2000 1.0000 0.0000 0.0000 0.6590 1.0000 4.0000 
0.0000 0.0000 0.2500 0.0000 0.0000 0.5000 0.2000 1.0000 0.0000 0.0000 0.7104 1.0000 4.0000 
0.0000 0.0000 0.5000 0.0000 0.0000 0.7500 0.2000 1.0000 0.0000 0.0000 0.7620 1.0000 4.0000 
0.0000 0.0000 0.7500 0.0000 0.0000 1.0000 0.2000 1.0000 0.0000 0.0000 0.8136 1.0000 4.0000 
0.0000 0.0000 1.0000 0.0000 0.0000 1.2500 0.2000 1.0000 0.0000 0.0000 0.8654 1.0000 4.0000 
0.0000 0.0000 1.2500 0.0000 0.0000 1.5000 0.2000 1.0000 0.0000 0.0000 0.9173 1.0000 4.0000 
0.0000 0.0000 1.5000 0.0000 0.0000 1.7500 0.2000 1.0000 0.0000 0.0000 0.9693 1.0000 4.0000 
0.0000 0.0000 1.7500 0.0000 0.0000 2.0000 0.2000 1.0000 0.0000 0.0000 1.0214 1.0000 4.0000 
0.0000 0.0000 2.0000 0.0000 0.0000 2.2500 0.2000 1.0000 0.0000 0.0000 1.0737 1.0000 4.0000 
0.0000 0.0000 2.2500 0.0000 0.0000 2.5000 0.2000 1.0000 0.0000 0.0000 1.1260 1.0000 4.0000 
0.0000 0.0000 2.5000 0.0000 0.0000 2.7500 0.2000 1.0000 0.0000 0.0000 1.1785 1.0000 4.0000 
0.0000 0.0000 2.7500 0.0000 0.0000 3.0000 0.2000 1.0000 0.0000 0.0000 1.2310 1.0000 4.0000 
0.0000 0.0000 3.0000 0.0000 0.0000 3.2500 0.2000 1.0000 0.0000 0.0000 1.2837 1.0000 4.0000 
0.0000 0.0000 3.2500 0.0000 0.0000 3.5000 0.2000 1.0000 0.0000 0.0000 1.3365 1.0000 4.0000 
0.0000 0.0000 3.5000 0.0000 0.0000 3.7500 0.2000 1.0000 0.0000 0.0000 1.3895 1.0000 4.0000 
0.0000 0.0000 3.7500 0.0000 0.0000 4.0000 0.2000 1.0000 0.0000 0.0000 1.4425 1.0000 4.0000 
0.0000 0.0000 4.0000 0.0000 0.0000 4.2500 0.2000 1.0000 0.0000 0.0000 1.4957 1.0000 4.0000 
0.0000 0.0000 4.2500 0.0000 0.0000 4.5000 0.2000 1.0000 0.0000 0.0000 1.5489 1.0000 4.0000 
0.0000 0.0000 4.5000 0.0000 0.0000 4.7500 0.2000 1.0000 0.0000 0.0000 1.6023 1.0000 4.0000 
0.0000 0.0000 4.7500 0.0000 0.0000 5.0000 0.2000 1.0000 0.0000 0.0000 1.6558 1.0000 4.0000 
0.0000 0.0000 5.0000 0.0000 0.0000 5.2500 0.2000 1.0000 0.0000 0.0000 1.7095 1.0000 4.0000 
0.0000 0.0000 5.2500 0.0000 0.0000 5.5000 0.2000 1.0000 0.0000 0.0000 1.7632 1.0000 4.0000 
0.0000 0.0000 5.5000 0.0000 0.0000 5.7500 0.2000 1.0000 0.0000 0.0000 1.8171 1.0000 4.0000 
0.0000 0.0000 5.7500 0.0000 0.0000 6.0000 0.2000 1.0000 0.0000 0.0000 1.8711 1.0000 4.0000 
0.0000 0.0000 6.0000 0.0000 0.0000 6.2500 0.2000 1.0000 0.0000 0.0000 1.9252 1.0000 4.0000 
0.0000 0.0000 6.2500 0.0000 0.0000 6.5000 0.2000 1.0000 0.0000 0.0000 1.9794 1.0000 4.0000 
0.0000 0.0000 6.5000 0.0000 0.0000 6.7500 0.2000 1.0000 0.0000 0.0000 2.0338 1.0000 4.0000 
0.0000 0.0000 6.7500 0.0000 0.0000 7.0000 0.2000 1.0000 0.0000 0.0000 2.0883 1.0000 4.0000 
0.0000 0.0000 7.0000 0.0000 0.0000 7.2500 0.2000 1.0000 0.0000 0.0000 2.1429 1.0000 4.0000 
0.0000 0.0000 7.2500 0.0000 0.0000 7.5000 0.2000 1.0000 0.0000 0.0000 2.1976 1.0000 4.0000 
0.0000 0.0000 7.5000 0.0000 0.0000 7.7500 0.2000 1.0000 0.0000 0.0000 2.2525 1.0000 4.0000 
0.0000 0.0000 7.7500 0.0000 0.0000 8.0000 0.2000 1.0000 0.0000 0.0000 2.3075 1.0000 4.0000 
0.0000 0.0000 8.0000 0.0000 0.0000 8.2500 0.2000 1.0000 0.0000 0.0000 2.3626 1.0000 4.0000 
0.0000 0.0000 8.2500 0.0000 0.0000 8.5000 0.2000 1.0000 0.0000 0.0000 2.4178 1.0000 4.0000 
0.0000 0.0000 8.5000 0.0000 0.0000 8.7500 0.2000 1.0000 0.0000 0.0000 2.4732 1.0000 4.0000 
0.0000 0.0000 8.7500 0.0000 0.0000 9.0000 0.2000 1.0000 0.0000 0.0000 2.5287 1.0000 4.0000 
0.0000 0.0000 9.0000 0.0000 0.0000 9.2500 0.2000 1.0000 0.0000 0.0000 2.5843 1.0000 4.0000 
0.0000 0.0000 9.2500 0.0000 0.0000 9.5000 0.2000 1.0000 0.0000 0.0000 2.6400 1.0000 4.0000 
0.0000 0.0000 9.5000 0.0000 0.0000 9.7500 0.2000 1.0000 0.0000 0.0000 2.6959 1.0000 4.0000 
0.0000 0.0000 9.7500 0.0000 0.0000 10.0000 0.2000 1.0000 0.0000 0.0000 2.7519 1.0000 4.0000 
0.0000 0.0000 10.0000 0.0000 0.0000 10.2500 0.2000 1.0000 0.0000 0.0000 2.8081 1.0000 4.0000 
0.0000 0.0000 10.2500 0.0000 0.0000 10.5000 0.2000 1.0000 0.0000 0.0000 2.8643 1.0000 4.0000 
0.0000 0.0000 10.5000 0.0000 0.0000 10.7500 0.2000 1.0000 0.0000 0.0000 2.9207 1.0000 4.0000 
0.0000 0.0000 10.7500 0.0000 0.0000 11.0000 0.2000 1.0000 0.0000 0.0000 2.9773 1.0000 4.0000 
0.0000 0.0000 11.0000 0.0000 0.0000 11.2500 0.2000 1.0000 0.0000 0.0000 3.0339 1.0000 4.0000 
0.0000 0.0000 11.2500 0.0000 0.0000 11.5000 0.2000 1.0000 0.0000 0.0000 3.0907 1.0000 4.0000 
0.0000 0.0000 11.5000 0.0000 0.0000 11.7500 0.2000 1.0000 0.0000 0.0000 3.1477 1.0000 4.0000 
0.0000 0.0000 11.7500 0.0000 0.0000 12.0000 0.2000 1.0000 0.0000 0.0000 3.2048 1.0000 4.0000 
0.0000 0.0000 12.0000 0.0000 0.0000 12.2500 0.2000 1.0000 0.0000 0.0000 3.2620 1.0000 4.0000 
0.0000 0.0000 12.2500 0.0000 0.0000 12.5000 0.2000 1.0000 0.0000 0.0000 3.3193 1.0000 4.0000 
0.0000 0.0000 12.5000 0.0000 0.0000 12.7500 0.2000 1.0000 0.0000 0.0000 3.3768 1.0000 4.0000 
0.0000 0.0000 12.7500 0.0000 0.0000 13.0000 0.2000 1.0000 0.0000 0.0000 3.4344 1.0000 4.0000 
0.0000 0.0000 13.0000 0.0000 0.0000 13.2500 0.2000 1.0000 0.0000 0.0000 3.4922 1.0000 4.0000 
0.0000 0.0000 13.2500 0.0000 0.0000 13.5000 0.2000 1.0000 0.0000 0.0000 3.5501 1.0000 4.0000 
0.0000 0.0000 13.5000 0.0000 0.0000 13.7500 0.2000 1.0000 0.0000 0.0000 3.6081 1.0000 4.0000 
0.0000 0.0000 13.7500 0.0000 0.0000 14.0000 0.2000 1.0000 0.0000 0.0000 3.6663 1.0000 4.0000 
0.0000 0.0000 14.0000 0.0000 0.0000 14.2500 0.2000 1.0000 0.0000 0.0000 3.7246 1.0000 4.0000 
0.0000 0.0000 14.2500 0.0000 0.0000 14.5000 0.2000 1.0000 0.0000 0.0000 3.7831 1.0000 4.0000 
0.0000 0.0000 14.5000 0.0000 0.0000 14.7500 0.2000 1.0000 0.0000 0.0000 3.8417 1.0000 4.0000 
0.0000 0.0000 14.7500 0.0000 0.0000 15.0000 0.2000 1.0000 0.0000 0.0000 3.9005 1.0000 4.0000 
0.0000 0.0000 15.0000 0.0000 0.0000 15.2500 0.2000 1.0000 0.0000 0.0000 3.9594 1.0000 4.0000 
0.0000 0.0000 15.2500 0.0000 0.0000 15.5000 0.2000 1.0000 0.0000 0.0000 4.0184 1.0000 4.0000 
0.0000 0.0000 15.5000 0.0000 0.0000 15.7500 0.2000 1.0000 0.0000 0.0000 4.0776 1.0000 4.0000 
0.0000 0.0000 15.7500 0.0000 0.0000 16.0000 0.2000 1.0000 0.0000 0.0000 4.1369 1.0000 4.0000 
0.0000 0.0000 16.0000 0.0000 0.0000 16.2500 0.2000 1.0000 0.0000 0.0000 4.1964 1.0000 4.0000 
0.0000 0.0000 16.2500 0.0000 0.0000 16.5000 0.2000 1.0000 0.0000 0.0000 4.2560 1.0000 4.0000 
0.0000 0.0000 16.5000 0.0000 0.0000 16.7500 0.2000 1.0000 0.0000 0.0000 4.3158 1.0000 4.0000 
0.0000 0.0000 16.7500 0.0000 0.0000 17.0000 0.2000 1.0000 0.0000 0.0000 4.3757 1.0000 4.0000 
0.0000 0.0000 17.0000 0.0000 0.0000 17.2500 0.2000 1.0000 0.0000 0.0000 4.4358 1.0000 4.0000 
0.0000 0.0000 17.2500 0.0000 0.0000 17.5000 0.2000 1.0000 0.0000 0.0000 4.4960 1.0000 4.0000 
0.0000 0.0000 17.5000 0.0000 0.0000 17.7500 0.2000 1.0000 0.0000 0.0000 4.5564 1.0000 4.0000 
0.0000 0.0000 17.7500 0.0000 0.0000 18.0000 0.2000 1.0000 0.0000 0.0000 4.6169 1.0000 4.0000 
0.0000 0.0000 18.0000 0.0000 0.0000 18.2500 0.2000 1.0000 0.0000 0.0000 4.6776 1.0000 4.0000 
0.0000 0.0000 18.2500 0.0000 0.0000 18.5000 0.2000 1.0000 0.0000 0.0000 4.7384 1.0000 4.0000 
0.0000 0.0000 18.5000 0.0000 0.0000 18.7500 0.2000 1.0000 0.0000 0.0000 4.7994 1.0000 4.0000 
0.0000 0.0000 18.7500 0.0000 0.0000 19.0000 0.2000 1.0000 0.0000 0.0000 4.8606 1.0000 4.0000 
0.0000 0.0000 19.0000 0.0000 0.0000 19.2500 0.2000 1.0000 0.0000 0.0000 4.9219 1.0000 4.0000 
0.0000 0.0000 19.2500 0.0000 0.0000 19.5000 0.2000 1.0000 0.0000 0.0000 4.9833 1.0000 4.0000 
0.0000 0.0000 19.5000 0.0000 0.0000 19.7500 0.2000 1.0000 0.0000 0.0000 5.0450 1.0000 4.0000 
0.0000 0.0000 19.7500 0.0000 0.0000 20.0000 0.2000 1.0000 0.0000 0.0000 5.1067 1.0000 4.0000 
0.0000 0.0000 20.0000 0.0000 0.0000 20.2500 0.2000 1.0000 0.0000 0.0000 5.1687 1.0000 4.0000 
0.0000 0.0000 20.2500 0.0000 0.0000 20.5000 0.2000 1.0000 0.0000 0.0000 5.2308 1.0000 4.0000 
0.0000 0.0000 20.5000 0.0000 0.0000 20.7500 0.2000 1.0000 0.0000 0.0000 5.2930 1.0000 4.0000 
0.0000 0.0000 20.7500 0.0000 0.0000 21.0000 0.2000 1.0000 0.0000 0.0000 5.3554 1.0000 4.0000 
0.0000 0.0000 21.0000 0.0000 0.0000 21.2500 0.2000 1.0000 0.0000 0.0000 5.4180 1.0000 4.0000 
0.0000 0.0000 21.2500 0.0000 0.0000 21.5000 0.2000 1.0000 0.0000 0.0000 5.4808 1.0000 4.0000 
0.0000 0.0000 21.5000 0.0000 0.0000 21.7500 0.2000 1.0000 0.0000 0.0000 5.5437 1.0000 4.0000 
0.0000 0.0000 21.7500 0.0000 0.0000 22.0000 0.2000 1.0000 0.0000 0.0000 5.6068 1.0000 4.0000 
0.0000 0.0000 22.0000 0.0000 0.0000 22.2500 0.2000 1.0000 0.0000 0.0000 5.6700 1.0000 4.0000 
0.0000 0.0000 22.2500 0.0000 0.0000 22.5000 0.2000 1.0000 0.0000 0.0000 5.7334 1.0000 4.0000 
0.0000 0.0000 22.5000 0.0000 0.0000 22.7500 0.2000 1.0000 0.0000 0.0000 5.7970 1.0000 4.0000 
0.0000 0.0000 22.7500 0.0000 0.0000 23.0000 0.2000 1.0000 0.0000 0.0000 5.8607 1.0000 4.0000 
0.0000 0.0000 23.0000 0.0000 0.0000 23.2500 0.2000 1.0000 0.0000 0.0000 5.9246 1.0000 4.0000 
0.0000 0.0000 23.2500 0.0000 0.0000 23.5000 0.2000 1.0000 0.0000 0.0000 5.9887 1.0000 4.0000 
0.0000 0.0000 23.5000 0.0000 0.0000 23.7500 0.2000 1.0000 0.0000 0.0000 6.0530 1.0000 4.0000 
0.0000 0.0000 23.7500 0.0000 0.0000 24.0000 0.2000 1.0000 0.0000 0.0000 6.1174 1.0000 4.0000 
0.0000 0.0000 24.0000 0.0000 0.0000 24.2500 0.2000 1.0000 0.0000 0.0000 6.1820 1.0000 4.0000 
0.0000 0.0000 24.2500 0.0000 0.0000 24.5000 0.2000 1.0000 0.0000 0.0000 6.2468 1.0000 4.0000 
0.0000 0.0000 24.5000 0.0000 0.0000 24.7500 0.2000 1.0000 0.0000 0.0000 6.3117 1.0000 4.0000 
0.0000 0.0000 24.7500 0.0000 0.0000 25.0000 0.2000 1.0000 0.0000 0.0000 6.3769 1.0000 4.0000 
0.0000 0.0000 25.0000 0.0000 0.0000 25.2500 0.2000 1.0000 0.0000 0.0000 6.4422 1.0000 4.0000 
0.0000 0.0000 25.2500 0.0000 0.0000 25.5000 0.2000 1.0000 0.0000 0.0000 6.5077 1.0000 4.0000 
0.0000 0.0000 25.5000 0.0000 0.0000 25.7500 0.2000 1.0000 0.0000 0.0000 6.5733 1.0000 4.0000 
0.0000 0.0000 25.7500 0.0000 0.0000 26.0000 0.2000 1.0000 0.0000 0.0000 6.6392 1.0000 4.0000 
0.0000 0.0000 26.0000 0.0000 0.0000 26.2500 0.2000 1.0000 0.0000 0.0000 6.7052 1.0000 4.0000 
0.0000 0.0000 26.2500 0.0000 0.0000 26.5000 0.2000 1.0000 0.0000 0.0000 6.7714 1.0000 4.0000 
