x1 y1 z1 x2 y2 z2 radius R G B time type organ 
2.2621 0.4609 -4.1428 2.4569 0.3203 -4.0736 0.0200 1.0000 1.0000 1.0000 3.6527 3.0000 2.0000 
2.4569 0.3203 -4.0736 2.6726 0.2054 -4.0208 0.0200 1.0000 1.0000 1.0000 4.3448 3.0000 2.0000 
2.6726 0.2054 -4.0208 2.8903 0.0881 -3.9839 0.0200 1.0000 1.0000 1.0000 5.0706 3.0000 2.0000 
2.8903 0.0881 -3.9839 3.1090 -0.0281 -3.9497 0.0200 1.0000 1.0000 1.0000 5.8335 3.0000 2.0000 
3.1090 -0.0281 -3.9497 3.2857 -0.2003 -3.9095 0.0200 1.0000 1.0000 1.0000 6.6376 3.0000 2.0000 
3.2857 -0.2003 -3.9095 3.4604 -0.3549 -3.8197 0.0200 1.0000 1.0000 1.0000 7.4876 3.0000 2.0000 
3.4604 -0.3549 -3.8197 3.6350 -0.5051 -3.7226 0.0200 1.0000 1.0000 1.0000 8.3890 3.0000 2.0000 
3.6350 -0.5051 -3.7226 3.7956 -0.6354 -3.5820 0.0200 1.0000 1.0000 1.0000 9.3484 3.0000 2.0000 
3.7956 -0.6354 -3.5820 3.9135 -0.7219 -3.5151 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
2.3836 0.7483 -4.5521 2.5426 0.9243 -4.4730 0.0200 1.0000 1.0000 1.0000 3.1356 3.0000 2.0000 
2.5426 0.9243 -4.4730 2.6450 1.1475 -4.4260 0.0200 1.0000 1.0000 1.0000 3.8260 3.0000 2.0000 
2.6450 1.1475 -4.4260 2.7572 1.3644 -4.3725 0.0200 1.0000 1.0000 1.0000 4.5484 3.0000 2.0000 
2.7572 1.3644 -4.3725 2.9528 1.5012 -4.2983 0.0200 1.0000 1.0000 1.0000 5.3061 3.0000 2.0000 
2.9528 1.5012 -4.2983 3.1380 1.6478 -4.2162 0.0200 1.0000 1.0000 1.0000 6.1025 3.0000 2.0000 
3.1380 1.6478 -4.2162 3.3408 1.7814 -4.1571 0.0200 1.0000 1.0000 1.0000 6.9420 3.0000 2.0000 
3.3408 1.7814 -4.1571 3.5313 1.9322 -4.0981 0.0200 1.0000 1.0000 1.0000 7.8293 3.0000 2.0000 
3.5313 1.9322 -4.0981 3.6603 2.1451 -4.0751 0.0200 1.0000 1.0000 1.0000 8.7703 3.0000 2.0000 
3.6603 2.1451 -4.0751 3.7957 2.3501 -4.0288 0.0200 1.0000 1.0000 1.0000 9.7718 3.0000 2.0000 
3.7957 2.3501 -4.0288 3.8135 2.4004 -4.0167 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
2.7180 0.8215 -4.9166 2.9140 0.7319 -4.7899 0.0200 1.0000 1.0000 1.0000 3.2905 3.0000 2.0000 
2.9140 0.7319 -4.7899 3.1403 0.6617 -4.7101 0.0200 1.0000 1.0000 1.0000 4.0207 3.0000 2.0000 
3.1403 0.6617 -4.7101 3.3775 0.6605 -4.6311 0.0200 1.0000 1.0000 1.0000 4.7849 3.0000 2.0000 
3.3775 0.6605 -4.6311 3.6087 0.5900 -4.5672 0.0200 1.0000 1.0000 1.0000 5.5863 3.0000 2.0000 
3.6087 0.5900 -4.5672 3.8358 0.5086 -4.5019 0.0200 1.0000 1.0000 1.0000 6.4287 3.0000 2.0000 
3.8358 0.5086 -4.5019 4.0566 0.4197 -4.4252 0.0200 1.0000 1.0000 1.0000 7.3165 3.0000 2.0000 
4.0566 0.4197 -4.4252 4.2844 0.3703 -4.3347 0.0200 1.0000 1.0000 1.0000 8.2550 3.0000 2.0000 
4.2844 0.3703 -4.3347 4.5177 0.3150 -4.2641 0.0200 1.0000 1.0000 1.0000 9.2503 3.0000 2.0000 
4.5177 0.3150 -4.2641 4.6691 0.2476 -4.1976 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
2.9762 0.9361 -5.3290 3.0176 0.7033 -5.4102 0.0125 1.0000 1.0000 0.0000 3.5909 2.0000 2.0000 
3.0176 0.7033 -5.4102 3.0159 0.4656 -5.4874 0.0125 1.0000 1.0000 0.0000 4.6333 2.0000 2.0000 
3.0159 0.4656 -5.4874 3.0496 0.2248 -5.5455 0.0125 1.0000 1.0000 0.0000 5.9070 2.0000 2.0000 
3.0496 0.2248 -5.5455 3.0712 -0.0160 -5.6095 0.0125 1.0000 1.0000 0.0000 7.5449 2.0000 2.0000 
3.0712 -0.0160 -5.6095 3.1299 -0.2562 -5.6461 0.0125 1.0000 1.0000 0.0000 9.8423 2.0000 2.0000 
3.1299 -0.2562 -5.6461 3.1334 -0.2694 -5.6481 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
3.2431 1.0106 -5.7441 3.4461 0.8651 -5.7317 0.0125 1.0000 1.0000 0.0000 3.6159 2.0000 2.0000 
3.4461 0.8651 -5.7317 3.6539 0.7330 -5.7747 0.0125 1.0000 1.0000 0.0000 4.5490 2.0000 2.0000 
3.6539 0.7330 -5.7747 3.8646 0.6047 -5.8151 0.0125 1.0000 1.0000 0.0000 5.6891 2.0000 2.0000 
3.8646 0.6047 -5.8151 4.0709 0.4722 -5.8643 0.0125 1.0000 1.0000 0.0000 7.1552 2.0000 2.0000 
4.0709 0.4722 -5.8643 4.2528 0.3226 -5.9480 0.0125 1.0000 1.0000 0.0000 9.2116 2.0000 2.0000 
4.2528 0.3226 -5.9480 4.3064 0.2787 -5.9687 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
3.4726 0.9928 -6.1852 3.3736 0.8743 -6.3818 0.0200 1.0000 1.0000 1.0000 3.5428 3.0000 2.0000 
3.3736 0.8743 -6.3818 3.2305 0.7851 -6.5664 0.0200 1.0000 1.0000 1.0000 4.1680 3.0000 2.0000 
3.2305 0.7851 -6.5664 3.0938 0.6901 -6.7529 0.0200 1.0000 1.0000 1.0000 4.8223 3.0000 2.0000 
3.0938 0.6901 -6.7529 2.9410 0.6460 -6.9458 0.0200 1.0000 1.0000 1.0000 5.5084 3.0000 2.0000 
2.9410 0.6460 -6.9458 2.7818 0.6001 -7.1330 0.0200 1.0000 1.0000 1.0000 6.2296 3.0000 2.0000 
2.7818 0.6001 -7.1330 2.6218 0.5530 -7.3192 0.0200 1.0000 1.0000 1.0000 6.9898 3.0000 2.0000 
2.6218 0.5530 -7.3192 2.4590 0.5196 -7.5060 0.0200 1.0000 1.0000 1.0000 7.7934 3.0000 2.0000 
2.4590 0.5196 -7.5060 2.3054 0.4591 -7.6938 0.0200 1.0000 1.0000 1.0000 8.6455 3.0000 2.0000 
2.3054 0.4591 -7.6938 2.1740 0.3673 -7.8856 0.0200 1.0000 1.0000 1.0000 9.5525 3.0000 2.0000 
2.1740 0.3673 -7.8856 2.1093 0.3141 -7.9681 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
3.6369 0.9996 -6.6563 3.5009 1.1817 -6.7605 0.0125 1.0000 1.0000 0.0000 4.0886 2.0000 2.0000 
3.5009 1.1817 -6.7605 3.3758 1.3658 -6.8743 0.0125 1.0000 1.0000 0.0000 5.3009 2.0000 2.0000 
3.3758 1.3658 -6.8743 3.3004 1.5492 -7.0266 0.0125 1.0000 1.0000 0.0000 6.7822 2.0000 2.0000 
3.3004 1.5492 -7.0266 3.2176 1.7253 -7.1836 0.0125 1.0000 1.0000 0.0000 8.6870 2.0000 2.0000 
3.2176 1.7253 -7.1836 3.1833 1.8449 -7.2365 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
3.7271 0.9481 -7.1443 3.9705 0.9926 -7.1801 0.0200 1.0000 1.0000 1.0000 3.8898 3.0000 2.0000 
3.9705 0.9926 -7.1801 4.2195 1.0042 -7.1617 0.0200 1.0000 1.0000 1.0000 4.6298 3.0000 2.0000 
4.2195 1.0042 -7.1617 4.4472 1.0918 -7.2163 0.0200 1.0000 1.0000 1.0000 5.4041 3.0000 2.0000 
4.4472 1.0918 -7.2163 4.6659 1.1810 -7.2984 0.0200 1.0000 1.0000 1.0000 6.2162 3.0000 2.0000 
4.6659 1.1810 -7.2984 4.8993 1.2539 -7.3502 0.0200 1.0000 1.0000 1.0000 7.0698 3.0000 2.0000 
4.8993 1.2539 -7.3502 5.1339 1.3249 -7.3998 0.0200 1.0000 1.0000 1.0000 7.9695 3.0000 2.0000 
5.1339 1.3249 -7.3998 5.3606 1.4164 -7.4518 0.0200 1.0000 1.0000 1.0000 8.9205 3.0000 2.0000 
5.3606 1.4164 -7.4518 5.5965 1.4965 -7.4731 0.0200 1.0000 1.0000 1.0000 9.9290 3.0000 2.0000 
5.5965 1.4965 -7.4731 5.6124 1.5025 -7.4742 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
3.7908 0.8790 -7.6354 3.8281 1.1101 -7.7233 0.0200 1.0000 1.0000 1.0000 3.9816 3.0000 2.0000 
3.8281 1.1101 -7.7233 3.8165 1.3313 -7.8391 0.0200 1.0000 1.0000 1.0000 4.6928 3.0000 2.0000 
3.8165 1.3313 -7.8391 3.8298 1.5645 -7.9283 0.0200 1.0000 1.0000 1.0000 5.4370 3.0000 2.0000 
3.8298 1.5645 -7.9283 3.8462 1.7987 -8.0140 0.0200 1.0000 1.0000 1.0000 6.2176 3.0000 2.0000 
3.8462 1.7987 -8.0140 3.7729 1.9959 -8.1492 0.0200 1.0000 1.0000 1.0000 7.0380 3.0000 2.0000 
3.7729 1.9959 -8.1492 3.7040 2.1972 -8.2804 0.0200 1.0000 1.0000 1.0000 7.9028 3.0000 2.0000 
3.7040 2.1972 -8.2804 3.6754 2.3900 -8.4370 0.0200 1.0000 1.0000 1.0000 8.8168 3.0000 2.0000 
3.6754 2.3900 -8.4370 3.6814 2.6138 -8.5482 0.0200 1.0000 1.0000 1.0000 9.7862 3.0000 2.0000 
3.6814 2.6138 -8.5482 3.6830 2.6575 -8.5784 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
3.8691 0.8138 -8.1249 3.6623 0.7327 -8.2395 0.0125 1.0000 1.0000 0.0000 4.1730 2.0000 2.0000 
3.6623 0.7327 -8.2395 3.4595 0.6530 -8.3622 0.0125 1.0000 1.0000 0.0000 5.0624 2.0000 2.0000 
3.4595 0.6530 -8.3622 3.2562 0.5610 -8.4748 0.0125 1.0000 1.0000 0.0000 6.1491 2.0000 2.0000 
3.2562 0.5610 -8.4748 3.0520 0.4471 -8.5633 0.0125 1.0000 1.0000 0.0000 7.5466 2.0000 2.0000 
3.0520 0.4471 -8.5633 2.8405 0.3690 -8.6714 0.0125 1.0000 1.0000 0.0000 9.5067 2.0000 2.0000 
2.8405 0.3690 -8.6714 2.7961 0.3574 -8.6875 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
3.9192 0.7476 -8.6179 3.9322 0.5085 -8.6898 0.0125 1.0000 1.0000 0.0000 4.3579 2.0000 2.0000 
3.9322 0.5085 -8.6898 3.9974 0.2841 -8.7788 0.0125 1.0000 1.0000 0.0000 5.3240 2.0000 2.0000 
3.9974 0.2841 -8.7788 4.0598 0.0569 -8.8623 0.0125 1.0000 1.0000 0.0000 6.5044 2.0000 2.0000 
4.0598 0.0569 -8.8623 4.1335 -0.1808 -8.8389 0.0125 1.0000 1.0000 0.0000 8.0222 2.0000 2.0000 
4.1335 -0.1808 -8.8389 4.1288 -0.4083 -8.7787 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
3.9757 0.6600 -9.1067 3.9505 0.4300 -9.2014 0.0200 1.0000 1.0000 1.0000 4.3429 3.0000 2.0000 
3.9505 0.4300 -9.2014 3.9494 0.2187 -9.3350 0.0200 1.0000 1.0000 1.0000 5.0553 3.0000 2.0000 
3.9494 0.2187 -9.3350 3.9690 0.0123 -9.4747 0.0200 1.0000 1.0000 1.0000 5.8008 3.0000 2.0000 
3.9690 0.0123 -9.4747 3.9677 -0.1946 -9.6151 0.0200 1.0000 1.0000 1.0000 6.5826 3.0000 2.0000 
3.9677 -0.1946 -9.6151 3.8806 -0.3874 -9.7482 0.0200 1.0000 1.0000 1.0000 7.4044 3.0000 2.0000 
3.8806 -0.3874 -9.7482 3.8375 -0.5897 -9.8887 0.0200 1.0000 1.0000 1.0000 8.2706 3.0000 2.0000 
3.8375 -0.5897 -9.8887 3.8523 -0.7575 -10.0734 0.0200 1.0000 1.0000 1.0000 9.1862 3.0000 2.0000 
3.8523 -0.7575 -10.0734 3.8945 -0.9038 -10.2188 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.0119 0.5235 -9.5857 4.0463 0.2763 -9.5719 0.0125 1.0000 1.0000 0.0000 4.6231 2.0000 2.0000 
4.0463 0.2763 -9.5719 4.0675 0.0272 -9.5754 0.0125 1.0000 1.0000 0.0000 5.6172 2.0000 2.0000 
4.0675 0.0272 -9.5754 3.9834 -0.2082 -9.5776 0.0125 1.0000 1.0000 0.0000 6.8319 2.0000 2.0000 
3.9834 -0.2082 -9.5776 3.9269 -0.4515 -9.5887 0.0125 1.0000 1.0000 0.0000 8.3939 2.0000 2.0000 
3.9269 -0.4515 -9.5887 3.8844 -0.6394 -9.5932 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.0653 0.4057 -10.0686 3.8811 0.2483 -10.1301 0.0125 1.0000 1.0000 0.0000 4.6203 2.0000 2.0000 
3.8811 0.2483 -10.1301 3.6976 0.1004 -10.2135 0.0125 1.0000 1.0000 0.0000 5.4679 2.0000 2.0000 
3.6976 0.1004 -10.2135 3.5177 -0.0547 -10.2916 0.0125 1.0000 1.0000 0.0000 6.5035 2.0000 2.0000 
3.5177 -0.0547 -10.2916 3.3445 -0.2187 -10.3665 0.0125 1.0000 1.0000 0.0000 7.8352 2.0000 2.0000 
3.3445 -0.2187 -10.3665 3.1664 -0.3656 -10.4623 0.0125 1.0000 1.0000 0.0000 9.7031 2.0000 2.0000 
3.1664 -0.3656 -10.4623 3.1432 -0.3835 -10.4735 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.1734 0.2935 -10.5436 4.4007 0.1899 -10.5543 0.0200 1.0000 1.0000 1.0000 4.6799 3.0000 2.0000 
4.4007 0.1899 -10.5543 4.6320 0.0998 -10.5837 0.0200 1.0000 1.0000 1.0000 5.3641 3.0000 2.0000 
4.6320 0.0998 -10.5837 4.8632 0.0110 -10.6177 0.0200 1.0000 1.0000 1.0000 6.0802 3.0000 2.0000 
4.8632 0.0110 -10.6177 5.1086 -0.0210 -10.5821 0.0200 1.0000 1.0000 1.0000 6.8311 3.0000 2.0000 
5.1086 -0.0210 -10.5821 5.3531 -0.0713 -10.5970 0.0200 1.0000 1.0000 1.0000 7.6204 3.0000 2.0000 
5.3531 -0.0713 -10.5970 5.5908 -0.1479 -10.6060 0.0200 1.0000 1.0000 1.0000 8.4524 3.0000 2.0000 
5.5908 -0.1479 -10.6060 5.8239 -0.2374 -10.5927 0.0200 1.0000 1.0000 1.0000 9.3318 3.0000 2.0000 
5.8239 -0.2374 -10.5927 5.9953 -0.2942 -10.5882 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.2746 0.2113 -11.0263 4.1487 0.3826 -11.1578 0.0200 1.0000 1.0000 1.0000 5.0281 3.0000 2.0000 
4.1487 0.3826 -11.1578 4.0415 0.5613 -11.2959 0.0200 1.0000 1.0000 1.0000 5.9484 3.0000 2.0000 
4.0415 0.5613 -11.2959 3.9398 0.7358 -11.4433 0.0200 1.0000 1.0000 1.0000 6.9115 3.0000 2.0000 
3.9398 0.7358 -11.4433 3.7749 0.9094 -11.5151 0.0200 1.0000 1.0000 1.0000 7.9215 3.0000 2.0000 
3.7749 0.9094 -11.5151 3.6100 1.0828 -11.5874 0.0200 1.0000 1.0000 1.0000 8.9832 3.0000 2.0000 
3.6100 1.0828 -11.5874 3.4849 1.2565 -11.6653 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.3662 0.1645 -11.5155 4.4192 -0.0781 -11.5441 0.0200 1.0000 1.0000 1.0000 4.9780 3.0000 2.0000 
4.4192 -0.0781 -11.5441 4.4625 -0.3227 -11.5725 0.0200 1.0000 1.0000 1.0000 5.7180 3.0000 2.0000 
4.4625 -0.3227 -11.5725 4.5437 -0.5565 -11.6080 0.0200 1.0000 1.0000 1.0000 6.4923 3.0000 2.0000 
4.5437 -0.5565 -11.6080 4.5959 -0.7982 -11.6447 0.0200 1.0000 1.0000 1.0000 7.3044 3.0000 2.0000 
4.5959 -0.7982 -11.6447 4.6340 -1.0419 -11.6855 0.0200 1.0000 1.0000 1.0000 8.1580 3.0000 2.0000 
4.6340 -1.0419 -11.6855 4.6996 -1.2766 -11.7410 0.0200 1.0000 1.0000 1.0000 9.0577 3.0000 2.0000 
4.6996 -1.2766 -11.7410 4.7578 -1.5087 -11.8056 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.3947 0.2500 -12.0057 4.3936 0.0362 -12.1354 0.0125 1.0000 1.0000 0.0000 5.0922 2.0000 2.0000 
4.3936 0.0362 -12.1354 4.4085 -0.1788 -12.2621 0.0125 1.0000 1.0000 0.0000 5.9187 2.0000 2.0000 
4.4085 -0.1788 -12.2621 4.4131 -0.4053 -12.3677 0.0125 1.0000 1.0000 0.0000 6.9287 2.0000 2.0000 
4.4131 -0.4053 -12.3677 4.4194 -0.6397 -12.4546 0.0125 1.0000 1.0000 0.0000 8.2274 2.0000 2.0000 
4.4194 -0.6397 -12.4546 4.3904 -0.8475 -12.5799 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.3761 0.3216 -12.4998 4.1379 0.3720 -12.5567 0.0200 1.0000 1.0000 1.0000 5.2288 3.0000 2.0000 
4.1379 0.3720 -12.5567 3.9114 0.3826 -12.6620 0.0200 1.0000 1.0000 1.0000 5.9731 3.0000 2.0000 
3.9114 0.3826 -12.6620 3.6635 0.3868 -12.6944 0.0200 1.0000 1.0000 1.0000 6.7521 3.0000 2.0000 
3.6635 0.3868 -12.6944 3.4356 0.4197 -12.7918 0.0200 1.0000 1.0000 1.0000 7.5689 3.0000 2.0000 
3.4356 0.4197 -12.7918 3.2046 0.4524 -12.8814 0.0200 1.0000 1.0000 1.0000 8.4276 3.0000 2.0000 
3.2046 0.4524 -12.8814 2.9624 0.4784 -12.9380 0.0200 1.0000 1.0000 1.0000 9.3327 3.0000 2.0000 
2.9624 0.4784 -12.9380 2.8081 0.5089 -13.0167 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.4015 0.3778 -12.9957 4.2789 0.5850 -13.0630 0.0125 1.0000 1.0000 0.0000 5.3806 2.0000 2.0000 
4.2789 0.5850 -13.0630 4.0865 0.7241 -13.1414 0.0125 1.0000 1.0000 0.0000 6.2556 2.0000 2.0000 
4.0865 0.7241 -13.1414 3.9108 0.8817 -13.2238 0.0125 1.0000 1.0000 0.0000 7.3247 2.0000 2.0000 
3.9108 0.8817 -13.2238 3.7336 1.0385 -13.3043 0.0125 1.0000 1.0000 0.0000 8.6995 2.0000 2.0000 
3.7336 1.0385 -13.3043 3.6398 1.1698 -13.3824 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.4123 0.4087 -13.4936 4.6014 0.2694 -13.5793 0.0125 1.0000 1.0000 0.0000 5.4433 2.0000 2.0000 
4.6014 0.2694 -13.5793 4.7627 0.1249 -13.7042 0.0125 1.0000 1.0000 0.0000 6.2455 2.0000 2.0000 
4.7627 0.1249 -13.7042 4.9653 0.0310 -13.8166 0.0125 1.0000 1.0000 0.0000 7.2256 2.0000 2.0000 
4.9653 0.0310 -13.8166 5.1342 -0.1110 -13.9342 0.0125 1.0000 1.0000 0.0000 8.4860 2.0000 2.0000 
5.1342 -0.1110 -13.9342 5.3212 -0.1940 -14.0148 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.3893 0.4046 -13.9918 4.5536 0.2833 -14.1360 0.0200 1.0000 1.0000 1.0000 5.5711 3.0000 2.0000 
4.5536 0.2833 -14.1360 4.7128 0.1682 -14.2906 0.0200 1.0000 1.0000 1.0000 6.2834 3.0000 2.0000 
4.7128 0.1682 -14.2906 4.8766 0.0284 -14.4176 0.0200 1.0000 1.0000 1.0000 7.0287 3.0000 2.0000 
4.8766 0.0284 -14.4176 4.9999 -0.1690 -14.5088 0.0200 1.0000 1.0000 1.0000 7.8103 3.0000 2.0000 
4.9999 -0.1690 -14.5088 5.1240 -0.3662 -14.5996 0.0200 1.0000 1.0000 1.0000 8.6319 3.0000 2.0000 
5.1240 -0.3662 -14.5996 5.2818 -0.5456 -14.6730 0.0200 1.0000 1.0000 1.0000 9.4979 3.0000 2.0000 
5.2818 -0.5456 -14.6730 5.3744 -0.6451 -14.7019 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.4166 0.3148 -14.4828 4.2969 0.1037 -14.5430 0.0125 1.0000 1.0000 0.0000 5.7753 2.0000 2.0000 
4.2969 0.1037 -14.5430 4.1807 -0.1150 -14.5773 0.0125 1.0000 1.0000 0.0000 6.6742 2.0000 2.0000 
4.1807 -0.1150 -14.5773 4.0837 -0.3426 -14.6131 0.0125 1.0000 1.0000 0.0000 7.7726 2.0000 2.0000 
4.0837 -0.3426 -14.6131 3.9668 -0.5577 -14.6635 0.0125 1.0000 1.0000 0.0000 9.1849 2.0000 2.0000 
3.9668 -0.5577 -14.6635 3.8983 -0.6293 -14.7221 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.4432 0.2464 -14.9772 4.3637 0.0195 -15.0458 0.0200 1.0000 1.0000 1.0000 5.8492 3.0000 2.0000 
4.3637 0.0195 -15.0458 4.2927 -0.2148 -15.0966 0.0200 1.0000 1.0000 1.0000 6.5896 3.0000 2.0000 
4.2927 -0.2148 -15.0966 4.1937 -0.4359 -15.1584 0.0200 1.0000 1.0000 1.0000 7.3645 3.0000 2.0000 
4.1937 -0.4359 -15.1584 4.0859 -0.6541 -15.2153 0.0200 1.0000 1.0000 1.0000 8.1770 3.0000 2.0000 
4.0859 -0.6541 -15.2153 3.9828 -0.8796 -15.2473 0.0200 1.0000 1.0000 1.0000 9.0312 3.0000 2.0000 
3.9828 -0.8796 -15.2473 3.9038 -1.1065 -15.3166 0.0200 1.0000 1.0000 1.0000 9.9315 3.0000 2.0000 
3.9038 -1.1065 -15.3166 3.8986 -1.1233 -15.3223 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.4667 0.1845 -15.4727 4.3503 0.3766 -15.5824 0.0200 1.0000 1.0000 1.0000 5.8148 3.0000 2.0000 
4.3503 0.3766 -15.5824 4.2296 0.5683 -15.6882 0.0200 1.0000 1.0000 1.0000 6.3876 3.0000 2.0000 
4.2296 0.5683 -15.6882 4.1147 0.7591 -15.8017 0.0200 1.0000 1.0000 1.0000 6.9870 3.0000 2.0000 
4.1147 0.7591 -15.8017 3.9998 0.9516 -15.9124 0.0200 1.0000 1.0000 1.0000 7.6155 3.0000 2.0000 
3.9998 0.9516 -15.9124 3.8085 1.1033 -15.9662 0.0200 1.0000 1.0000 1.0000 8.2763 3.0000 2.0000 
3.8085 1.1033 -15.9662 3.6277 1.2636 -16.0305 0.0200 1.0000 1.0000 1.0000 8.9727 3.0000 2.0000 
3.6277 1.2636 -16.0305 3.4514 1.4167 -16.1196 0.0200 1.0000 1.0000 1.0000 9.7088 3.0000 2.0000 
3.4514 1.4167 -16.1196 3.3870 1.4808 -16.1476 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.4810 0.0897 -15.9631 4.4141 0.3196 -16.0348 0.0125 1.0000 1.0000 0.0000 6.3561 2.0000 2.0000 
4.4141 0.3196 -16.0348 4.2918 0.5237 -16.1117 0.0125 1.0000 1.0000 0.0000 7.4939 2.0000 2.0000 
4.2918 0.5237 -16.1117 4.1588 0.7004 -16.2282 0.0125 1.0000 1.0000 0.0000 8.8842 2.0000 2.0000 
4.1588 0.7004 -16.2282 4.0840 0.8186 -16.3144 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.4809 -0.0584 -16.4406 4.2624 -0.1725 -16.4821 0.0200 1.0000 1.0000 1.0000 6.1330 3.0000 2.0000 
4.2624 -0.1725 -16.4821 4.0580 -0.2995 -16.5498 0.0200 1.0000 1.0000 1.0000 6.7729 3.0000 2.0000 
4.0580 -0.2995 -16.5498 3.8528 -0.4286 -16.6110 0.0200 1.0000 1.0000 1.0000 7.4426 3.0000 2.0000 
3.8528 -0.4286 -16.6110 3.6617 -0.5383 -16.7291 0.0200 1.0000 1.0000 1.0000 8.1450 3.0000 2.0000 
3.6617 -0.5383 -16.7291 3.4631 -0.6612 -16.8182 0.0200 1.0000 1.0000 1.0000 8.8832 3.0000 2.0000 
3.4631 -0.6612 -16.8182 3.2551 -0.7969 -16.8470 0.0200 1.0000 1.0000 1.0000 9.6614 3.0000 2.0000 
3.2551 -0.7969 -16.8470 3.1718 -0.8572 -16.8663 0.0200 1.0000 1.0000 1.0000 10.0000 3.0000 2.0000 
4.4759 -0.2708 -16.8932 4.2339 -0.2738 -16.9556 0.0125 1.0000 1.0000 0.0000 6.4167 2.0000 2.0000 
4.2339 -0.2738 -16.9556 4.0048 -0.2864 -17.0549 0.0125 1.0000 1.0000 0.0000 7.3251 2.0000 2.0000 
4.0048 -0.2864 -17.0549 3.7714 -0.2917 -17.1444 0.0125 1.0000 1.0000 0.0000 8.4352 2.0000 2.0000 
3.7714 -0.2917 -17.1444 3.5241 -0.2850 -17.1806 0.0125 1.0000 1.0000 0.0000 9.8625 2.0000 2.0000 
3.5241 -0.2850 -17.1806 3.5038 -0.2853 -17.1837 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.4286 -0.5013 -17.3341 4.2228 -0.6433 -17.3373 0.0125 1.0000 1.0000 0.0000 6.6073 2.0000 2.0000 
4.2228 -0.6433 -17.3373 4.0146 -0.7815 -17.3414 0.0125 1.0000 1.0000 0.0000 7.5896 2.0000 2.0000 
4.0146 -0.7815 -17.3414 3.7839 -0.8611 -17.3960 0.0125 1.0000 1.0000 0.0000 8.7900 2.0000 2.0000 
3.7839 -0.8611 -17.3960 3.5939 -0.9187 -17.4322 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.4239 -0.6507 -17.8104 4.4750 -0.8954 -17.8067 0.0125 1.0000 1.0000 0.0000 6.5729 2.0000 2.0000 
4.4750 -0.8954 -17.8067 4.5126 -1.1368 -17.7539 0.0125 1.0000 1.0000 0.0000 7.3626 2.0000 2.0000 
4.5126 -1.1368 -17.7539 4.5560 -1.3797 -17.7135 0.0125 1.0000 1.0000 0.0000 8.3277 2.0000 2.0000 
4.5560 -1.3797 -17.7135 4.6207 -1.6192 -17.7441 0.0125 1.0000 1.0000 0.0000 9.5685 2.0000 2.0000 
4.6207 -1.6192 -17.7441 4.6405 -1.6851 -17.7636 0.0125 1.0000 1.0000 0.0000 10.0000 2.0000 2.0000 
4.4294 -0.7456 -18.2985 4.3721 -0.9809 -18.3605 0.0200 1.0000 1.0000 1.0000 6.6135 3.0000 2.0000 
4.3721 -0.9809 -18.3605 4.2996 -1.2091 -18.4322 0.0200 1.0000 1.0000 1.0000 7.2193 3.0000 2.0000 
4.2996 -1.2091 -18.4322 4.2185 -1.4351 -18.5019 0.0200 1.0000 1.0000 1.0000 7.8532 3.0000 2.0000 
4.2185 -1.4351 -18.5019 4.1273 -1.6441 -18.6044 0.0200 1.0000 1.0000 1.0000 8.5180 3.0000 2.0000 
4.1273 -1.6441 -18.6044 3.9861 -1.8339 -18.6851 0.0200 1.0000 1.0000 1.0000 9.2169 3.0000 2.0000 
