system,year,day,depth,measured_mean,measured_std,simulated_mean,simulated_std
soil_core,1997,,15,2.608,0.48388676361314126,3.2773690175441175,1.216953562020093
soil_core,1997,,30,2.7263333333333333,0.6782441055156075,2.261420861930764,0.6312048432886468
soil_core,1997,,45,1.0308333333333335,0.4664128714633277,1.396109030373717,0.41889429891260893
soil_core,1997,,60,1.2755,0.9333371845158639,0.7841573207226272,0.35031544043741075
soil_core,1997,,75,0.584,0.6831368823303277,0.6591172175498413,0.2588149881045652
soil_core,1997,,90,0.28850000000000003,0.31087344692012536,0.5037292339066965,0.17627415396722956
soil_core,1997,,105,0.3068333333333333,0.5498095730947822,0.5246184756819458,0.2008062013448664
soil_core,1997,,120,0.04033333333333333,0.03995330607930546,0.40945043210710114,0.19186097737241722
minirhizo,1997,162.0,35,0.041666666666666664,0.2041241452319315,1.6666666666666667,1.0172129679778086
minirhizo,1997,162.0,40,0.10416666666666667,0.29411498293763577,1.0833333333333333,0.8740073734751262
minirhizo,1997,162.0,45,0.041666666666666664,0.2041241452319315,1.4583333333333333,0.9288957004003314
minirhizo,1997,162.0,50,0.020833333333333332,0.10206207261596575,2.0,1.689427911059441
minirhizo,1997,162.0,55,0.0,0.0,1.0833333333333333,1.0172129679778086
minirhizo,1997,162.0,60,0.0,0.0,1.0,1.0103629710818451
minirhizo,1997,162.0,65,0.0,0.0,0.875,0.590726953281576
minirhizo,1997,162.0,70,0.0,0.0,0.4166666666666667,0.11785113019775792
minirhizo,1997,162.0,75,0.0,0.0,1.0,1.1636866703140785
minirhizo,1997,162.0,80,0.0,0.0,2.0,1.399404635312222
minirhizo,1997,162.0,85,0.0,0.0,1.4583333333333333,1.2197734306920374
minirhizo,1997,162.0,90,0.0,0.0,1.7083333333333333,0.9939050368230469
minirhizo,1997,162.0,95,0.0,0.0,0.8333333333333334,0.6561673228343176
minirhizo,1997,162.0,100,0.0,0.0,0.16666666666666666,0.11785113019775792
minirhizo,1997,162.0,105,0.0,0.0,0.16666666666666666,0.18633899812498245
minirhizo,1997,162.0,110,0.0,0.0,0.625,0.375
minirhizo,1997,162.0,115,0.0,0.0,0.375,0.34610932762158647
minirhizo,1997,162.0,120,0.0,0.0,0.7083333333333334,0.8090203266228166
minirhizo,1997,193.0,35,1.0833333333333333,1.1578340598483565,2.7083333333333335,1.4099103596407192
minirhizo,1997,193.0,40,1.25,1.5463842820677167,1.4583333333333333,0.9833686434338289
minirhizo,1997,193.0,45,0.7083333333333334,0.832970935693524,1.5833333333333333,0.9316949906249123
minirhizo,1997,193.0,50,0.6041666666666666,1.0932516980834373,2.0416666666666665,1.642005041269836
minirhizo,1997,193.0,55,0.1875,0.3554696831688659,1.0833333333333333,1.0172129679778086
minirhizo,1997,193.0,60,0.14583333333333334,0.45394805934127547,1.0,1.0103629710818451
minirhizo,1997,193.0,65,0.16666666666666666,0.350982059081517,0.875,0.590726953281576
minirhizo,1997,193.0,70,0.1875,0.3234494786166633,0.4166666666666667,0.11785113019775792
minirhizo,1997,193.0,75,0.14583333333333334,0.4032252220659627,1.0,1.1636866703140785
minirhizo,1997,193.0,80,0.16666666666666666,0.6370220572706061,2.0,1.399404635312222
minirhizo,1997,193.0,85,0.125,0.42349477692995996,1.5416666666666667,1.3800412634732662
minirhizo,1997,193.0,90,0.041666666666666664,0.20412414523193148,1.9583333333333333,1.3023749673406486
minirhizo,1997,193.0,95,0.041666666666666664,0.20412414523193148,0.8333333333333334,0.6561673228343176
minirhizo,1997,193.0,100,0.0,0.0,0.20833333333333334,0.09316949906249124
minirhizo,1997,193.0,105,0.041666666666666664,0.2041241452319315,0.20833333333333334,0.1717960677340692
minirhizo,1997,193.0,110,0.0,0.0,0.625,0.375
minirhizo,1997,193.0,115,0.0,0.0,0.5,0.3818813079129867
minirhizo,1997,193.0,120,0.0,0.0,0.875,0.813300887330964
minirhizo,1997,207.0,35,1.0625,1.1638812504793568,3.5833333333333335,1.288302069478359
minirhizo,1997,207.0,40,1.0,1.3432601483282962,1.9583333333333333,1.5439172761374087
minirhizo,1997,207.0,45,1.1041666666666667,1.2767074387102046,1.8333333333333333,0.8498365855987975
minirhizo,1997,207.0,50,0.7083333333333334,0.9990937922923461,2.0833333333333335,1.6562172428626494
minirhizo,1997,207.0,55,0.625,1.1909988500706306,1.0833333333333333,1.0172129679778086
minirhizo,1997,207.0,60,0.5208333333333334,0.8402790254312612,1.0833333333333333,0.9860132971832694
minirhizo,1997,207.0,65,0.5625,1.0664090495065977,0.875,0.590726953281576
minirhizo,1997,207.0,70,0.6458333333333334,1.0265938474081326,0.4166666666666667,0.11785113019775792
minirhizo,1997,207.0,75,0.5833333333333334,1.203858530857692,1.0,1.1636866703140785
minirhizo,1997,207.0,80,0.5416666666666666,1.3098014010318233,2.0416666666666665,1.4678262461507112
minirhizo,1997,207.0,85,0.5,1.0632190661423897,1.5416666666666667,1.3800412634732662
minirhizo,1997,207.0,90,0.3333333333333333,1.0494995356656043,1.9583333333333333,1.3023749673406486
minirhizo,1997,207.0,95,0.4375,1.1731831466792275,0.875,0.6884463184107628
minirhizo,1997,207.0,100,0.3125,1.040615411563085,0.20833333333333334,0.09316949906249124
minirhizo,1997,207.0,105,0.08333333333333333,0.28232985128663995,0.20833333333333334,0.1717960677340692
minirhizo,1997,207.0,110,0.041666666666666664,0.2041241452319315,0.625,0.375
minirhizo,1997,207.0,115,0.0,0.0,0.5,0.3818813079129867
minirhizo,1997,207.0,120,0.0,0.0,0.875,0.813300887330964
minirhizo,1997,227.0,35,1.3541666666666667,1.0681064784352552,3.75,1.2747548783981961
minirhizo,1997,227.0,40,1.3333333333333333,1.2740441145412122,2.125,1.58607219255619
minirhizo,1997,227.0,45,1.2291666666666667,1.0212861314630883,1.9583333333333333,0.834374349770866
minirhizo,1997,227.0,50,0.9583333333333334,1.0725494482030093,2.25,1.506928443335427
minirhizo,1997,227.0,55,1.1666666666666667,1.442120017518492,1.0833333333333333,1.0172129679778086
minirhizo,1997,227.0,60,1.1041666666666667,0.977787727771069,1.0833333333333333,0.9860132971832694
minirhizo,1997,227.0,65,1.125,1.2180704627294403,0.875,0.590726953281576
minirhizo,1997,227.0,70,1.2708333333333333,1.6350719081824923,0.4166666666666667,0.11785113019775792
minirhizo,1997,227.0,75,1.1666666666666667,1.6263233184800259,1.0,1.1636866703140785
minirhizo,1997,227.0,80,1.1458333333333333,1.4024758129098347,2.0833333333333335,1.4191155304938667
minirhizo,1997,227.0,85,0.9791666666666666,1.455717114978243,1.5833333333333333,1.3894443333777555
minirhizo,1997,227.0,90,0.9375,1.4242656383890093,2.0416666666666665,1.3182743349630313
minirhizo,1997,227.0,95,0.9791666666666666,1.3631737796859165,0.875,0.6884463184107628
minirhizo,1997,227.0,100,0.5625,1.1824118682113083,0.25,0.14433756729740643
minirhizo,1997,227.0,105,0.5416666666666666,1.4058624667307678,0.3333333333333333,0.11785113019775792
minirhizo,1997,227.0,110,0.22916666666666666,0.5893837361225682,0.7083333333333334,0.39308254716902513
minirhizo,1997,227.0,115,0.10416666666666667,0.25448868885202575,0.5416666666666666,0.3656235161413385
minirhizo,1997,227.0,120,0.0625,0.22421360157322034,0.9166666666666666,0.7728015412913087
minirhizo,1997,240.0,35,1.2708333333333333,1.083263654392381,3.75,1.2747548783981961
minirhizo,1997,240.0,40,1.2083333333333333,1.566751462398404,2.125,1.58607219255619
minirhizo,1997,240.0,45,1.0833333333333333,1.0700128673207085,1.9583333333333333,0.834374349770866
minirhizo,1997,240.0,50,1.125,1.2180704627294403,2.25,1.506928443335427
minirhizo,1997,240.0,55,1.2083333333333333,1.4212415474618956,1.0833333333333333,1.0172129679778086
minirhizo,1997,240.0,60,0.9375,1.0141659670367826,1.0833333333333333,0.9860132971832694
minirhizo,1997,240.0,65,0.9166666666666666,1.1293194051465598,0.875,0.590726953281576
minirhizo,1997,240.0,70,1.3541666666666667,1.4705749146881788,0.4166666666666667,0.11785113019775792
minirhizo,1997,240.0,75,1.1666666666666667,1.2740441145412122,1.0,1.1636866703140785
minirhizo,1997,240.0,80,1.2708333333333333,1.3103199631376687,2.0833333333333335,1.4191155304938667
minirhizo,1997,240.0,85,0.7916666666666666,1.2930976178445932,1.5833333333333333,1.3894443333777555
minirhizo,1997,240.0,90,1.2083333333333333,1.6279933411536363,2.0416666666666665,1.3182743349630313
minirhizo,1997,240.0,95,1.2916666666666667,1.8292114401439827,0.875,0.6884463184107628
minirhizo,1997,240.0,100,1.0416666666666667,1.587427962533067,0.25,0.14433756729740643
minirhizo,1997,240.0,105,0.6458333333333334,1.4102047852109578,0.3333333333333333,0.11785113019775792
minirhizo,1997,240.0,110,0.3333333333333333,0.8030738049717996,0.7083333333333334,0.39308254716902513
minirhizo,1997,240.0,115,0.16666666666666666,0.637022057270606,0.5416666666666666,0.3656235161413385
minirhizo,1997,240.0,120,0.08333333333333333,0.40824829046386296,0.9166666666666666,0.7728015412913087
