system,year,day,depth,measured_mean,measured_std,simulated_mean,simulated_std
soil_core,1997,,15,2.608,0.48388676361314126,3.016678363154471,1.244457278247986
soil_core,1997,,30,2.7263333333333333,0.6782441055156075,1.7526868110056568,0.5407975799505657
soil_core,1997,,45,1.0308333333333335,0.4664128714633277,0.749413646294391,0.2798580375630041
soil_core,1997,,60,1.2755,0.9333371845158639,0.522001621493264,0.13175239806621855
soil_core,1997,,75,0.584,0.6831368823303277,0.4584014841434396,0.13299310382569227
soil_core,1997,,90,0.28850000000000003,0.31087344692012536,0.35137135536160374,0.12586338363349545
soil_core,1997,,105,0.3068333333333333,0.5498095730947822,0.16712264618058306,0.1096749915124427
soil_core,1997,,120,0.04033333333333333,0.03995330607930546,0.043592336238202654,0.052464629863039014
minirhizo,1997,162.0,35,0.041666666666666664,0.2041241452319315,1.125,1.1524430571616109
minirhizo,1997,162.0,40,0.10416666666666667,0.29411498293763577,0.7916666666666666,0.9833686434338289
minirhizo,1997,162.0,45,0.041666666666666664,0.2041241452319315,0.9583333333333334,1.0146496384904933
minirhizo,1997,162.0,50,0.020833333333333332,0.10206207261596575,0.5416666666666666,0.782845592835664
minirhizo,1997,162.0,55,0.0,0.0,0.20833333333333334,0.2667968432263687
minirhizo,1997,162.0,60,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,65,0.0,0.0,0.125,0.125
minirhizo,1997,162.0,70,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,75,0.0,0.0,0.041666666666666664,0.09316949906249125
minirhizo,1997,162.0,80,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,85,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,90,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,95,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,100,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,105,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,110,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,115,0.0,0.0,0.0,0.0
minirhizo,1997,162.0,120,0.0,0.0,0.0,0.0
minirhizo,1997,193.0,35,1.0833333333333333,1.1578340598483565,1.1666666666666667,1.1242281302693367
minirhizo,1997,193.0,40,1.25,1.5463842820677167,0.875,1.0282468899377555
minirhizo,1997,193.0,45,0.7083333333333334,0.832970935693524,1.375,1.3129959380490608
minirhizo,1997,193.0,50,0.6041666666666666,1.0932516980834373,0.6666666666666666,0.7168604389202189
minirhizo,1997,193.0,55,0.1875,0.3554696831688659,0.3333333333333333,0.18633899812498247
minirhizo,1997,193.0,60,0.14583333333333334,0.45394805934127547,0.25,0.14433756729740643
minirhizo,1997,193.0,65,0.16666666666666666,0.350982059081517,0.6666666666666666,0.74535599249993
minirhizo,1997,193.0,70,0.1875,0.3234494786166633,0.16666666666666666,0.1863389981249825
minirhizo,1997,193.0,75,0.14583333333333334,0.4032252220659627,0.5416666666666666,0.782845592835664
minirhizo,1997,193.0,80,0.16666666666666666,0.6370220572706061,0.2916666666666667,0.3359274061791062
minirhizo,1997,193.0,85,0.125,0.42349477692995996,0.0,0.0
minirhizo,1997,193.0,90,0.041666666666666664,0.20412414523193148,0.041666666666666664,0.09316949906249125
